geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.488	0.396	0.765	0.329	0.307	0.405	0.405	0.151	0.798320191940511	0.0783099967137054	0.124081977861703
EE	0.861	0.941	0.925	0.564	0.727	0.61	0.804	0.905	0.999971069824127	0.204701579676007	0.537199735664045
EE	0.135	0.246	0.157	0.105	0.128	0.135	0.128	0.087	0.0921490312551284	1.42944460015439e-06	0.00524205027244129
EE	0.113	0.242	0.174	0.522	0.315	0.542	0.368	0.632	0.37663413434288	1.94600474412719e-15	0.000630553378462989
EE	0.371	0.289	0.43	0.289	0.184	0.198	0.182	0.142	0.444061826835332	0.000154987286867874	0.0274398194098969
meanDE	0.737	0.924	0.765	0.956	0.549	0.757	0.62	0.824	0.491458680271168	0.000361854114823417	0.667306174735728
EE	0.62	0.81	0.639	0.682	0.833	0.905	0.949	0.418	0.580558619838905	0.000792203876475414	0.113563837729472
EE	0.394	0.318	0.371	0.723	0.356	0.278	0.302	0.576	0.290355475455569	0.000123783071033866	0.954726708056271
EE	0.439	0.295	0.395	0.276	0.851	0.717	0.658	0.567	0.778589860460834	0.209571700995688	0.203643848625156
meanDE	0.492	0.51	0.493	0.426	0.589	0.598	0.459	0.751	0.206677102647629	0.000236998462329605	0.16824228699879
EE	0.833	0.789	0.962	0.639	0.456	0.481	0.579	0.687	0.525101294924875	1.31350409852598e-05	0.248957711880786
EE	0.873	0.937	0.91	0.601	0.741	0.548	0.698	0.423	0.3447403393317	3.28514624259547e-05	0.550329961002417
EE	0.777	0.835	0.898	0.365	0.7	0.866	0.794	0.389	0.877460209203134	0.336942390503272	0.138509714992866
EE	0.857	0.837	0.813	0.864	0.736	0.574	0.547	0.564	0.387987660874709	0.000138077818754421	0.57728723700243
meanDE	0.261	0.303	0.261	0.22	0.221	0.251	0.158	0.097	0.463538032367688	0.302192827267616	0.217825601998975
meanDE	0.701	0.693	0.647	0.185	0.311	0.574	0.592	0.269	0.524723155663481	0.0231482008002337	0.217616398916765
EE	0.405	0.214	0.656	0.529	0.19	0.086	0.519	0.664	0.262913982043799	0.0877661505564347	0.964646340203165
EE	0.741	0.669	0.676	0.598	0.616	0.569	0.535	0.644	0.32003073488299	1.24587157181449e-05	0.337763017313424
EE	0.242	0.195	0.742	0.788	0.077	0.032	0.552	0.945	0.38508082713167	0.00596637262111059	0.022913994877685
varDE	0.087	0.004	0.155	0.054	0.101	0.041	0.261	0.114	0.0514869853736862	0.000656369906317539	0.00764413042169584
EE	0.718	0.937	0.943	0.997	0.927	0.918	0.909	0.875	0.177822814118088	3.43007191100681e-19	0.676909389251318
varDE	0.773	0.677	0.749	0.648	0.532	0.526	0.379	0.513	0.780850495791229	2.25747195419165e-07	0.115843309922434
EE	0.753	0.539	0.887	0.623	0.628	0.458	0.777	0.745	0.645559589630518	0.00420495420146051	0.233531084666948
meanDE	0.019	0.018	0.02	0.352	0.099	0.023	0.109	0.239	0.117433201667594	0.000173610019932408	0.168105910422358
varDE	0.109	0.125	0.267	0.773	0.113	0.105	0.416	0.886	0.530836803431158	2.60174991287015e-09	0.0226573353851671
meanDE	0.526	0.5	0.736	0.908	0.571	0.588	0.761	0.987	0.807889846319815	0.0127323440568548	0.0294264108008327
EE	0.927	0.811	0.996	0.981	0.78	0.697	0.973	0.663	0.780926394713622	0.00951274224650658	0.422797262723716
varDE	0.566	0.376	0.524	0.326	0.3	0.205	0.29	0.12	0.559356644676298	2.4995950161244e-07	0.114911773043755
EE	0.084	0.141	0.279	0.187	0.089	0.152	0.256	0.146	0.16393778754257	3.00798400587472e-98	0.0356775417560768
EE	0.859	0.971	0.958	0.824	0.93	0.792	0.964	0.944	0.992179904372978	0.121960502555406	0.317896009070316
EE	0.115	0.218	0.129	0.24	0.304	0.506	0.34	0.503	0.17404998714261	1.87164962131969e-37	0.186214738506749
EE	0.337	0.307	0.592	0.479	0.578	0.439	0.736	0.618	0.704386669253943	0.00379494558551122	0.191841734644925
EE	0.747	0.595	0.888	0.346	0.903	0.733	0.869	0.699	0.588590632547935	0.0452432272738776	0.105967345189684
EE	0.761	0.937	0.91	0.985	0.971	0.898	0.864	0.985	0.96050607734825	0.15178284465831	0.917216178080111
varDE	0.594	0.548	0.854	0.699	0.41	0.474	0.685	0.397	0.371602781919772	2.97524118835935e-05	0.951618473155843
meanDE	0.272	0.298	0.312	0.751	0.264	0.26	0.292	0.373	0.0475662963707627	1.82003742686212e-14	0.144841425738474
EE	0.908	0.982	0.96	0.971	0.929	1	1	1	0.986681197715497	0.053035235775566	0.39173960056861
EE	0.045	0.056	0.165	0.405	0.062	0.042	0.189	0.306	0.262659423577895	5.52118573338003e-05	0.0210453459048323
EE	0.586	0.474	0.482	0.283	0.371	0.29	0.264	0.052	0.196725227194477	0.000144200469499699	0.067138429556543
EE	0.98	0.838	0.997	0.535	0.876	0.716	1	0.653	0.922722030230448	0.284667363069451	0.524872668860202
EE	0.14	0.17	0.214	0.605	0.144	0.21	0.202	0.493	0.202086568366817	4.68543583718068e-19	0.00332779975221442
EE	0.845	0.887	0.878	0.837	0.966	0.912	0.871	0.976	0.978026305829739	0.0139004590790787	0.789682492667312
EE	0.422	0.483	0.557	0.159	0.129	0.19	0.197	0.209	0.388596129220509	0.275957870050492	0.568560757361376
meanDE	0.663	0.404	0.762	0.64	0.947	0.616	0.934	0.442	0.388645262812137	0.00540478289042575	0.692324322901753
EE	0.662	0.41	0.757	0.968	0.372	0.283	0.44	0.936	0.521643010664427	0.00786959911806781	0.0520020002547431
EE	0.644	0.554	0.71	0.408	0.597	0.34	0.547	0.371	0.0597659659655681	1.1182207485351e-28	0.353853073330852
EE	0.502	0.84	0.823	0.947	0.556	0.95	0.525	0.865	0.428320896013411	0.444425455987369	0.718907497769852
EE	0.885	0.578	0.788	0.285	0.99	0.827	0.915	0.354	0.873943583115083	0.0752400561272864	0.912630418128746
EE	0.613	0.509	0.598	0.572	0.909	0.755	0.847	0.852	0.820141268030374	0.000304858081430258	0.640147867723666
EE	0.061	0.054	0.064	0.223	0.008	0.077	0.054	0.279	0.0241121744923334	4.96642464437938e-286	0.00117684625967282
EE	0.832	0.858	0.856	0.668	0.447	0.509	0.421	0.795	0.382083932735401	0.000129790232665495	0.542916129870737
EE	0.864	0.959	0.839	0.792	0.794	0.945	0.65	0.492	0.697655427691454	0.0979513985562116	0.45680482169608
EE	0.548	0.545	0.73	0.874	0.277	0.294	0.399	0.974	0.386983682462735	0.00322216292653331	0.65812953105892
EE	0.684	0.743	0.598	0.658	0.618	0.787	0.512	0.644	0.442774969823318	0.0146916441471032	0.616564554657449
EE	0.966	0.866	0.432	0.176	0.454	0.65	0.318	0.194	0.785851000946372	0.0162210118731153	0.0482528307827634
EE	0.7	0.648	0.88	0.99	0.858	0.984	0.951	0.9	0.958689239528529	0.0564682102828905	0.195571604608845
EE	0.739	0.747	0.76	0.855	0.396	0.446	0.443	0.503	0.371194167382649	6.39298867271983e-08	0.430422418830922
varDE	0.886	0.712	0.906	0.893	0.562	0.44	0.7	0.906	0.683142918307074	0.000313732310508167	0.0129371281484571
EE	0.155	0.237	0.22	0.203	0.085	0.141	0.113	0.105	0.173017528717411	2.28373582671411e-11	0.0130312724954303
EE	0.407	0.553	0.592	0.383	0.559	0.591	0.637	0.94	0.25148755279101	1.86957758892011e-14	0.66358573859573
EE	0.565	0.584	0.721	0.265	0.617	0.658	0.753	0.275	0.9632766034971	0.254990387163607	0.620939637252714
EE	0.378	0.292	0.353	0.873	0.217	0.224	0.229	0.948	0.203085395865672	0.000555917302624585	0.159837450982516
EE	0.795	0.87	0.887	0.853	0.894	0.901	0.899	0.946	0.77092680477713	0.000932939348940337	0.733883255064212
meanDE	0.789	0.872	0.884	0.712	0.62	0.726	0.893	0.639	0.884806972188953	0.169056936055281	0.0706643343887328
EE	0.933	0.925	0.971	0.743	0.771	0.868	0.724	0.703	0.744357227283464	0.768178023484379	0.464666778213615
varDE	0.859	0.725	0.909	0.387	0.781	0.889	0.795	0.504	0.662309448541711	0.00961055970636087	0.68691753167462
EE	0.657	0.634	0.635	0.747	0.878	0.897	0.942	0.777	0.847965758561797	0.00228448347719005	0.593753030139474
EE	0.655	0.676	0.648	0.69	0.915	0.945	0.825	0.778	0.384952531009913	0.00282647503237442	0.479013051598677
EE	0.17	0.187	0.234	0.236	0.241	0.32	0.244	0.092	0.23418267680416	0.00125316299658966	0.0102383845449359
varDE	0.692	0.731	0.668	0.806	0.821	0.835	0.895	0.884	0.877815765087356	0.0147373316198887	0.768459632815476
EE	0.772	0.785	0.965	0.946	0.624	0.665	0.848	0.842	0.578112823447607	0.120150445163837	0.805619796212578
varDE	0.719	0.532	0.657	0.372	0.771	0.589	0.818	0.686	0.301040216741088	0.0299207945848416	1
EE	0.955	0.836	0.995	0.782	0.764	0.745	0.761	0.678	0.464708613105478	1.91296736031318e-05	0.667367472228961
EE	0.888	0.896	0.808	0.942	0.697	0.764	0.607	0.737	0.537192819259227	0.1640125963189	0.742338640585941
EE	0.075	0.049	0.059	0.518	0.053	0.028	0.022	0.658	7.83351871291298e-05	8.12368656164868e-30	0.00174889116573946
EE	0.063	0.102	0.104	0.136	0.233	0.204	0.301	0.27	0.332022557818298	1.87957351140862e-09	0.0735532041314488
EE	0.598	0.687	0.753	0.645	0.732	0.89	0.854	0.943	0.883692401815435	0.0604454388843773	0.64299141801721
EE	0.562	0.623	0.526	0.717	0.639	0.685	0.641	0.675	0.717645006291606	0.0200145693360657	0.305413417655269
meanDE	0.933	0.949	0.997	0.748	0.797	0.894	1	0.888	0.92566428990849	0.0151435867410654	0.343102022723491
EE	0.346	0.244	0.453	0.191	0.38	0.321	0.264	0.044	0.93214924702045	0.162953776819747	0.362636976184671
varDE	0.479	0.105	0.667	0.958	0.553	0.052	0.627	1	0.389088162868103	0.009152142980805	0.132080129944945
varDE	0.483	0.406	0.522	0.631	0.416	0.3	0.651	0.474	0.834284612848589	2.34833890502365e-08	0.0940070202556076
meanDE	0.012	0.013	0.018	0.129	0.008	0.008	0.008	0.023	0.00487223409707606	1.10654018339862e-73	1.60475782613815e-05
EE	0.182	0.18	0.189	0.163	0.067	0.06	0.063	0.06	0.00823745372597878	2.22596517001866e-51	0.00906448372589125
varDE	0.821	0.766	0.736	0.771	0.531	0.567	0.435	0.561	0.553373241532981	6.40053406511132e-18	0.481179426200107
EE	0.787	0.757	0.599	0.483	0.766	0.878	0.754	0.447	0.493066744793623	0.0524014725382709	0.323916484716538
varDE	0.808	0.419	0.777	0.486	0.757	0.462	0.723	0.336	0.657072927938392	0.00142571954388201	0.0584749507939171
EE	0.617	0.456	0.733	0.241	0.331	0.34	0.373	0.13	0.278423994634561	3.1557672639721e-06	0.180302137878534
varDE	0.763	0.787	0.319	0.024	0.61	0.506	0.249	0.109	0.573966035696029	1.60817910938782e-10	0.0106869342890698
varDE	0.179	0.121	0.12	0.371	0.135	0.067	0.06	0.117	0.0515796978444719	1.3203039782444e-19	0.00273698523049454
EE	0.859	0.938	0.759	0.92	0.919	0.993	0.689	0.949	0.602453457290482	0.00517309472569203	0.346253070067391
varDE	0.151	0.063	0.044	0.072	0.056	0.004	0.008	0.008	0.378633246485257	9.21166130636265e-10	0.00107192012041441
EE	0.118	0.035	0.115	0.321	0.231	0.062	0.372	0.669	0.136598227021705	7.99471384669052e-06	0.0136087333488114
EE	0.936	0.777	0.624	0.395	0.909	0.871	0.739	0.502	0.720980634971998	0.484033465280613	0.695494743282513
EE	0.092	0.189	0.135	0.101	0.051	0.097	0.069	0.058	0.0627826370465217	9.93629970608241e-13	0.0723258617885426
EE	0.204	0.296	0.299	0.299	0.591	0.539	0.576	0.521	0.241967454261053	5.64677511062176e-18	0.566927967203838
EE	0.597	0.638	0.351	0.34	0.278	0.289	0.119	0.149	0.141865178146317	3.72484740669896e-05	0.979455114203911
EE	0.871	0.973	0.977	0.734	0.742	0.898	0.943	0.533	0.862088859320944	0.181831841925722	0.650818195023697
EE	0.086	0.061	0.077	0.448	0.302	0.198	0.248	0.395	0.224576338868561	0.000514312762251215	0.0701583016391634
EE	0.682	0.555	0.791	0.676	0.596	0.521	0.613	0.659	0.788426626859725	0.0296354215957173	0.0113431542137194
EE	0.939	0.995	0.954	0.995	0.99	0.935	0.981	0.845	0.912770629877063	0.0393491311147733	0.461938375693674
EE	0.142	0.132	0.161	0.113	0.112	0.146	0.186	0.167	0.625681304205931	0.00362629160357112	0.118584109912133
meanDE	0.623	0.658	0.569	0.763	0.256	0.348	0.218	0.324	0.356864669833865	0.000326350958875029	0.502289334403611
meanDE	0.917	0.728	0.992	0.834	0.538	0.459	0.679	0.502	0.950861987618549	0.0812621918923202	0.798814990480865
varDE	0.168	0.101	0.144	0.511	0.041	0.031	0.1	0.902	0.48950052247677	0.00155005965441839	0.0432692652818427
meanDE	0.09	0.22	0.089	0.266	0.126	0.224	0.12	0.225	0.339028559009387	0.0933869089196152	0.677499431519761
EE	0.076	0.205	0.087	0.29	0.045	0.079	0.098	0.321	0.051780097616896	0.000843085560021226	0.941107420250504
EE	0.517	0.735	0.601	0.528	0.295	0.544	0.363	0.301	0.175398246400983	2.72724056557153e-06	0.576296665682585
EE	0.599	0.259	0.46	0.211	0.97	0.595	0.763	0.474	0.560169587809071	0.17287161934752	0.771849345546245
EE	0.951	0.864	0.874	0.74	0.967	0.782	0.92	0.699	0.916120452152597	0.761058567417026	0.850965159096734
EE	0.405	0.38	0.514	0.265	0.259	0.24	0.358	0.296	0.866376896501715	0.25493653596254	0.32418777859038
varDE	0.423	0.298	0.309	0.43	0.357	0.227	0.132	0.236	0.709989550126297	1.29219415295487e-06	0.38031207024632
meanDE	0.249	0.288	0.399	0.856	0.1	0.131	0.096	0.788	0.0492533226664746	2.8482202533534e-08	0.0202901571645445
varDE	0.487	0.473	0.619	0.709	0.489	0.399	0.758	0.75	0.95562040471959	5.78777355122022e-07	0.00230869170865407
varDE	0.742	0.377	0.551	0.238	0.397	0.186	0.323	0.074	0.62424937853649	0.000148384675884208	0.0433141328218537
EE	0.132	0.153	0.056	0.407	0.163	0.118	0.105	0.834	0.243796706078592	1.37811896348605e-05	0.0387981696256467
meanDE	0.043	0.099	0.02	0.165	0.008	0.04	0.008	0.039	0.000537125124926152	1.23986222985196e-22	3.8412028660377e-05
EE	0.643	0.576	0.57	0.672	0.984	0.915	0.931	0.987	0.91893290420092	0.0200912605892974	0.977243736858357
varDE	0.88	0.728	0.937	0.916	0.862	0.779	0.917	0.987	0.541451306426603	0.418001139165214	0.348979294682589
EE	0.409	0.419	0.422	0.202	0.162	0.203	0.251	0.333	0.0967761753665055	0.00247754678930164	0.21250667208807
meanDE	0.27	0.39	0.417	0.683	0.201	0.294	0.335	0.249	0.328863180923217	1.98614475864444e-07	0.000502128936763776
EE	0.623	0.567	0.643	0.615	0.231	0.214	0.226	0.218	0.319630916299112	6.47266685987376e-06	0.210796537495807
EE	0.666	0.543	0.896	0.743	0.478	0.406	0.572	0.552	0.652620512005849	0.000130189475598586	0.616010488343783
EE	0.298	0.331	0.292	0.709	0.14	0.188	0.145	0.419	0.2267914479155	0.00048953354843427	0.549677042330147
EE	0.925	0.933	0.998	0.953	0.61	0.561	0.615	0.554	0.602118364591809	8.59749887934245e-18	0.50317537848585
EE	0.764	0.616	0.797	0.71	0.679	0.612	0.673	0.524	0.389862804401457	0.793094240809805	0.93189396156798
EE	0.717	0.568	0.783	0.964	0.518	0.395	0.49	0.895	0.382625761827617	6.83814025920872e-06	0.266105027619815
EE	0.273	0.269	0.292	0.215	0.301	0.427	0.314	0.282	0.327564180232598	5.29222396293099e-14	0.0862731482319035
EE	0.287	0.223	0.184	0.189	0.635	0.557	0.552	0.618	0.700109921246241	0.00311502095347816	0.288039994460377
EE	0.846	0.768	0.809	0.384	0.798	0.842	0.918	0.112	0.721374210414793	0.823749906226111	0.978752582919381
EE	0.148	0.094	0.15	0.117	0.164	0.14	0.182	0.12	0.291127262965803	8.58056328052023e-19	0.026076494834029
EE	0.292	0.236	0.442	0.483	0.39	0.469	0.473	0.528	0.545913370872366	4.85439664079992e-05	0.153531105619709
EE	0.374	0.454	0.355	0.625	0.194	0.311	0.175	0.604	0.0511192517218973	1.32786130698987e-11	0.220360590796447
varDE	0.366	0.197	0.298	1	0.508	0.071	0.384	1	0.582269422321127	8.57254251635491e-05	0.00225585384081413
EE	0.25	0.231	0.192	0.385	0.197	0.193	0.116	0.363	0.480443156673779	0.095087604842043	0.533371159807457
EE	0.951	0.992	0.768	0.871	0.982	0.903	0.871	0.892	0.799274987371241	0.0690337269176635	0.298529667895633
meanDE	0.692	0.733	0.682	0.809	0.651	0.89	0.778	0.945	0.590318319287977	0.145489394919009	0.869274711565462
EE	0.248	0.229	0.241	0.288	0.601	0.623	0.621	0.81	0.602816142688726	2.32477572051275e-05	0.37501380265417
EE	0.212	0.289	0.206	0.389	0.04	0.098	0.043	0.425	0.0143141113520432	2.75832242593523e-05	0.14870579231851
EE	0.783	0.849	0.543	0.539	0.773	0.884	0.574	0.543	0.334069706306674	0.000490502542718646	0.967206881714482
varDE	0.102	0.149	0.499	0.836	0.054	0.127	0.534	0.719	0.813081111494027	0.00960065242984318	0.100785815669392
EE	0.595	0.555	0.55	0.685	0.394	0.376	0.376	0.843	0.24301901672482	0.0244762554710526	0.448055820672938
EE	0.262	0.291	0.162	0.093	0.355	0.322	0.356	0.139	0.532680675603143	0.706845394789578	0.880042404464137
EE	0.634	0.662	0.674	0.442	0.629	0.683	0.647	0.367	0.751499302381418	2.08169922822171e-05	0.295995595425543
EE	0.737	0.608	0.344	0.536	0.618	0.574	0.396	1	0.678074379936713	0.019738330080089	0.011561224162041
EE	0.501	0.521	0.497	0.14	0.7	0.728	0.694	0.22	0.851864976854216	0.0603482356755631	0.20150885379575
varDE	NA	NA	0.327	0.295	NA	NA	0.377	0.176	0.552103060016225	0.00290404358951948	0.149806365196919
EE	1	0.884	0.865	0.551	1	0.648	0.682	0.442	0.833358416059553	0.0127345220069263	0.0802084319712448
EE	0.547	0.628	0.647	0.663	0.216	0.2	0.264	0.931	0.315535850074194	0.0702684898794542	0.716137426668939
EE	0.707	0.533	0.872	0.866	0.948	0.84	0.964	0.932	0.762165143493004	0.713370726230256	0.682684400001986
EE	0.469	0.408	0.376	0.171	0.564	0.619	0.19	0.126	0.352048856453017	0.0100791501301228	0.0207984581746665
varDE	0.697	0.493	0.649	0.747	0.77	0.491	0.469	0.85	0.71153654537456	9.26305698792459e-07	0.111960674860039
EE	0.107	0.046	0.062	0.053	0.125	0.03	0.096	0.061	0.010431997752777	7.31689694664313e-43	0.0435429717473485
EE	0.419	0.522	0.419	0.484	0.247	0.325	0.22	0.458	0.865365821230412	0.70345330006544	0.770559051425658
EE	0.159	0.192	0.173	0.164	0.224	0.272	0.124	0.497	0.117735211113498	0.0219124940712971	0.380282789062628
EE	0.349	0.271	0.253	0.242	0.735	0.653	0.635	0.631	0.639248754691626	0.230567392074166	0.843914966910194
EE	0.351	0.526	0.417	0.523	0.704	0.797	0.794	0.694	0.528916730234677	0.086810033623232	0.84538977523043
EE	0.641	0.828	0.701	0.067	0.453	0.675	0.602	0.181	0.513156264607957	0.0786894224695775	0.61054624217934
meanDE	0.117	0.181	0.137	0.137	0.083	0.156	0.106	0.099	0.110219677399476	6.83519762735245e-06	0.00314366729544925
EE	0.448	0.34	0.575	0.249	0.234	0.146	0.222	0.067	0.36722802147722	0.730095193129648	0.855799679319992
EE	0.64	0.671	0.699	0.805	0.526	0.562	0.56	0.678	0.496525508798455	1.31776009900344e-06	0.645870732704875
EE	0.686	0.677	0.667	0.417	0.758	0.722	0.814	0.804	0.511798132823958	0.410863752027551	0.999248982244512
EE	0.986	0.928	0.528	0.315	0.989	0.928	0.464	0.224	0.516163029329466	0.0792734337174389	0.45068240031441
EE	0.103	0.053	0.055	0.118	0.265	0.179	0.213	0.157	0.0642187312576105	3.19339247394254e-38	0.0720766998000464
EE	0.452	0.427	0.434	0.572	0.62	0.567	0.591	0.513	0.460196399462501	1.34265212560829e-05	0.659597712582072
EE	0.03	0.041	0.035	0.05	0.008	0.008	0.008	0.008	0.000218724131550256	6.97388224484402e-25	0.00212310762437596
EE	0.587	0.385	0.804	0.748	0.654	0.524	0.871	0.809	0.612538185926647	0.801602410797616	0.950064404949427
EE	0.806	0.644	0.879	0.944	0.78	0.706	0.942	0.544	0.961612962011486	0.0196371685999418	0.348966018182277
EE	0.914	0.851	0.632	0.815	0.995	0.972	0.68	0.75	0.842686922610184	0.137694653958264	0.557304895430601
EE	0.581	0.73	0.529	0.568	0.515	0.627	0.537	0.328	0.861906482614325	0.0221236486553997	0.0203953558247948
EE	0.516	0.577	0.841	0.873	0.656	0.761	0.845	0.892	0.677519704836378	0.0477859855942986	0.204162507831728
EE	0.645	0.48	0.679	0.273	0.468	0.342	0.569	0.526	0.478096941409802	0.0324101133530615	0.572338404802548
EE	0.621	0.854	0.644	0.246	0.316	0.642	0.379	0.778	0.256279023093792	0.000276513243298147	0.571539168569947
EE	0.84	0.924	0.711	0.608	0.964	0.906	0.802	0.929	0.583281445073858	0.0217601887942873	0.163011206378973
EE	0.383	0.367	0.323	0.375	0.563	0.674	0.588	0.668	0.644310640266512	1.84067565788565e-08	0.479639052577026
EE	0.171	0.243	0.162	0.531	0.17	0.193	0.126	0.446	0.0703043148879468	1.25202916451545e-10	0.46757134149308
EE	0.145	0.177	0.16	0.05	0.245	0.269	0.245	0.118	0.0174593222609874	6.12620861597202e-34	0.100329813989407
EE	0.699	0.942	0.768	0.696	0.832	0.67	0.619	0.578	0.72392601740844	2.55754247687074e-05	0.130822760956804
varDE	0.312	0.296	0.536	0.603	0.34	0.316	0.65	0.733	0.970020874006648	0.00228392116681189	0.0977371126114934
EE	0.495	0.251	0.4	0.224	0.095	0.012	0.094	0.028	0.049292804253371	2.37154523137765e-05	0.111455009932998
EE	0.532	0.449	0.436	0.393	0.152	0.179	0.127	0.148	0.57012905762282	3.38736909108741e-07	0.22476797656078
EE	0.132	0.222	0.125	0.214	0.054	0.054	0.054	0.074	0.0379614771421741	3.12930794374536e-35	0.0186717571055189
EE	0.789	0.767	0.789	0.76	0.987	0.991	0.884	0.849	0.883742659486213	0.217825354143518	0.80426822408855
EE	0.308	0.37	0.438	0.492	0.285	0.408	0.303	0.652	0.382236891867474	3.51444943210599e-08	0.0644971215193761
EE	0.966	0.935	0.934	0.982	0.615	0.615	0.623	0.969	0.769784343315559	0.0900007806183679	0.488407019744696
varDE	0.025	0.025	0.017	0.24	0.008	0.015	0.008	0.09	0.0106646465215855	3.77577013878265e-102	0.000856063749476908
EE	0.205	0.15	0.223	0.175	0.169	0.186	0.178	0.221	0.194001160430427	4.43886384512847e-22	0.0158856241895208
EE	0.252	0.357	0.26	0.448	0.45	0.412	0.407	0.305	0.498165055166696	0.0214538780661841	0.170439092100448
EE	0.963	0.937	0.926	0.695	0.913	0.955	0.576	0.293	0.621901359301126	0.00388332231190555	0.0345370628178786
EE	0.962	0.734	0.879	0.257	0.72	0.469	0.675	0.252	0.975568948442537	0.000957702268605236	0.69449584445223
EE	0.006	0.004	0.01	0.24	0.055	0.064	0.101	0.672	0.0795322564864439	2.92754619120055e-08	0.000994383067238505
EE	0.053	0.038	0.048	0.07	0.167	0.037	0.167	0.224	0.093817587242397	0.0023529894965062	0.87624618576577
EE	0.491	0.29	0.388	0.705	0.134	0.058	0.098	0.55	0.0013090671939826	1.34622970308095e-53	0.0110132541563432
EE	0.678	0.697	0.57	0.043	0.625	0.697	0.424	0.038	0.736570466982703	0.40810040022773	0.643921231326579
EE	0.484	0.259	0.795	0.565	0.324	0.121	0.536	0.766	0.573002644363291	0.00179867068524512	0.0942347742049598
EE	0.433	0.363	0.414	0.396	0.279	0.26	0.29	0.786	0.155064061870303	0.000780196316521338	0.0728104991779372
