geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
meanDE	0.003	0.005	0.001	0.002	0.005	0.005	0.003	0.003	0.000315207279901238	4.08260724362578e-67	2.55974127363907e-05	8.44028490709896e-78
EE	0.39	0.492	0.377	0.66	0.424	0.52	0.436	0.63	0.422066471926873	0.00036056543066078	0.182833766964097	4.1162378047251e-05
EE	0.472	0.638	0.385	0.993	0.489	0.671	0.412	0.987	0.221909239818891	0.0400418251179121	0.427372181010932	0.499641154920601
EE	0.654	0.548	0.873	0.879	0.618	0.514	0.882	0.865	0.958659617001497	0.173083677753589	0.874134409367857	0.000169675658936302
EE	0.443	0.437	0.532	0.69	0.474	0.44	0.514	0.73	0.728633894834012	0.693287647294551	0.966185310398713	0.304286594539871
EE	0.746	0.447	0.749	0.627	0.791	0.452	0.761	0.635	0.695916370204058	0.491894713761927	0.841789095543995	0.16385142450302
EE	0.874	0.997	0.243	0.102	0.855	0.986	0.2	0.096	0.513229328510177	0.00278231792778575	0.392254788901767	0.00534048688330468
EE	0.324	0.224	0.406	0.401	0.326	0.252	0.413	0.409	0.381311433641237	5.49911758426764e-05	0.350585538296753	0.000583715714694392
varDE	0.123	0.099	0.166	0.195	0.088	0.046	0.133	0.205	0.494259674098307	1.63118540863151e-28	0.004846569167115	3.88214470165137e-33
meanDE	0.187	0.151	0.082	0.108	0.178	0.132	0.085	0.084	0.0490514025879575	4.67415954471491e-08	0.0596581167805838	2.40617023893033e-10
meanDE	0.026	0.084	0.019	0.019	0.005	0.039	0.006	0.023	0.000243424978415587	2.13161406855109e-10	0.368078541106056	3.62565365672904e-13
varDE	0.074	0.195	0.005	0.001	0.087	0.195	0.008	0.001	0.564574529924994	1.06204849735841e-22	0.000277291504873182	1.17293210164574e-09
EE	0.311	0.239	0.56	0.176	0.302	0.239	0.506	0.239	0.44546860898634	0.00707609682614093	0.371652552929166	0.0010020260672625
varDE	0.395	0.313	0.243	0.053	0.376	0.301	0.221	0.048	0.950535863659027	3.76357645209725e-23	0.00390824156557789	0.0170298568581924
EE	0.582	0.654	0.534	0.872	0.609	0.714	0.547	0.868	0.439491454852341	2.94547630443497e-06	0.853764942547078	0.197430617787354
varDE	0.001	0.001	0.001	0.189	0.001	0.001	0.001	0.214	0.293265608738461	8.48286776647315e-26	7.92485208877999e-08	0.204909025204949
EE	0.376	0.33	0.158	0.154	0.308	0.282	0.144	0.123	0.312170106113207	0.0264060002226984	0.504653625078355	0.588107036889307
EE	0.496	0.27	0.86	0.868	0.503	0.257	0.833	0.876	0.750462457783707	0.403109139008338	0.800002763081213	0.973077151109083
EE	0.31	0.561	0.26	0.127	0.276	0.55	0.255	0.122	0.439802736630671	0.0599997110251446	0.417230693602469	0.642440453757711
EE	0.173	0.128	0.177	0.135	0.167	0.118	0.161	0.148	0.224789178219494	6.4219916885275e-07	0.277240606771152	1.80714945409021e-05
EE	0.638	0.702	0.448	0.093	0.657	0.708	0.363	0.044	0.662284356494671	0.111398793390266	0.742958826427751	0.0401478238750861
varDE	0.011	0.00600000000000001	0.005	0.09	0.01	0.006	0.002	0.121	0.113007984195285	6.78441244454084e-27	1.578189908346e-06	1.23090281632431e-20
varDE	0.212	0.561	0.403	0.327	0.281	0.587	0.481	0.319	0.0493016942309542	1.62292362704676e-55	0.188519227925723	2.67247794809555e-10
EE	0.879	0.822	0.96	0.776	0.858	0.8	0.929	0.752	0.692301926982433	0.00553902341826245	0.914229695907894	0.871794550563495
varDE	0.182	0.203	0.192	0.989	0.163	0.205	0.163	0.996	0.581042965549013	1.08786755440901e-15	0.000394468217537451	0.0301640695216379
EE	0.442	0.485	0.446	0.435	0.434	0.418	0.385	0.371	0.27974340990173	1.40667014720505e-23	0.623251650272159	7.1150946963452e-49
EE	0.171	0.238	0.206	0.299	0.159	0.255	0.227	0.469	0.150616727090922	2.82695648235852e-23	0.325059249125337	1.1760642481734e-14
EE	0.948	0.819	0.915	0.573	0.934	0.806	0.913	0.567	0.724971568718666	0.0997002958008823	0.728003011645353	0.556862091496219
EE	0.984	0.697	0.831	0.854	0.971	0.686	0.867	0.863	0.620409282041347	0.421996309821194	0.831600216198789	0.345694569566598
EE	0.495	0.544	0.571	0.581	0.522	0.573	0.573	0.521	0.58170394153001	0.321284783247146	0.800084320303645	0.580523244965073
EE	0.82	0.709	0.82	0.915	0.819	0.758	0.813	0.928	0.783317964660902	0.00607542578085477	0.868708127816995	0.000473115429458952
EE	0.199	0.267	0.255	0.285	0.232	0.286	0.279	0.327	0.256590121434476	8.89563829537389e-10	0.312336925993518	1.10111992837044e-15
EE	0.329	0.31	0.128	0.91	0.234	0.223	0.057	0.908	0.105347114248216	6.5355867050047e-06	0.0975089870987509	1.88572965571321e-10
EE	0.294	0.38	0.253	0.055	0.264	0.329	0.216	0.032	0.170618015840067	1.77810879169987e-07	0.208228259986538	0.000566971122099526
EE	0.069	0.05	0.158	0.217	0.067	0.065	0.156	0.257	0.255823403929348	0.0108724222517919	0.290770007346714	0.00247953753558791
EE	0.31	0.269	0.358	0.239	0.258	0.201	0.308	0.154	0.330293112053413	0.00133965935855944	0.435113325159093	2.21556854890613e-07
varDE	0.046	0.022	0.102	0.017	0.046	0.024	0.12	0.018	0.0308728164243236	3.14800420238902e-36	0.0127367568881679	2.2644616897403e-12
varDE	0.219	0.0679999999999999	0.264	0.00700000000000001	0.211	0.05	0.241	0.008	0.323488899636145	2.46067487356365e-20	0.000655506276571596	3.69118545416038e-06
EE	0.997	0.94	0.966	0.978	0.998	0.925	0.969	0.973	0.939889149043313	0.507245733738102	0.909218790866233	0.853966422518774
EE	0.56	0.707	0.534	0.516	0.537	0.705	0.507	0.518	0.71717670314007	0.107233733546884	0.844158995495425	0.0750751202168661
varDE	0.108	0.082	0.026	0.056	0.104	0.064	0.017	0.054	0.298714003957126	6.85881475702869e-20	0.000820867809222392	0.00129428567858472
varDE	NA	NA	0.379	0.25	NA	NA	0.396	0.312	0.874845077090614	9.62513803483863e-17	0.0240746231044783	4.7380324587061e-07
EE	0.453	0.901	0.417	0.329	0.443	0.928	0.376	0.254	0.338601520130615	0.012510973316496	0.324195129728367	0.0290558418531492
EE	0.645	0.622	0.617	0.719	0.726	0.634	0.649	0.734	0.720934289449188	0.0741140951623494	0.834820629673124	0.00686298437257361
EE	0.714	0.764	0.512	0.582	0.62	0.757	0.449	0.554	0.543851002752857	0.000212712979594898	0.832224693693339	0.215317105009892
meanDE	0.106	0.074	0.037	0.078	0.089	0.054	0.02	0.097	0.0110710036532153	3.7882867680603e-06	0.0172467496673133	0.014775397283029
EE	0.817	0.699	0.812	0.766	0.827	0.701	0.834	0.746	0.638415777305105	0.35298770817721	0.761706249180349	0.331411929008363
EE	0.957	0.799	0.275	0.203	0.951	0.826	0.224	0.215	0.106399980821257	0.00171694246970163	0.6681474216313	0.556503903414407
EE	0.968	0.961	0.991	0.782	0.974	0.967	0.992	0.83	0.842592430787803	0.57233496168178	0.929236026602832	3.43322919142988e-05
EE	0.841	0.865	0.832	0.376	0.897	0.952	0.882	0.378	0.874925241967443	0.450792717955965	0.88407674890388	0.220760395371477
EE	0.811	0.951	0.992	0.631	0.85	0.952	0.992	0.644	0.867677230085871	0.57902778674277	0.943432703366373	0.0307314375962845
EE	0.535	0.645	0.489	0.904	0.505	0.598	0.487	0.902	0.136065868716825	8.85598032756218e-12	0.49712000348647	0.426600018674059
EE	0.095	0.089	0.11	0.189	0.091	0.081	0.107	0.175	0.0982990979330023	5.27320154209702e-27	0.0913061244490632	1.18323450693555e-48
meanDE	NA	NA	0.078	0.542	NA	NA	0.066	0.502	0.0580192043916196	7.86868880321665e-06	0.934923533972322	9.36016024311628e-07
EE	0.418	0.778	0.329	0.528	0.471	0.87	0.323	0.516	0.135493299017738	0.000651494843198909	0.199946927620189	0.00961596738859021
EE	0.455	0.468	0.482	0.427	0.386	0.386	0.43	0.465	0.353748546944248	0.0105936509309021	0.245200137874736	0.582881462295918
varDE	0.678	0.288	0.603	0.824	0.666	0.307	0.574	0.743	0.530531634566701	9.6108384281883e-36	0.0412621724297436	0.661609595692445
EE	0.538	0.794	0.775	0.963	0.549	0.756	0.787	0.97	0.986224771216328	6.10090870998841e-05	0.814271770339589	0.00569826140729132
meanDE	0.00700000000000001	0.014	0.003	0.038	0.002	0.004	0.002	0.027	8.61619892359378e-05	6.97191309459245e-21	0.000155441179030155	3.54145474471914e-24
EE	0.211	0.29	0.222	0.07	0.202	0.28	0.186	0.033	0.491936603576942	0.527482987106295	0.568532565096691	0.574161351243958
varDE	0.004	0.00600000000000001	0.001	0.0669999999999999	0.004	0.001	0.002	0.064	0.487447744667012	1.23663572296877e-21	1.65852333886906e-06	4.97971701644655e-06
varDE	0.003	0.001	0.014	0.081	0.002	0.003	0.009	0.096	0.757517182167788	3.15225088649022e-23	4.2756718855548e-05	2.48499473122762e-07
EE	0.034	0.0620000000000001	0.099	0.14	0.033	0.061	0.093	0.119	0.0389234880483912	1.63979750980646e-09	0.0260676820468606	5.91382227869843e-13
varDE	0.035	0.001	0.056	0.146	0.048	0.001	0.061	0.155	0.436990679385814	5.60599999050633e-23	3.08901843148223e-05	0.0107775781118007
EE	0.581	0.697	0.536	0.726	0.63	0.771	0.571	0.784	0.422660029340998	0.00209764233151081	0.580199939576392	0.0042700625996748
EE	0.275	0.389	0.347	0.231	0.263	0.379	0.305	0.21	0.795524886694365	0.621619262156086	0.961849109105721	0.69641108383154
EE	0.993	0.894	0.663	0.863	0.995	0.895	0.645	0.95	0.658139221104646	0.387428266468624	0.871108690148771	0.883263713501206
EE	0.675	0.392	0.693	0.418	0.656	0.386	0.66	0.446	0.496822998680926	0.0842893786037377	0.789374526351975	0.782961082440198
EE	0.445	0.455	0.27	0.529	0.504	0.491	0.268	0.527	0.9216678536631	0.71813415039426	0.969459388702948	0.160913429146487
varDE	0.207	0.203	0.15	0.133	0.188	0.21	0.117	0.122	0.945421935102278	2.82568000647434e-14	0.0150403465358668	3.70714870643542e-07
EE	0.349	0.419	0.474	0.55	0.338	0.398	0.427	0.467	0.355776844331624	0.000250029374084454	0.462425980803024	0.0699327851497819
EE	0.575	0.655	0.686	0.513	0.573	0.622	0.637	0.483	0.416761362704103	3.27277834925914e-05	0.587765261252113	6.90712101261322e-06
meanDE	0.935	0.934	0.84	0.526	0.991	0.993	0.941	0.491	0.83793766808232	0.230159134172259	0.876515389191834	2.85132305691059e-07
EE	0.606	0.725	0.631	0.954	0.651	0.757	0.653	0.938	0.757600024904905	0.00177338138567936	0.591279450327337	0.690433772339686
EE	0.818	0.815	0.956	0.899	0.791	0.806	0.94	0.888	0.928309521107013	0.796457188298203	0.990115590160108	0.00156206656183653
EE	0.092	0.218	0.166	0.855	0.108	0.259	0.194	0.898	0.0912600521740933	5.70803627264141e-05	0.152975809085093	0.0636811302599665
varDE	0.069	0.077	0.048	0.072	0.071	0.068	0.051	0.075	0.048875503980479	3.53174609162972e-76	0.00171450324971817	2.4123603764868e-72
EE	0.718	0.838	0.294	0.293	0.755	0.873	0.237	0.338	0.343904359840448	0.134059270706037	0.847724013473759	0.000475753625623678
EE	0.004	0.004	0.00600000000000001	0.304	0.004	0.002	0.006	0.227	0.0019621475966541	4.50301836134601e-19	0.00179957998062064	3.06442810324743e-14
EE	0.693	0.757	0.685	0.825	0.596	0.655	0.6	0.799	0.789569016841537	0.0310231794230957	0.78925308279322	0.382437054183494
meanDE	0.001	0.00700000000000001	0.001	0.003	0.001	0.001	0.001	0.001	5.22218766249836e-12	1.43190222452706e-47	2.66906332347949e-09	1.19256673090462e-69
EE	0.985	0.939	0.862	0.647	0.988	0.951	0.87	0.679	0.816252302128124	0.536328281510928	0.916730188967922	0.540921852098115
meanDE	0.206	0.108	0.014	0.088	0.25	0.141	0.027	0.076	0.0132295466230543	2.20971811327849e-16	0.016517881060777	2.33591850549118e-13
EE	0.238	0.174	0.242	0.184	0.23	0.165	0.205	0.16	0.306955475154484	2.84248452299452e-11	0.436735993391284	1.69165754685977e-19
varDE	0.276	0.095	0.178	0.025	0.267	0.068	0.178	0.022	0.652978054780428	1.28042890564951e-22	0.00289022246600125	1.24988949370151e-06
EE	0.742	0.632	0.792	0.743	0.76	0.639	0.741	0.734	0.934285891315528	0.991277430231389	0.998439501074727	0.0582934592175896
EE	0.943	0.817	0.935	0.727	0.91	0.798	0.892	0.661	0.831420023910648	0.893910931610813	0.962190926816425	0.12773995738049
EE	0.929	0.776	0.664	0.785	0.937	0.795	0.749	0.809	0.497884498481359	0.124018336154768	0.74081545658974	0.846345374745765
EE	0.738	0.617	0.83	0.74	0.816	0.656	0.827	0.767	0.364330367926821	0.414872754779276	0.786748034960595	0.969651201514479
EE	0.834	0.9	0.845	0.823	0.885	0.929	0.864	0.962	0.825366396452182	0.287093060035376	0.968224140716855	0.00291582175651097
varDE	0.0580000000000001	0.026	0.028	0.017	0.074	0.033	0.031	0.018	0.134937959079637	3.95584718029248e-35	0.000441898960976569	8.67808293540143e-27
varDE	0.141	0.012	0.019	0.281	0.159	0.021	0.03	0.263	0.913488085878371	1.65490936328613e-14	0.00064464560508246	0.000127742197486191
varDE	0.112	0.0659999999999999	0.102	0.097	0.113	0.045	0.075	0.091	0.456571206614012	3.42565462896577e-23	0.00325680899388068	2.15954832478147e-17
EE	0.485	0.443	0.571	0.774	0.46	0.443	0.547	0.768	0.613491690037475	0.0951639246116023	0.780124861257148	0.00836208839170809
EE	0.74	0.494	0.811	0.782	0.749	0.47	0.818	0.781	0.460785613643705	1.63475525807855e-07	0.697748696885508	8.47760838841833e-08
meanDE	0.096	0.144	0.091	0.123	0.087	0.127	0.098	0.133	0.0460369676051732	1.68799323970284e-64	0.0112291777576588	1.1294793812064e-58
EE	0.085	0.071	0.078	0.087	0.102	0.085	0.086	0.101	0.0715173534623893	9.24805930763514e-43	0.0749090803841968	4.49547953201013e-23
meanDE	0.459	0.318	0.478	0.598	0.411	0.284	0.428	0.584	0.126021744506315	3.12534378856825e-09	0.169413463555573	2.30900840601255e-14
EE	0.928	0.699	0.651	0.474	0.938	0.762	0.617	0.514	0.708457610820731	0.0444599858260348	0.819158365671156	6.39403245758259e-06
EE	0.82	0.489	0.529	0.868	0.796	0.451	0.423	0.878	0.537835693685799	0.221549814175001	0.682268024825696	0.153289504902052
meanDE	0.054	0.092	0.094	0.076	0.077	0.126	0.115	0.085	0.154511800132965	2.39236239663555e-06	0.226912445195644	2.41094241240609e-06
meanDE	0.204	0.146	0.204	0.246	0.205	0.118	0.23	0.225	0.0531447304742289	1.21433893019437e-32	0.0754730726690721	1.47486130160427e-23
meanDE	0.018	0.011	0.015	0.014	0.024	0.016	0.024	0.018	0.00669585687770107	4.82383577656597e-131	0.00247613849048462	9.12862531654266e-138
EE	0.209	0.164	0.259	0.175	0.174	0.173	0.221	0.163	0.290404550093209	0.000416466792062454	0.225150134425598	0.0335794843810799
EE	0.434	0.393	0.414	0.577	0.363	0.329	0.353	0.543	0.251170546492979	1.52219425853897e-12	0.334764545643418	7.29793209499073e-31
EE	0.011	0.024	0.012	0.212	0.013	0.019	0.013	0.23	0.00887568698824194	1.69862771537811e-20	0.00575556928154013	4.70856096494075e-11
meanDE	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	1.76380886747111e-10	5.26466963389166e-44	1.03343460512527e-08	2.08814211070963e-58
EE	0.217	0.152	0.128	0.121	0.191	0.141	0.111	0.11	0.179764093567358	2.07754679477636e-32	0.146053269665784	5.99029974190305e-51
EE	0.26	0.271	0.232	0.324	0.136	0.171	0.129	0.251	0.240855149188292	0.00709359261267943	0.424457646686536	5.30468421719136e-06
EE	0.824	0.729	0.773	0.901	0.817	0.784	0.823	0.909	0.707958845646693	0.573897249851165	0.808048358010569	0.515842765220981
meanDE	0.049	0.03	0.045	0.102	0.036	0.026	0.046	0.128	0.0215937855142137	5.73112974984875e-11	0.0340621252548376	9.62471714393522e-07
EE	0.369	0.473	0.424	0.775	0.352	0.472	0.423	0.773	0.33114542969331	0.00562281893673217	0.529066959558358	0.621098328450706
EE	0.873	0.802	0.831	0.83	0.96	0.882	0.86	0.858	0.743353009746685	0.442475857630626	0.920314555907564	0.0321496763397972
EE	0.588	0.53	0.667	0.047	0.602	0.579	0.703	0.023	0.667712220828956	0.0494249280728989	0.489491537605563	0.0893999811064551
EE	0.036	0.026	0.023	0.468	0.039	0.036	0.029	0.474	0.0231197969408284	9.17564475025578e-23	0.0191674834470113	6.34110570042677e-16
EE	0.61	0.558	0.547	0.52	0.608	0.582	0.547	0.527	0.527145234532804	0.000106109791732964	0.504398044648145	0.596209801597642
EE	0.908	0.768	0.941	0.193	0.936	0.69	0.961	0.177	0.828915432900247	0.242351662726323	0.761054206085896	0.952321202812917
varDE	0.497	0.872	0.389	0.326	0.523	0.874	0.401	0.318	0.255925468617678	1.13689927180992e-21	0.0813651344632426	7.84746393685574e-09
EE	0.13	0.123	0.45	0.806	0.127	0.12	0.399	0.772	0.651019993291393	0.0344005206965403	0.518176350135902	0.0120933342100316
EE	0.572	0.644	0.46	0.826	0.532	0.623	0.471	0.856	0.253430733575275	0.0123281137311166	0.410540031565545	0.000513664866496887
EE	0.873	0.817	0.907	0.858	0.884	0.838	0.924	0.874	0.865096968404388	0.341293320001914	0.866861305333481	0.812274240725582
EE	0.173	0.303	0.142	0.748	0.164	0.332	0.148	0.769	0.218185313129254	0.0854369347014551	0.679880116154716	0.504673890057383
EE	0.191	0.2	0.272	0.0600000000000001	0.16	0.157	0.254	0.055	0.23355061353875	4.23993554629056e-08	0.492428021401496	9.19886283027733e-12
meanDE	0.075	0.024	0.123	0.326	0.065	0.032	0.107	0.333	0.168780774918267	1.2360142528981e-17	0.200221955395369	2.90561448193766e-11
EE	0.379	0.496	0.197	0.047	0.342	0.485	0.206	0.035	0.140280374550308	4.07016492740329e-08	0.233457477378977	5.59883164253675e-06
meanDE	0.0570000000000001	0.109	0.041	0.138	0.075	0.1	0.056	0.13	0.0260989611322813	2.3342599984677e-12	0.022009182139623	1.35286471801582e-09
EE	0.372	0.467	0.42	0.608	0.313	0.423	0.391	0.714	0.279989175436787	1.84168739706036e-07	0.468546728840724	0.708200885855961
EE	0.074	0.158	0.152	0.046	0.076	0.138	0.137	0.039	0.196532578160199	0.0220641539356177	0.724896751032408	0.107161156601328
meanDE	0.026	0.032	0.00900000000000001	0.215	0.037	0.032	0.004	0.222	0.00215946033065589	6.33608738621253e-08	0.574805844888249	3.77848362820168e-11
varDE	0.001	0.001	0.002	0.052	0.001	0.001	0.002	0.059	0.0172076327150392	3.43774088283112e-30	6.1431949213636e-06	2.1761179913326e-14
EE	0.109	0.152	0.194	0.246	0.117	0.13	0.188	0.194	0.133876674522152	1.56159785027292e-12	0.169245273025441	9.18554858761385e-05
EE	0.055	0.083	0.087	0.0600000000000001	0.052	0.076	0.078	0.056	0.090856405655026	7.46023380000689e-14	0.137938238528794	0.000620195219116633
meanDE	0.001	0.002	0.003	0.001	0.001	0.001	0.001	0.001	4.40723063418073e-06	1.09770250846998e-230	3.92168391531184e-06	3.25787962214439e-204
EE	0.477	0.575	0.917	0.382	0.499	0.604	0.951	0.461	0.856906263565121	0.18616721423636	0.947108540204726	0.69551001506861
EE	0.333	0.46	0.396	0.219	0.303	0.436	0.363	0.198	0.761044854545174	0.757528699786756	0.761894940744716	0.0179207302864614
EE	0.529	0.886	0.766	0.715	0.612	0.912	0.813	0.72	0.609765967383597	0.0561541525282864	0.659246637283274	0.00304230590047295
EE	0.436	0.321	0.467	0.604	0.458	0.346	0.448	0.554	0.485650000950931	0.00154849488016739	0.469150719361629	0.00207692030098478
EE	0.348	0.316	0.507	0.832	0.237	0.161	0.469	0.817	0.546093349869675	0.0383074060608161	0.730809456895155	8.41703538566838e-09
EE	0.195	0.158	0.557	0.667	0.198	0.159	0.561	0.665	0.531125981867869	0.219292948092275	0.727225709002007	0.0463228746332334
meanDE	0.005	0.00900000000000001	0.002	0.005	0.002	0.004	0.002	0.003	0.00041902831299701	2.73009082696372e-78	0.000254680849125564	3.28944121733435e-84
varDE	0.016	0.023	0.002	0.005	0.023	0.027	0.005	0.002	0.0249552108162696	8.96870405588425e-46	4.81551927565699e-05	7.48040998483058e-36
EE	0.515	0.512	0.484	0.855	0.457	0.426	0.428	0.818	0.159699793988603	1.55838645579897e-32	0.491545770108006	8.27611667567908e-64
EE	0.778	0.675	0.78	0.647	0.754	0.661	0.747	0.662	0.919982724558202	0.149737549291006	0.820303808000416	0.0454498249861014
EE	0.09	0.107	0.091	0.014	0.09	0.116	0.079	0.009	0.0137343407518337	6.20164636751531e-29	0.0127556009428554	1.67907116482021e-11
EE	0.852	0.939	0.658	0.979	0.89	0.963	0.67	0.98	0.38558932595965	0.0545020321031749	0.595364587368646	0.157842673921286
varDE	0.09	0.00600000000000001	0.03	0.037	0.098	0.007	0.024	0.031	0.621051029075997	3.12193326259953e-15	0.000112306371001904	4.39708106174096e-06
varDE	0.031	0.026	0.145	0.053	0.041	0.029	0.17	0.072	0.0107035070133988	4.63718024842291e-24	0.000167634334703379	0.0777501994940357
varDE	0.108	0.002	0.178	0.005	0.088	0.002	0.149	0.004	0.175802529742983	5.34366853230556e-22	0.00029983191338431	0.00301433243675436
EE	0.836	0.799	0.951	0.913	0.849	0.811	0.953	0.91	0.702656309286764	0.298307207858866	0.78473422829313	0.000128996456009315
EE	0.674	0.952	0.669	0.929	0.69	0.952	0.689	0.917	0.58196855964205	0.00137853365438482	0.527727076782662	0.0233507189269576
varDE	0.431	0.483	0.378	0.512	0.457	0.54	0.381	0.513	0.349678900219705	1.44706229461224e-18	0.298202181783094	9.31290734770516e-23
EE	0.22	0.245	0.171	0.666	0.254	0.319	0.179	0.619	0.152856322734853	5.19171388982471e-10	0.294788042384319	2.21427757242784e-06
varDE	0.224	0.0610000000000001	0.188	0.176	0.255	0.062	0.201	0.134	0.993831750891767	3.80255788104267e-24	0.00151264250726152	1.43479798981083e-10
EE	0.027	0.029	0.012	0.793	0.019	0.024	0.015	0.824	0.0128395064704605	5.30796624274216e-08	0.0119202282978126	1.87983706343365e-11
EE	0.598	0.783	0.93	0.985	0.56	0.793	0.896	0.995	0.995329262196967	0.0197232692799055	0.670960259077175	0.278846219217904
EE	0.8	0.684	0.32	0.256	0.802	0.657	0.303	0.189	0.771554528323774	0.235067011764989	0.82044206029225	0.0552849641479587
meanDE	0.812	0.554	0.795	0.173	0.785	0.551	0.742	0.161	0.578785966554077	0.0314252905040185	0.511877588794545	5.87396735771124e-06
EE	0.567	0.386	0.769	0.383	0.595	0.429	0.724	0.423	0.390948425361623	4.93392008166098e-07	0.323607471008453	0.26149405171495
EE	0.404	0.338	0.58	0.926	0.402	0.315	0.538	0.923	0.664002075450489	0.0763121121296771	0.752837069693445	1.0527275558864e-05
EE	0.462	0.471	0.673	0.628	0.467	0.49	0.656	0.563	0.887434009231244	0.489721365001607	0.615085887563924	0.961787717836615
EE	0.883	0.607	0.861	0.533	0.879	0.578	0.902	0.569	0.480131095217528	0.584925277289434	0.824107940596528	0.948405455333045
EE	0.221	0.325	0.268	0.956	0.157	0.265	0.214	0.947	0.164339072792544	1.86242699597185e-06	0.35155104928775	5.97736627957062e-12
EE	0.238	0.402	0.298	0.291	0.281	0.423	0.337	0.309	0.245282580429416	8.4135922869067e-17	0.140653963613101	1.2600924671203e-08
EE	0.367	0.253	0.859	0.668	0.392	0.216	0.872	0.665	0.925569795231305	0.629907009791786	0.910104783547953	0.456738387280254
meanDE	0.031	0.035	0.024	0.035	0.002	0.006	0.003	0.007	0.000115199202822684	8.49190057706845e-78	0.000307495936240067	1.67142763885911e-128
EE	0.865	0.933	0.97	0.776	0.717	0.833	0.929	0.728	0.948576968832921	0.986574303235928	0.993274351244606	0.00284519729231398
EE	0.736	0.986	0.806	0.949	0.711	0.991	0.781	0.959	0.594327337676772	0.0743692184570763	0.864083681224819	0.34654595043697
EE	0.138	0.273	0.131	0.178	0.111	0.234	0.119	0.166	0.252955439311813	0.00178666219832836	0.405338094243041	9.43933817504372e-07
meanDE	0.003	0.001	0.001	0.00600000000000001	0.001	0.001	0.001	0.005	0.000418093092404313	2.13550135158848e-16	0.304164101747282	1.29504685148724e-16
EE	0.978	0.822	0.844	0.285	0.973	0.791	0.846	0.281	0.768511219084599	0.147622870579079	0.729156612849844	0.830720521390412
EE	0.254	0.142	0.193	0.074	0.201	0.112	0.184	0.065	0.0871444117383158	4.01668563247325e-19	0.053953566882789	6.78803478812856e-24
EE	0.503	0.399	0.489	0.975	0.505	0.388	0.483	0.962	0.204393018872138	8.7004580510855e-07	0.625692272059361	0.049854221903874
EE	0.997	0.93	0.923	0.898	0.994	0.961	0.966	0.958	0.907479556576794	0.396127923820936	0.975095089105842	0.00136321700227054
meanDE	0.134	0.14	0.105	0.562	0.152	0.164	0.117	0.466	0.127087674602133	0.0454439569155814	0.226358122924521	0.0769453019098597
meanDE	0.014	0.016	0.00800000000000001	0.479	0.022	0.022	0.019	0.473	0.00471499190133657	9.43219303922605e-15	0.0089768547910335	1.128289775206e-11
EE	0.507	0.419	0.713	0.656	0.512	0.419	0.744	0.71	0.585221517757462	0.0827336018724641	0.775095858647709	0.000872001955889803
EE	0.383	0.437	0.462	0.512	0.388	0.423	0.465	0.478	0.655868803730523	0.111438752623992	0.777642454528709	0.916825076242702
EE	0.445	0.295	0.648	0.267	0.342	0.156	0.6	0.263	0.603527957507181	0.161985767826616	0.278733705712051	0.00429018228567745
varDE	0.005	0.00700000000000001	0.00700000000000001	0.263	0.008	0.002	0.001	0.265	0.582128920519563	3.650730490379e-19	0.00428093010860401	1.58180505280492e-09
EE	0.982	0.793	0.945	0.77	0.986	0.809	0.942	0.8	0.967018072205582	2.87450168599266e-10	0.80465978850478	0.587250236799083
varDE	0.102	0.005	0.069	0.213	0.122	0.022	0.088	0.059	0.546508511881334	3.49616399706605e-31	0.0210655772259296	1.34416352658546e-20
EE	0.542	0.754	0.65	0.395	0.569	0.791	0.598	0.452	0.418345801795741	0.043862739082649	0.781830148775269	0.700262181382312
meanDE	0.426	0.34	0.035	0.707	0.444	0.346	0.042	0.717	0.0446395372144356	0.000786960247509517	0.657399133678337	0.00234882280996762
varDE	0.035	0.0620000000000001	0.045	0.117	0.04	0.055	0.041	0.105	0.270059085623237	1.38645004038522e-24	0.000107248528551868	2.56129340108694e-20
meanDE	0.115	0.0659999999999999	0.186	0.074	0.111	0.081	0.193	0.082	0.0662007998090119	2.08951121925504e-09	0.0799770085825649	1.40508854550783e-11
EE	0.888	0.738	0.546	0.785	0.874	0.708	0.518	0.787	0.388781560582072	0.0066444587443682	0.644651668661842	2.60594187533547e-06
varDE	0.306	0.208	0.296	0.129	0.176	0.075	0.208	0.041	0.193405435274827	4.91655022222228e-09	0.453013184021043	2.63180564423004e-24
EE	0.401	0.345	0.285	0.327	0.407	0.364	0.291	0.333	0.27816991416305	9.38073432285054e-38	0.208433327652838	2.82305799218431e-63
EE	0.509	0.284	0.79	0.794	0.46	0.318	0.741	0.782	0.743571360440716	0.0457888434380054	0.695311006464793	0.465667818367799
EE	0.664	0.773	0.818	0.982	0.731	0.759	0.819	0.998	0.386329252725203	7.94723414355263e-14	0.843044352278733	0.20827351955712
EE	0.097	0.037	0.03	0.032	0.077	0.045	0.04	0.028	0.124291665964271	9.72923800335145e-20	0.0482706433654155	5.59946574003833e-11
EE	0.069	0.0679999999999999	0.315	0.5	0.069	0.07	0.364	0.568	0.469215069729626	0.138527529669053	0.653594392958821	0.477498072610166
