gene	DDcategory	Clusters.combined	Clusters.c1	Clusters.c2	nonzero.pvalue	nonzero.pvalue.adj	zero.pvalue	zero.pvalue.adj	combined.pvalue	combined.pvalue.adj
gene3461	NS	1	1	1	9.84241941871522e-05	0.000120580942342606	0.74518265979426	0.801820094766613	0.000771604566637229	0.000836994784148859
gene3462	DB	1	1	3	0.000206700191212161	0.000242428020773683	0.000283243550086802	0.000725942056118016	1.03354732274253e-06	1.49491567201957e-06
gene3463	DB	1	1	2	9.18945869066157e-07	1.52871011697427e-06	0.00019699129503998	0.000517285019842803	4.24183279396586e-09	8.1652219325618e-09
gene3464	DB	1	1	2	8.70969962818435e-13	3.87097761252638e-12	1.04917768913227e-14	8.59874214689451e-14	5.57029669608155e-25	2.86943809199307e-24
gene3465	DB	1	1	2	2.62978527842961e-12	1.09006643665476e-11	0.770219027096173	0.822178871193545	5.6562788765709e-11	1.31771202715688e-10
gene3466	DB	1	1	2	0	0	4.13098505210329e-55	6.88411446495296e-53	0	0
gene3467	DB	1	1	3	9.68043859628231e-06	1.37019654582906e-05	8.07443748985251e-05	0.000224184052347554	1.71723593207292e-08	3.0754169367771e-08
gene3468	DB	1	1	2	8.82531199342118e-07	1.47303350609993e-06	0.41507447378568	0.506820442041162	5.79503724607825e-06	7.65811655403769e-06
gene3469	DB	1	1	2	0	0	5.76218143657248e-05	0.00016367787397423	0	0
gene3470	DE	1	1	1	0	0	8.9630766491035e-17	8.98441730779184e-16	0	0
gene3471	DB	1	1	2	1.11022302462516e-16	8.13350201190591e-16	0.0183566246613678	0.0336699474125846	8.50548244088543e-17	3.12557921575946e-16
gene3472	DB	1	1	2	0.000334745674678394	0.000383004204437522	0.00330460246167578	0.00707914169548596	1.62772871523687e-05	2.05229782850984e-05
gene3473	DZ	1	1	1	0.00167145372561717	0.00178169617654062	4.30005575382578e-05	0.000124533475651167	1.25407362129023e-06	1.79602380421085e-06
gene3474	DB	1	1	2	0.000567183454695086	0.000631343764792081	0.0326095219335152	0.0566189637391336	0.000220060032475706	0.000248901492974077
gene3475	DZ	1	1	1	6.55651311021188e-10	1.85485981438363e-09	1.37038614296825e-08	6.01961491356564e-08	3.61653234173978e-16	1.26784657028564e-15
gene3476	DB	1	1	2	6.72325228823212e-09	1.60843356177802e-08	0.301538907582915	0.389210784576616	4.26073174462889e-08	7.29577353532344e-08
gene3477	DM	1	1	3	2.88657986402541e-15	1.78874042697159e-14	0.00103909894147182	0.00244679200260027	1.24021247240328e-16	4.50781452940764e-16
gene3478	DB	1	1	2	0.000260116819714273	0.000301672159715017	0.0273725798542418	0.048312724239647	9.15113431113075e-05	0.000107407679708107
gene3479	DB	1	1	2	0.000689907376896115	0.00076253923945412	0.633500880675349	0.707931481492333	0.00381788769684528	0.00398215144390642
gene3480	DE	1	1	1	0.00179956934816894	0.00191443547677547	0.0816208340125625	0.126454590599746	0.00144324815361258	0.00154008072947854
gene3481	DZ	1	1	1	0	0	0.00143655046513512	0.0033020020605218	0	0
gene3482	DB	1	1	2	1.65423230669148e-14	9.23507219367192e-14	1.11689942218577e-09	5.50127985102463e-09	9.85618558941811e-22	4.5446388884925e-21
gene3483	DB	1	1	2	1.1323712032163e-05	1.58686722232378e-05	0.00441213107960383	0.00922683307339897	8.89918286456672e-07	1.29772991098312e-06
gene3484	DZ	1	2	2	0	0	1.56205170580721e-14	1.24326881539819e-13	0	0
gene3485	DM	1	1	3	8.464917655715e-11	2.77765960810993e-10	4.87587023074384e-08	2.00731271105095e-07	1.69341975393341e-16	6.08050180945569e-16
gene3486	NS	1	1	1	1.39022220957408e-07	2.66326093788137e-07	0.141318885694432	0.203787590890529	3.68280230693409e-07	5.62581983110039e-07
gene3487	DE	1	1	1	1.39611562486319e-05	1.92767086622464e-05	1.86895255214071e-14	1.46854140123512e-13	1.14260219229134e-17	4.37988382287049e-17
gene3488	DB	1	1	2	3.6717657772023e-06	5.56749928309673e-06	1.81653465952956e-07	7.00938771904338e-07	1.93666939267994e-11	4.73802909524144e-11
gene3489	DE	1	1	1	4.37552613017367e-05	5.64766199441584e-05	6.70452562703639e-05	0.000188637004891537	6.05698035871134e-08	1.02076770317444e-07
gene3490	DE	1	1	1	1.64887784537271e-07	3.11992023722367e-07	1.77559983454287e-07	6.86136380507655e-07	9.41620835394998e-13	2.60296015313061e-12
gene3491	DB	1	1	2	0.000274227832608553	0.000317118048694482	0.000146369905049827	0.000391969491293461	7.23737915523125e-07	1.06864217869786e-06
gene3492	NS	1	1	1	0.00596649676023087	0.00615102758786687	0.590932528495806	0.67038282448418	0.0234382601815338	0.0237831153541692
gene3493	DE	1	1	1	0	0	6.27894796426313e-19	7.42977881155929e-18	0	0
gene3494	DB	1	1	2	7.8079138510212e-07	1.31640275675805e-06	0.00276910321257248	0.00604202307620492	4.53005601018434e-08	7.73212035021863e-08
gene3495	DE	1	1	1	7.68218821889377e-12	2.96180750607953e-11	1.41373795289676e-36	7.58959052699406e-35	1.1853145164335e-45	8.55051048824887e-45
gene3496	DB	1	1	3	1.14571124276708e-05	1.60323420362719e-05	0.847943145852107	0.884315153020991	0.000121843739136668	0.000141288579952652
gene3497	NS	1	1	1	0.000792477277747561	0.000871093462761815	0.0210435005201676	0.0380228056609037	0.000200143137833735	0.000227209465399444
gene3498	DZ	1	2	2	0	0	4.39359283250353e-13	3.0507247454163e-12	0	0
gene3499	DB	1	1	2	0.000111180370853781	0.000135030054171891	0.0491392155479521	0.0806846961097131	7.1664802261956e-05	8.49486469248256e-05
gene3500	NS	1	1	1	0.0835640570669105	0.0839312563132811	0.405453199304406	0.497045232373325	0.148565891000173	0.149068998871364
gene3501	DB	1	3	1	0.00015701451704786	0.000186616570551609	0.472682603766857	0.561393934303057	0.000779920431071871	0.000845671380939952
gene3502	NS	1	1	1	1.44398496604303e-07	2.75635402728329e-07	0.0435469541629285	0.0726971414795396	1.25036674359433e-07	2.0285812104552e-07
gene3503	DB	1	1	2	2.27550350581085e-05	3.05231858593005e-05	4.72170132203483e-07	1.74936956345329e-06	2.82107963189254e-10	6.14112572928989e-10
gene3504	NS	1	1	1	1.40858818253875e-06	2.28065279504351e-06	0.103840064394683	0.155779571472818	2.44820645903234e-06	3.38793490265676e-06
gene3505	DE	1	1	1	3.57836205111539e-10	1.06578169802394e-09	6.38959832578131e-25	1.33099992208137e-23	1.79395329384542e-32	1.11998912256464e-31
gene3506	DB	1	1	2	2.2230650653654e-10	6.8481018571133e-10	0.568868376300844	0.65042569211413	3.00869347794341e-09	5.89217816977902e-09
gene3507	DB	1	1	2	0.00130883192447406	0.00140715702134021	0.0677147750185586	0.107342545654667	0.000915614515536503	0.000987584754522317
gene3508	DB	1	1	2	2.97548593541919e-08	6.37319611334765e-08	0.0665515251592061	0.105624136854859	4.16641692994318e-08	7.14651274432793e-08
gene3509	DB	1	1	2	7.79612715939848e-07	1.31496979285659e-06	0.040664004504818	0.0687241436792815	5.79099843665987e-07	8.62879260444756e-07
gene3510	NS	1	3	1	0.156684468256611	0.157018131786658	0.341246011298929	0.431766346785848	0.210058084067829	0.210347311621309
gene3511	DB	1	1	2	1.17260236677241e-05	1.63742693911316e-05	3.52032586929182e-07	1.32264380594013e-06	1.12334696873414e-10	2.54871688878989e-10
gene3512	DE	1	1	1	7.56172902072194e-13	3.39281167502947e-12	1.24408914320924e-14	1.00621527366337e-13	5.73180791915663e-25	2.9507376675195e-24
gene3513	DB	1	1	2	7.27969911018533e-07	1.23433206336897e-06	0.428367743214114	0.519247397782951	4.98342750466653e-06	6.63903747499288e-06
gene3514	DZ	1	1	1	3.63753620558072e-08	7.63787129780728e-08	0.00310790228344691	0.00671531884529764	2.70228025779467e-09	5.32206845454391e-09
gene3515	DZ	1	1	1	3.35800121042951e-08	7.11440934413031e-08	2.13398863572708e-07	8.18301778388348e-07	2.40556455903547e-13	6.98784185631217e-13
gene3516	DE	1	1	1	3.08364557682905e-05	4.06813400637078e-05	0.360835167416109	0.453159597582898	0.000138041679743984	0.00015926354744042
gene3517	DB	1	1	2	4.4260165732446e-07	7.77687954885938e-07	0.830954799692312	0.871941157384075	5.81675711012712e-06	7.68522822147267e-06
gene3518	DB	1	1	2	0	0	6.03625733843812e-12	3.74875950700051e-11	0	0
gene3519	DZ	1	1	1	8.4390081752872e-05	0.000104604997524477	0.00222286947477044	0.00493224214388037	3.093143982498e-06	4.22200168230404e-06
gene3520	DE	1	1	1	0	0	3.96475352678399e-15	3.37742954853516e-14	0	0
gene3521	DZ	2	1	1	6.1751270763466e-11	2.07393016837837e-10	8.93584829458899e-30	2.74291104878961e-28	5.04319741067316e-38	3.42783171498601e-37
gene3522	DB	1	1	2	0.00416547755947494	0.00433058095851846	0.346441292876105	0.437302177957388	0.0108823188648614	0.0111613526819091
gene3523	DB	1	1	2	2.69562150378988e-13	1.28592558320328e-12	0.612036813562264	0.688562935539318	5.02088612020009e-12	1.29654903039383e-11
gene3524	DB	1	1	2	4.77331507653389e-09	1.1731649957687e-08	0.852591090410082	0.888382775681062	8.26947967583329e-08	1.3722430492982e-07
gene3525	DB	1	1	2	0	0	2.63346244911095e-18	2.98795264261539e-17	0	0
gene3526	DB	1	1	2	3.72766120071422e-06	5.64369598896929e-06	1.59944408232023e-15	1.42313161451385e-14	2.83614313703606e-19	1.17621280955358e-18
gene3527	DZ	1	1	1	0.000955910509210733	0.00103945685383796	0.00772477869677596	0.0153784232940545	9.46371137420917e-05	0.000110816292438046
gene3528	DB	1	1	2	1.47619694246259e-11	5.48772097569737e-11	3.38486226163532e-20	4.53526184770869e-19	3.53624882610347e-29	2.04112486355178e-28
gene3529	DB	1	1	2	0	0	2.7332790006149e-15	2.36617951579206e-14	0	0
gene3530	DB	1	1	2	2.40126789563533e-08	5.22440662634828e-08	0.00324138937410095	0.00696611327335665	1.88954294374961e-09	3.79521555360203e-09
gene3531	DB	1	1	3	3.50934836745864e-11	1.22543810299734e-10	1.29576035590752e-11	7.83710238803895e-11	2.28011001746757e-20	9.90813695803396e-20
gene3532	DB	1	1	2	1.41021418764709e-07	2.69574994054401e-07	3.5679659797892e-09	1.66803973537895e-08	1.8227271476992e-14	5.77269088740839e-14
gene3533	DB	1	1	2	1.37294554614087e-08	3.11502109164122e-08	0.329252339153009	0.419444093149374	9.13794363242418e-08	1.5097800301403e-07
gene3534	DB	1	1	2	0.000206667653689152	0.000242425400221879	0.0100429642145863	0.0195601827982654	2.92347885461684e-05	3.59260074300072e-05
gene3535	NS	1	1	1	6.59186753552143e-05	8.29194788274493e-05	0.438682147543987	0.528625865954256	0.000331134523183029	0.000369054915779358
gene3536	DB	1	1	2	1.28457833370454e-07	2.47629558304491e-07	0.293473668798093	0.380284444632423	6.82111700057053e-07	1.00848153769293e-06
gene3537	DB	1	2	1	0.000199128444810182	0.000233890406472097	0.0417704047767198	0.0703265560532481	0.000105610591067403	0.000123089266978325
gene3538	DB	1	1	3	0	0	1.45820987847126e-09	7.09934316365892e-09	0	0
gene3539	DB	3	3	1	1.74312786427322e-11	6.390936257647e-11	1.80544201473491e-25	3.92438333583276e-24	2.60413099164207e-34	1.68279870219197e-33
gene3540	NS	1	1	2	0.113247352217694	0.113616606187804	0.277867011040256	0.363060800606176	0.140307992437276	0.140818459352428
gene3541	DB	1	1	2	5.06275545579804e-05	6.48368665241518e-05	2.74681923405726e-11	1.60730117433972e-10	4.89633142588402e-14	1.50309483526754e-13
gene3542	DB	1	1	2	2.1932340878994e-06	3.44915917106255e-06	0.497860671757663	0.585559110923326	1.60814000357381e-05	2.02919874267989e-05
gene3543	DB	1	1	2	1.34274258378753e-10	4.2677555305126e-10	0.237636757168439	0.318234685931817	8.03077856145355e-10	1.67482347475569e-09
gene3544	DB	1	1	2	4.44089209850063e-16	3.07062547865212e-15	0.000157187452517721	0.000419533677907658	3.14881561565697e-18	1.24459115243358e-17
gene3545	DZ	1	1	1	1.61588110669797e-08	3.62102208783859e-08	1.72249611212152e-20	2.39205666681597e-19	1.79383297038362e-26	9.68984724042469e-26
gene3546	DB	1	1	2	0	0	6.32978279069303e-20	8.19286934348763e-19	0	0
gene3547	NS	1	1	1	0.00382412793740394	0.00398398534955483	0.27472972953054	0.35972550442213	0.00825603978438221	0.00851028453486118
gene3548	DE	2	1	1	1.36776812112993e-05	1.89114154321456e-05	1.40885803852669e-18	1.62853402459176e-17	1.0271536567009e-21	4.72798000782923e-21
gene3549	DB	1	1	2	0.0122134831377182	0.0124373555373912	0.0346726464408369	0.0598440115114276	0.0037126026782	0.00387587386475271
gene3550	DE	1	1	1	0	0	2.09835464796746e-07	8.05409732681944e-07	0	0
gene3551	DE	1	1	1	2.09354675817508e-08	4.60246608007712e-08	7.16541020701918e-08	2.89621608114939e-07	5.27037943279982e-14	1.61235317255826e-13
gene3552	DB	1	1	2	8.7853724295428e-11	2.87573565615149e-10	0.139710903499287	0.20179622916049	3.20643399477597e-10	6.94033332202592e-10
gene3553	DE	1	1	1	0	0	1.77282344440951e-05	5.42494825242221e-05	0	0
gene3554	DZ	1	1	1	6.82080036895627e-09	1.62933421772619e-08	8.17185870701118e-06	2.6146679118953e-05	1.75677547843853e-12	4.72728013034249e-12
gene3555	DE	1	1	1	4.88498130835069e-15	2.93612700727314e-14	1.50803262910334e-09	7.33298054723258e-09	3.99755105618804e-22	1.87788657953637e-21
gene3556	DB	1	1	2	0.00187620258258192	0.0019922512159086	0.622346931948909	0.698169178201561	0.00905250537624586	0.00931687160812645
gene3557	DB	1	1	2	0.00111370792552823	0.00120270834290305	0.000266164005954812	0.000684800863181905	4.75218853803123e-06	6.34259397801965e-06
gene3558	DB	1	1	3	0	0	3.51022339799501e-05	0.000103228959413831	0	0
gene3559	DZ	1	1	1	3.32937760036955e-05	4.37252849394437e-05	4.87626987313917e-09	2.24814309597926e-08	4.94338212183065e-12	1.27859867360638e-11
gene3560	DB	1	1	2	4.70734562441066e-14	2.47918136901154e-13	2.43144349386654e-22	3.91330312020895e-21	9.32310201548823e-34	5.97634744582579e-33
gene3561	DE	1	1	1	3.33174043909423e-10	9.96780984022209e-10	1.4347475150682e-05	4.46037519356024e-05	1.62404128478821e-13	4.77308239467513e-13
gene3562	DB	1	1	2	4.86536033683649e-10	1.40820849112489e-09	5.41653968213617e-05	0.000154687777481615	8.50350419522436e-13	2.35391232666099e-12
gene3563	NS	1	1	1	0.000220337294329243	0.000257666767231975	0.844978499152997	0.881798175437029	0.00178524452572571	0.00189516404004852
gene3564	DZ	1	1	1	0.000165974528217538	0.000196827190296518	0.000656284521059658	0.00159369152518403	1.85530090690603e-06	2.60438800758874e-06
gene3565	DB	1	1	2	1.33372026200895e-07	2.56115268748719e-07	5.66762849157137e-06	1.85496564255644e-05	2.1853810997007e-11	5.31076816452174e-11
gene3566	DB	1	1	2	0	0	0.00174899769116764	0.0039609944880096	0	0
gene3567	DE	1	1	1	0	0	3.67476525954799e-15	3.14379115626998e-14	0	0
gene3568	DB	1	1	2	0	0	2.01105375846419e-24	3.97195531208767e-23	0	0
gene3569	DB	1	1	2	5.33143180029283e-05	6.79921160566597e-05	0.00617402066584867	0.0125536327671895	5.24249502055043e-06	6.97024433511774e-06
gene3570	DB	1	1	2	2.55371541690863e-06	3.96847772635374e-06	0.0272384884874789	0.0481584748349197	1.21597291088503e-06	1.74583332503235e-06
gene3571	DB	1	1	2	1.17359986609999e-05	1.63849076214172e-05	0.901424840187566	0.925490604115048	0.000131780173914684	0.000152303003657537
gene3572	NS	1	1	1	1.74294581878343e-07	3.28315671068222e-07	0.195369592426711	0.269488078948311	6.19586597079964e-07	9.19779695052832e-07
gene3573	DB	1	1	2	1.18496734646811e-09	3.20911942171459e-09	0.952685839812909	0.965212919875518	2.43865559848216e-08	4.29340774380662e-08
gene3574	DB	1	1	2	2.15233893585687e-05	2.89828505080878e-05	0.555827135518002	0.638618393709925	0.00014755117456144	0.00016972097720942
gene3575	DE	1	1	1	7.33446084533185e-07	1.24263012473347e-06	3.96392815383421e-10	2.0364458126217e-09	1.06914434334416e-14	3.42537234551594e-14
gene3576	DB	1	1	3	9.92948790412562e-07	1.64327478760871e-06	0.361061286519993	0.45328660439605	5.6793474550291e-06	7.5136066876522e-06
gene3577	DB	1	1	2	2.27427495702592e-06	3.56329801335828e-06	1.68012613927435e-05	5.15707175289928e-05	9.54805074931433e-10	1.97324737779681e-09
gene3578	DB	1	1	2	0.000119952733069639	0.000144914204856103	1.19089887054411e-09	5.84775940176938e-09	4.36796833784058e-12	1.13416899392161e-11
gene3579	NS	1	1	1	0.0763567051371989	0.0767211305071077	0.162682779289908	0.229830369399501	0.066932944353392	0.0673793324307457
gene3580	DE	1	1	1	2.44249065417534e-15	1.52894563641649e-14	8.39320330428453e-05	0.000232630745776064	9.02654975047678e-18	3.48347313091241e-17
gene3581	DB	1	1	2	0.00584319333533379	0.00602857192193323	0.689221796973591	0.75532061295955	0.0262362451208632	0.0266053949761573
gene3582	DB	1	1	2	1.27226452870666e-05	1.76880217218506e-05	3.73318955033265e-05	0.000109299869988859	1.06713117574823e-08	1.96389450333238e-08
gene3583	DZ	1	1	1	1.25372294879078e-07	2.42031457295518e-07	7.0595076688187e-06	2.27789438656236e-05	2.5448422544855e-11	6.1358463037625e-11
gene3584	DB	1	1	2	5.29389865278063e-11	1.79074795865729e-10	5.88838748256577e-31	1.97904249886738e-29	2.93860405221279e-39	2.01792552941651e-38
gene3585	DB	1	1	2	7.07461489390937e-09	1.68493358592661e-08	0.879483724061259	0.908678675893311	1.23787938859783e-07	2.00995232571192e-07
gene3586	DB	1	1	2	2.58504525052494e-06	4.01093134294017e-06	0.0094457490129334	0.0185309446813789	4.52409909852727e-07	6.82754061275574e-07
gene3587	DB	1	1	2	1.14352971536391e-14	6.53912632088012e-14	0.180413546410585	0.251459828844445	7.18253412457216e-14	2.17159006033928e-13
gene3588	NS	1	1	1	2.38982712671421e-05	3.19442222451356e-05	0.47887825123921	0.567068413273493	0.000141658469635072	0.000163224507717209
gene3589	DE	1	1	1	3.99680288865056e-15	2.43521882019836e-14	0.0475007544984008	0.0784714033937852	7.06251819038299e-15	2.28652956386337e-14
gene3590	DB	1	1	2	3.98197029793934e-08	8.30658732295039e-08	0.775226857247976	0.826584861520469	5.6470770826885e-07	8.42532947808803e-07
gene3591	DB	1	1	2	0.00140754168019297	0.00150983285620056	0.276230465899134	0.361209476436655	0.00344187708770762	0.00360028984069834
gene3592	DB	1	1	3	2.78663365715914e-08	6.00729432963437e-08	0.0101558852181642	0.0197427537973037	6.50507834292587e-09	1.22477351714302e-08
gene3593	DE	1	1	1	0	0	0.00400929257302673	0.00845290756237239	0	0
gene3594	DB	1	1	2	1.00705684396019e-05	1.42239667226015e-05	0.457893767413552	0.547651352503141	6.12697386090437e-05	7.31469793870094e-05
gene3595	DZ	1	1	1	5.94204130344167e-09	1.43657692437393e-08	0.00116085307062595	0.00270482485054965	1.84170956850124e-10	4.08248172568853e-10
gene3596	DE	1	1	1	0	0	0.000608682626746599	0.00148849047121554	0	0
gene3597	DB	1	1	2	0.00521513547964703	0.00539869097271949	0.204595948786777	0.280810397108001	0.00836834872832437	0.00862271893696484
gene3598	DB	1	1	2	7.31554495148057e-06	1.05430300147441e-05	3.09535999308125e-05	9.1533399573593e-05	5.25539649697067e-09	1.0012663009232e-08
gene3599	DE	1	1	1	4.05962466976106e-06	6.1046987515204e-06	1.07213090738622e-08	4.76443062676797e-08	1.38257515006783e-12	3.75062773840036e-12
gene3600	DB	1	1	2	0.00335282668356396	0.00350759951203239	0.0293951976015954	0.0514287370111902	0.00100773308098795	0.00108387532238554
gene3601	DB	1	1	2	0	0	3.317166702352e-05	9.77311839856857e-05	0	0
gene3602	DM	1	1	3	2.0337398431991e-11	7.39541761163309e-11	1.93735306820816e-24	3.84538143736899e-23	3.16069745977801e-33	1.99886005361455e-32
gene3603	DB	1	1	2	2.16648921025353e-12	9.10767928640475e-12	0.753576426626292	0.809217054179583	4.59431597390503e-11	1.08069767101559e-10
gene3604	DB	1	1	2	0	0	1.74391653107826e-07	6.74544890333415e-07	0	0
gene3605	DE	1	1	1	6.66133814775094e-16	4.50090415388577e-15	2.36663998117797e-10	1.24955466728994e-09	9.16094390836212e-24	4.55485091776861e-23
gene3606	DB	1	1	2	0.000602906396061198	0.000669524037824762	0.272879810427559	0.357947786751401	0.00159790551368032	0.00170057790467507
gene3607	DB	1	1	2	1.60973623319904e-09	4.25856146348953e-09	1.50146149853131e-34	6.59900578392966e-33	2.3958968150062e-41	1.6696145052308e-40
gene3608	DZ	1	2	2	6.99440505513849e-15	4.11435591478735e-14	0.00077892345108999	0.00187217809052549	2.22017208915246e-16	7.90096828879878e-16
gene3609	DB	1	1	2	0.00161097404652255	0.00172020720397496	0.077540224377084	0.120858194620478	0.00124763825973933	0.00133455088620332
gene3610	DB	1	1	2	1.26307962966532e-06	2.06090904289671e-06	0.780552364755313	0.83137661327267	1.46206091043575e-05	1.85158893200665e-05
gene3611	DB	1	1	2	6.95360435898351e-11	2.3149744016591e-10	0.627622249232183	0.702441635876344	1.08473073972331e-09	2.23253046508527e-09
gene3612	DB	1	1	2	1.48729362159372e-10	4.68808076152473e-10	0.00476017683700053	0.009900326188031	2.05146296006005e-11	5.0081488191884e-11
gene3613	DE	1	1	1	5.32907051820075e-15	3.18391069048589e-14	7.95893882585135e-15	6.57681318884142e-14	2.81330719376983e-27	1.55216948621784e-26
gene3614	DB	1	1	2	6.57858911645715e-06	9.5480248424632e-06	5.87598223307379e-05	0.000166437612897866	8.76468769938671e-09	1.62761145763913e-08
gene3615	NS	1	1	1	0.0192012270067384	0.0194565948136678	0.890781854998673	0.917442991358102	0.0866910733888959	0.0871705112004987
gene3616	DB	1	1	2	2.05863649904714e-07	3.8348353048224e-07	0.319958081602779	0.409037029685254	1.15503143937035e-06	1.66311222371541e-06
gene3617	DB	1	1	2	4.30029044484748e-07	7.57093388177373e-07	0.0496587984602311	0.081431063731732	3.98521735933182e-07	6.06577984677598e-07
gene3618	DZ	1	2	2	1.82479420463011e-09	4.78948610139136e-09	0.00679690009063425	0.0136879163708417	3.23879156214523e-10	7.00657990729094e-10
gene3619	DB	1	1	2	8.19372479976543e-07	1.37594035260545e-06	0.221612923701328	0.300149301843366	3.00004139633406e-06	4.10332213552274e-06
gene3620	DB	1	1	2	8.7012619331972e-12	3.32585262616233e-11	0.00280398829770379	0.00611147204178	7.89143044320127e-13	2.19206401200035e-12
gene3621	DB	1	1	2	7.14525105749431e-11	2.37285215690969e-10	0.000878923795715881	0.00209366034601886	1.97188585638824e-12	5.28655725573253e-12
gene3622	DB	1	1	2	1.55431223447522e-15	1.001974043175e-14	5.0817366896198e-15	4.26088173797367e-14	5.37191005316383e-28	3.01580915265338e-27
gene3623	DB	1	1	2	0	0	1.30436410686041e-07	5.12708033944787e-07	0	0
gene3624	DB	1	1	3	9.83408129985319e-05	0.000120497243680235	0.714563889842568	0.776497290429385	0.000742281238075681	0.000806170228700169
gene3625	DB	1	1	2	0.00301985236558433	0.0031692009608651	0.0360242750272396	0.0618365184426801	0.00110159913131541	0.00118229045485958
gene3626	DE	1	1	1	1.70197189675036e-13	8.33789049234716e-13	4.95601947444656e-16	4.57773669469954e-15	5.53695524413536e-27	3.02772672269876e-26
gene3627	DB	1	1	2	1.79632431152044e-09	4.72406130577367e-09	1.49757834354886e-08	6.54955121380391e-08	1.05330554250301e-15	3.57962801190489e-15
gene3628	DE	1	1	1	0	0	0.0157738685745339	0.0292546196910959	0	0
gene3629	DB	1	1	2	2.84484825621156e-05	3.77050796051897e-05	0.720397817099841	0.781350798505984	0.000241736911005814	0.000272648426342381
gene3630	DB	1	1	2	0.000216826012365279	0.000253820324688649	0.00348084942314699	0.00742290443501807	1.13942103338895e-05	1.45519927635881e-05
gene3631	DB	1	1	3	0.000156549190624466	0.000186146481123028	0.028103133204828	0.0494493978234534	5.86633001815888e-05	7.01189902065906e-05
gene3632	DB	1	1	2	0.000205370047639986	0.000241009297509151	0.0148765718625153	0.0277254655937233	4.18521916917098e-05	5.06455201230795e-05
gene3633	DB	1	1	2	1.53160026250543e-06	2.46336994371601e-06	0.390336371784315	0.482954468353091	9.16484274864752e-06	1.18332378936701e-05
gene3634	DB	1	1	2	4.59632332194815e-14	2.42550043374572e-13	0.0937619266926972	0.142612978059495	1.4686229586455e-13	4.34182692873763e-13
gene3635	DB	1	1	2	8.00151598774335e-05	9.94904070592894e-05	0.00147602299531545	0.00338107329310662	2.00206705051805e-06	2.79667127713365e-06
gene3636	DB	1	1	2	0.00799507853253756	0.00819482745167206	0.382542672846778	0.475518079269833	0.0207664580786302	0.0211068053143237
gene3637	DB	1	1	2	1.59973151203641e-06	2.56469981889604e-06	0.258083537888649	0.341675052110079	6.48203115112949e-06	8.51778075049867e-06
gene3638	DB	1	1	2	1.53555491544388e-07	2.91861233631529e-07	0.000545950157532747	0.00134536516022934	2.0289575231399e-09	4.06299378851545e-09
gene3639	DB	1	1	2	0.000293533734233464	0.000338075133007157	0.00318541453450834	0.00686863134006805	1.39157121574116e-05	1.76539323278295e-05
gene3640	DZ	1	2	2	3.05999670047186e-12	1.25602737833632e-11	1.70038959140063e-14	1.34534286267197e-13	3.08121994447572e-24	1.55029934313244e-23
gene3641	DB	1	1	2	2.35155561467693e-07	4.33518836804181e-07	0.000177742900297427	0.000471095248336355	1.04067545399374e-09	2.1451697067637e-09
gene3642	DB	1	1	2	3.8495305054731e-07	6.83753198130213e-07	1.49531095647019e-16	1.45865760253721e-15	3.00528791326801e-21	1.35832222068611e-20
gene3643	DB	1	1	2	0.000188500695926241	0.000222288556516794	2.81999140743594e-09	1.33474031172072e-08	1.55553115035420e-11	3.84556526663586e-11
gene3644	DB	1	1	2	5.4303017638091e-09	1.32406016795101e-08	0.67790737337966	0.746192525067277	7.51710115570435e-08	1.2531112574627e-07
gene3645	DE	1	1	1	0	0	1.30740443923861e-11	7.89277593167518e-11	0	0
gene3646	DB	1	1	2	0.00062062829024867	0.000688439589848775	2.35562332645563e-07	8.99839111189998e-07	3.4569759470406e-09	6.71746601319524e-09
gene3647	DB	1	1	2	5.80059189840831e-05	7.36466198813942e-05	0.263167409293384	0.34754434653092	0.000184556020880315	0.000210290295832862
gene3648	DB	1	1	2	0.000228095301302189	0.000266388673053652	1.51429923412619e-08	6.61544487917824e-08	9.4611398214103e-11	2.16069422127555e-10
gene3649	DB	1	1	2	0.00051245278432499	0.000573774985948205	0.833348824968445	0.873223787685453	0.00374037910851174	0.00390334370833472
gene3650	NS	1	1	1	1.71284309569142e-06	2.73398738338614e-06	0.119362590635987	0.176191430613999	3.35357216438754e-06	4.56035650435157e-06
gene3651	DB	1	1	2	8.1780513472296e-09	1.92821723483162e-08	0.994843347076489	0.996213311625543	1.59682769256259e-07	2.55135241471954e-07
gene3652	NS	1	1	1	2.73442046783146e-10	8.30184582263819e-10	0.130280922871311	0.189997443534523	8.92673036471503e-10	1.85201874786619e-09
gene3653	DB	1	1	2	1.97532210985951e-05	2.6707076016353e-05	0.307734708951932	0.395305915674724	7.90888833464149e-05	9.33339824120548e-05
gene3654	DB	1	1	2	1.0769163338864e-14	6.17586428035212e-14	2.51701692465034e-11	1.48041311619692e-10	1.56043291006531e-23	7.69159783149876e-23
gene3655	DB	1	1	2	1.41744068885563e-05	1.95542774803329e-05	1.61407958008188e-06	5.66024662914291e-06	5.83423548401134e-10	1.23020252693966e-09
gene3656	DB	1	1	2	1.90181204118289e-13	9.25996235624096e-13	3.62983787688294e-07	1.36123174764119e-06	3.11473490033554e-18	1.23172907576294e-17
gene3657	DZ	1	1	1	2.4725965719341e-09	6.35016776098647e-09	3.42705798858707e-13	2.406763551423e-12	4.19618361877774e-20	1.79324086272553e-19
