gene	DDcategory	Clusters.combined	Clusters.c1	Clusters.c2	nonzero.pvalue	nonzero.pvalue.adj	zero.pvalue	zero.pvalue.adj	combined.pvalue	combined.pvalue.adj
gene2297	DB	1	1	3	2.03851269198196e-10	6.31118480489772e-10	1.21221286583027e-06	4.29618551784506e-06	9.1274681185329e-15	2.93487720853148e-14
gene2298	NS	1	1	1	0.00100484149546576	0.00109118120859591	0.113493338500519	0.16849168794834	0.00114943031213598	0.00123230266645508
gene2299	NS	1	1	1	0.0080643918885146	0.00826481361876977	0.0163625775550191	0.0302622561532019	0.00131070875073238	0.00140089111634723
gene2300	DB	1	1	2	1.11022302462516e-16	8.13350201190591e-16	0.0291599447477915	0.0510730015409643	1.33613368865756e-16	4.83887257096445e-16
gene2301	DB	1	1	2	0	0	4.28685167352261e-51	5.44294072008054e-49	0	0
gene2302	DB	1	1	2	1.81218613226619e-06	2.87877066285336e-06	0.221814593676056	0.300320740489975	6.32172746302787e-06	8.3235384634995e-06
gene2303	DB	1	1	3	0	0	1.13307326769231e-18	1.32506623805128e-17	0	0
gene2304	DB	1	1	3	0	0	1.95357789189038e-12	1.26531737305515e-11	0	0
gene2305	DZ	1	2	2	0	0	2.71194957065025e-07	1.03054083684709e-06	0	0
gene2306	DB	1	1	2	4.22142099054668e-10	1.24302547562259e-09	0.0748735751042837	0.117112578658421	7.95796713511146e-10	1.66007137107931e-09
gene2307	DB	1	1	3	1.90514271025677e-12	8.085486303477e-12	0.0101876496106456	0.0197937841232826	6.32207799942337e-13	1.7758646065796e-12
gene2308	DB	1	2	3	0.00521160696050016	0.00539573646745196	0.0541897920236386	0.0879059311289972	0.00259035525641551	0.00272740748240643
gene2309	DB	1	1	2	2.82417580099725e-07	5.1325321235752e-07	0.013460195118408	0.0253994104156984	7.75024667116841e-08	1.28982678113891e-07
gene2310	DB	1	1	3	6.62127853352512e-05	8.32711136849101e-05	1.96069101539525e-08	8.45019796990657e-08	3.68307590819801e-11	8.7458020972348e-11
gene2311	DE	1	1	1	3.07879277627876e-11	1.08551530234597e-10	8.10403843248472e-25	1.6793835083276e-23	2.01292311533349e-33	1.27804642243396e-32
gene2312	DE	1	1	1	2.8534070785069e-06	4.39239111565426e-06	0.080309408367287	0.124761110415601	3.73268200474157e-06	5.04928238720537e-06
gene2313	DB	1	1	2	2.33188206122392e-06	3.64641448197642e-06	0.0591247303177183	0.0950439545440975	2.31582611676378e-06	3.21419308364161e-06
gene2314	DE	3	1	1	0	0	7.70351330758353e-05	0.000214481040540761	0	0
gene2315	DM	1	1	3	1.29339754937341e-05	1.79420502774185e-05	1.17936491858517e-12	7.74527092262951e-12	6.05909893384428e-16	2.09204969662297e-15
gene2316	NS	1	1	1	1.69729452714762e-10	5.29783699460825e-10	0.101149356960135	0.152343006274548	4.42728556112758e-10	9.43984128172191e-10
gene2317	NS	1	1	1	0.000121783914012519	0.000146882453203701	0.605967088565488	0.68307930403542	0.00077591627906911	0.00084144370781522
gene2318	NS	1	1	1	0.0766407939085348	0.0769969045922741	0.646293140570813	0.719112370486289	0.198383674193293	0.198756342335171
gene2319	DB	1	1	2	4.13867119353206e-06	6.21188922106126e-06	0.0343310077374876	0.0593368843088441	2.38231261546153e-06	3.30246073881343e-06
gene2320	DB	1	1	3	1.02879926799915e-10	3.33619543737056e-10	3.69872207441926e-14	2.84755321205772e-13	2.09005468707013e-22	9.9290008886942e-22
gene2321	DB	1	1	2	0	0	4.62428832110835e-23	7.95477038291305e-22	0	0
gene2322	DE	1	1	1	0	0	1.27411215924418e-40	9.09966353731626e-39	0	0
gene2323	DB	1	1	2	6.95719126753147e-09	1.65844845471549e-08	0.48929709515054	0.576674151187442	6.97788655735206e-08	1.16687066176456e-07
gene2324	DB	1	1	2	1.66087921193991e-10	5.19024753731223e-10	0.622888473744977	0.698511832536951	2.48206319466185e-09	4.91497662309277e-09
gene2325	DB	1	1	2	5.87884161351582e-08	1.19854059398895e-07	5.83231056360993e-05	0.000165363016734513	9.39430097764798e-11	2.14726879489097e-10
gene2326	DB	1	1	2	5.58410142981192e-06	8.21040460181866e-06	0.00167107353048031	0.00379741965065681	1.81868688743127e-07	2.88165876400281e-07
gene2327	NS	1	2	2	1.05542346737764e-05	1.48598869042962e-05	0.158358832553819	0.224435205811127	2.39035288124295e-05	2.95698516312719e-05
gene2328	DB	1	1	2	9.34097106330967e-08	1.83786936808847e-07	0.971590795461349	0.979180392200495	1.56237306567482e-06	2.21025367381054e-06
gene2329	DB	1	1	2	0	0	7.25265283963926e-09	3.27947823992507e-08	0	0
gene2330	DB	1	1	2	2.87104107155045e-08	6.18259180952991e-08	0.709726736873417	0.771870043269948	3.81222382460174e-07	5.81685878253175e-07
gene2331	DZ	1	1	1	4.25318502639271e-09	1.05276857088929e-08	2.49438792293034e-05	7.47288726423963e-05	3.2755023880053e-12	8.61690861691627e-12
gene2332	DB	1	1	2	2.04991579266789e-12	8.65399806931035e-12	9.86794490762116e-13	6.55595442824432e-12	1.1238431985047e-22	5.3998472000226e-22
gene2333	DB	1	1	2	0	0	1.60376681417993e-08	6.97581878554936e-08	0	0
gene2334	DB	1	1	2	1.74201498148729e-06	2.77501390917928e-06	0.913341243520679	0.933334520832549	2.28333988525062e-05	2.82985578342448e-05
gene2335	DB	1	1	2	6.69614386161754e-09	1.60242748707569e-08	0.334796380240709	0.425228999547812	4.68903498048962e-08	7.9915381005362e-08
gene2336	DZ	1	2	2	3.41227046618542e-11	1.19466799691393e-10	0.00878235317164188	0.0173200303303657	8.94120285545413e-12	2.26073397103771e-11
gene2337	DE	1	1	1	8.63753513158372e-14	4.39849020067917e-13	0.0338879417544517	0.0586096532094831	1.00881238253633e-13	3.02379133019507e-13
gene2338	NS	1	1	1	0.00142674313837121	0.00152981438238436	0.107894612363894	0.161166947581474	0.00150535274537353	0.00160485367310611
gene2339	NS	1	1	1	0.000298318369690742	0.000343338650197948	0.0169593237364578	0.0312956461542562	6.67535624544007e-05	7.93504457110261e-05
gene2340	DE	1	1	1	0	0	2.7124627235211e-23	4.74770007121341e-22	0	0
gene2341	DB	3	3	1	0.000542451902692531	0.000605753101834206	0.730955241495012	0.790229892785322	0.00350228203051117	0.00366299597909391
gene2342	DB	1	1	2	1.13239382648622e-07	2.20042521542137e-07	0.484731527835792	0.572389650303883	9.72549118383261e-07	1.41179331284088e-06
gene2343	NS	1	1	1	0.00207228844628959	0.0021949194166509	0.513032441939848	0.599174551478587	0.00834203498892319	0.00859671259968898
gene2344	DZ	1	1	1	7.8687816706946e-08	1.56904918657918e-07	0.00512596853572181	0.0106004711264837	9.12832868045514e-09	1.69199790184525e-08
gene2345	DB	1	1	2	1.61776945173386e-08	3.62423848050151e-08	0.641051814515561	0.71447310356834	2.01029309413866e-07	3.17143457959166e-07
gene2346	DB	1	1	2	1.41262879171933e-09	3.78593981030306e-09	0.00201160853933824	0.00450093893878786	7.83917281409175e-11	1.80470165504271e-10
gene2347	DB	1	1	2	6.84304413189896e-06	9.91027390571898e-06	1.66884952699055e-13	1.20697354126559e-12	4.8322348433561e-17	1.7972049626615e-16
gene2348	DE	1	1	1	2.97703639517977e-10	8.97711690970152e-10	8.1971190073496e-07	2.94823538398334e-06	9.01676688216042e-15	2.90044773048988e-14
gene2349	DB	1	1	3	0.0094942295909346	0.0097028406652372	3.37836300677544e-16	3.19049890096774e-15	1.32408750158736e-16	4.79959221236922e-16
gene2350	DB	1	1	2	0.00097102261588955	0.001055746252666	3.28968809959979e-13	2.31471369743402e-12	1.1716909917605e-14	3.74791200883006e-14
gene2351	DB	1	1	2	5.09592368302947e-14	2.66627792441045e-13	6.87881003911763e-20	8.84623818374628e-19	2.65466644783878e-31	1.60767082382364e-30
gene2352	DB	1	1	2	3.99996702427075e-11	1.38227802134626e-10	2.11100438320859e-06	7.30044274158473e-06	3.20958653895251e-15	1.06102034345538e-14
gene2353	DB	1	1	2	0	0	1.11090858707106e-08	4.92307910691489e-08	0	0
gene2354	DE	1	1	1	5.15763320940721e-10	1.48849443272935e-09	3.91382168632004e-20	5.20044180546079e-19	1.35393051335891e-27	7.51661631288778e-27
gene2355	DB	1	1	2	0	0	2.14239474842228e-28	5.95035263632979e-27	0	0
gene2356	DB	1	1	2	2.67389443919797e-11	9.51563857365824e-11	0.649527444255387	0.722008063729689	4.4767639803297e-10	9.54025355424549e-10
gene2357	NS	1	1	1	3.27951759780953e-05	4.31019234146152e-05	0.204303050861951	0.280498676209823	8.65216410005322e-05	0.000101835093129948
gene2358	DB	1	1	2	6.19212237040756e-10	1.7616279858912e-09	0.0123495862536184	0.0234909912719659	2.03385405971151e-10	4.48974406117331e-10
gene2359	DZ	1	2	2	1.61242785789995e-09	4.26427202089242e-09	3.15460505848001e-10	1.63855103005075e-09	2.19345810731902e-17	8.30855343681446e-17
gene2360	DB	1	1	2	0.00089478358160211	0.000977238041340188	0.348889327180989	0.440045053314527	0.00283207886473947	0.00297487275707927
gene2361	DB	1	1	2	0	0	0.487094494165632	0.574416756425017	0	0
gene2362	DZ	1	1	1	0.00345799904358135	0.00361384615919671	1.0222560091931e-28	2.91065932238718e-27	2.51397312386771e-29	1.45316365541486e-28
gene2363	DE	1	1	1	0	0	6.45602008260912e-15	5.38495356004071e-14	0	0
gene2364	DB	1	1	3	9.51461132103759e-14	4.83896316390977e-13	2.50994016400004e-05	7.5166646843266e-05	9.92881522999336e-17	3.6286213723137e-16
gene2365	DE	1	1	1	0	0	0.907331288005257	0.928812768460974	0	0
gene2366	NS	1	1	1	1.05763535707126e-08	2.44328121760615e-08	0.405865753616834	0.497322328918666	8.69950428474544e-08	1.44121006995162e-07
gene2367	NS	1	2	2	3.20066564252208e-07	5.75529897509028e-07	0.760571967158656	0.814978588787955	3.95054395645852e-06	5.32238997165177e-06
gene2368	DB	1	1	2	0.000551749069121032	0.000614847827408868	0.00111389229330882	0.00260298698632115	9.40463319609202e-06	1.21310973184031e-05
gene2369	NS	1	1	1	1.08777954026529e-05	1.52831688130002e-05	0.125324531463149	0.18377102239665	1.9774874661589e-05	2.46880489811089e-05
gene2370	DB	1	1	2	0.000146581604997476	0.000175101215466598	0.224560832691759	0.303422652145503	0.000372665225068746	0.000413670292847228
gene2371	NS	1	1	1	0.0758088242771391	0.0761802027656215	0.590103494003086	0.669727277033298	0.183726765930766	0.184141083368345
gene2372	DZ	1	1	1	6.44972877282823e-05	8.12436312118184e-05	0.0124691968465741	0.0236914740084909	1.20902868846534e-05	1.53967359244233e-05
gene2373	DB	1	1	2	1.0632217505302e-06	1.75160090696902e-06	0.00241426922053464	0.00532590719665102	5.33417073143998e-08	9.03905228797285e-08
gene2374	DB	1	1	2	1.80009507300127e-09	4.73086747175105e-09	0.281986946217619	0.367903047267123	1.13709846708111e-08	2.08498458323375e-08
gene2375	DB	1	1	2	8.11480083858784e-05	0.00010080497936134	0.629800957207711	0.704584315623004	0.000556126295822248	0.000610038443243931
gene2376	DE	1	1	1	7.52697904005117e-11	2.49340920581405e-10	1.06634298656247e-15	9.58390735900356e-15	4.71824329240251e-24	2.35617642566917e-23
gene2377	DB	1	1	2	0	0	3.95092695142398e-12	2.49829760351308e-11	0	0
gene2378	DB	1	1	2	7.12425785032167e-10	2.00754007758272e-09	0.825501320310204	0.867812466968238	1.30878294824562e-08	2.37960536044658e-08
gene2379	DE	3	2	2	0.00166407370736876	0.00177406578610742	0.455899871498723	0.545674558150275	0.00620877596315527	0.00642647272677476
gene2380	DB	1	1	2	0	0	2.83508645727353e-19	3.4153398451402e-18	0	0
gene2381	DB	1	1	2	0.000147741435146842	0.000176381358181575	5.44823584536351e-10	2.76701196997223e-09	2.50740629369599e-12	6.66198948839851e-12
gene2382	DB	1	1	2	5.24461585271752e-10	1.5103285392995e-09	0.70792859532566	0.770543044497204	8.43330729950764e-09	1.56862260860407e-08
gene2383	DE	1	1	1	1.60413986609598e-05	2.1948210926574e-05	0.902371635786477	0.925987262944969	0.0001757745700857	0.000200827843571208
gene2384	DB	1	1	2	4.18000012381015e-09	1.03561477208056e-08	0.184548346852222	0.256374127556604	1.69577969319704e-08	3.03835107403725e-08
gene2385	DZ	1	1	1	4.12711716690772e-07	7.28689855115025e-07	1.09832127467902e-06	3.91335050162917e-06	1.3336810787512e-11	3.31739980135628e-11
gene2386	DB	1	1	2	0.000262681561825628	0.00030442597343257	0.0422813394726207	0.0710074395216236	0.000137809552981143	0.000159041607595087
gene2387	NS	1	2	2	4.82462372608516e-07	8.42729035124046e-07	0.583886330571508	0.664365731040183	4.53046663292038e-06	6.05778590395504e-06
gene2388	DB	1	1	2	3.07529533716266e-06	4.7004896250098e-06	0.00876354066142927	0.017287191553828	4.96677456124904e-07	7.45482110506423e-07
gene2389	DB	1	1	2	2.12506900965082e-10	6.55632552148342e-10	4.7914066959605e-07	1.77191225894536e-06	3.85119669722445e-15	1.26528022906758e-14
gene2390	DB	1	1	3	7.43087258681108e-06	1.06976751294743e-05	0.946115224968131	0.959672290707593	9.04487047570388e-05	0.000106191611103069
gene2391	DB	1	1	3	0.00343481271710522	0.00359102218202323	0.392761572832873	0.485239266713846	0.0102641330662789	0.0105394769002993
gene2392	DE	1	1	1	1.11313085113807e-05	1.56276365377485e-05	0.161248825201628	0.22794342925038	2.55425722517593e-05	3.15486456714643e-05
gene2393	DB	1	1	2	0.00494342967123129	0.00512073512493206	3.67158333106928e-06	1.23347312327691e-05	3.4167021835516e-07	5.2373285051567e-07
gene2394	DB	1	1	2	2.84147883000685e-09	7.23713169056186e-09	0.118276181524354	0.174716745339484	7.66720283496226e-09	1.43211820405552e-08
gene2395	DB	1	1	2	1.92154070433048e-11	7.00333741897214e-11	1.88450714783244e-05	5.75569785242906e-05	1.32369836264828e-14	4.22738000047356e-14
gene2396	DZ	1	1	1	7.43693140181634e-07	1.25862539980408e-06	2.73111278492414e-39	1.79066976775477e-37	2.11048047352493e-43	1.49812278511086e-42
gene2397	DB	1	1	3	0.000441490438725212	0.000497944947103016	0.00164096405092465	0.00373323988718607	1.09668995627406e-05	1.40398778207593e-05
gene2398	DB	1	1	2	7.7715611723761e-16	5.17672684254861e-15	4.80053861577539e-07	1.77446896430626e-06	1.87807821013105e-20	8.21466685677879e-20
gene2399	DB	1	1	2	0.000178647136416576	0.000211166827915575	0.0838670978750314	0.129408355691045	0.000181418812904155	0.000207069553892601
gene2400	DB	1	1	2	0	0	8.27671241446648e-15	6.82530129931107e-14	0	0
gene2401	DB	1	1	2	0	0	0.00369141563269719	0.00782396228032455	0	0
gene2402	DB	1	1	2	1.50861557334236e-05	2.07298601627257e-05	0.0637991013918099	0.101699683545852	1.42964837990651e-05	1.81283674738502e-05
gene2403	DE	1	1	1	0	0	3.38718269131323e-06	1.14369245875114e-05	0	0
gene2404	DB	1	1	2	0.000131628530667172	0.000158112349149756	2.69562241148835e-17	2.79781697256084e-16	1.70625681852129e-19	7.15411663950226e-19
gene2405	DB	1	1	2	8.42358819364009e-08	1.6717614872022e-07	0.145543901029775	0.209201377239384	2.35599830731641e-07	3.69061806511284e-07
gene2406	DB	1	1	3	5.14175851087373e-05	6.57513876070809e-05	1.12451019532442e-07	4.45074569638793e-07	1.55397563170163e-10	3.46772804842763e-10
gene2407	DB	1	1	2	1.29030119921936e-12	5.58874368909305e-12	0.0929249765315873	0.141528348681677	3.68721494818632e-12	9.65555469246827e-12
gene2408	NS	1	1	1	2.3194372666957e-07	4.28335598651099e-07	0.697234390683821	0.761701432816154	2.69058682746979e-06	3.70476671596528e-06
gene2409	DZ	1	1	1	5.99147298441238e-09	1.44590599925487e-08	2.17806276789333e-48	2.38661973703818e-46	1.69228004515583e-54	1.26171857979931e-53
gene2410	DB	1	1	2	6.81063772045576e-09	1.62739252579588e-08	0.0171684795318711	0.0316575997638167	2.79101527157963e-09	5.48467751722846e-09
gene2411	NS	1	1	1	1.7164767087352e-05	2.33932089776518e-05	0.0970031817128603	0.146872695536848	2.38194588356469e-05	2.94704099420314e-05
gene2412	DE	2	1	1	0	0	3.64909144614696e-11	2.10144582273071e-10	0	0
gene2413	DB	1	1	3	5.88418203051333e-15	3.49988522261016e-14	2.52703919227418e-16	2.4208127543714e-15	1.03612306353447e-28	5.91225713857044e-28
gene2414	NS	1	1	1	0.0186297895077776	0.0188847334087964	0.668354440298566	0.7381150307812	0.0670618443826882	0.0675005982714526
gene2415	DB	1	1	2	6.66133814775094e-16	4.50090415388577e-15	0.0538477768174066	0.0874042952034162	1.39413940472003e-15	4.70794227005498e-15
gene2416	DE	1	1	1	0	0	0.000121906004302327	0.000331337454439114	0	0
gene2417	DB	1	1	2	3.99990707222742e-09	9.92840725343448e-09	0.0467052909600821	0.077381031977982	4.37168041273561e-09	8.39900175357466e-09
gene2418	DB	1	1	2	3.8994925480873e-06	5.8793705964377e-06	0.00248862919477753	0.00547905150316105	1.88757075490525e-07	2.98548162104429e-07
gene2419	DE	1	1	1	9.30103438712138e-09	2.17313887549565e-08	0.0141220813492699	0.0265108023264047	3.11997617454624e-09	6.10562852161692e-09
gene2420	DZ	1	2	2	0	0	4.26064631115036e-21	6.21914413191455e-20	0	0
gene2421	DB	1	1	2	1.83165699230159e-06	2.90796902925436e-06	0.0485848345763769	0.0798828554525055	1.53373188378779e-06	2.17165576465528e-06
gene2422	DB	1	1	2	6.36942598664092e-09	1.52835656548072e-08	4.82976022217315e-07	1.7827988932701e-06	1.0587034727683e-13	3.16740006811757e-13
gene2423	NS	1	1	1	0.173230468316545	0.173555885602048	0.478229509639935	0.566635735092555	0.289191305838281	0.289444569836888
gene2424	DB	1	2	1	0.00135606112926179	0.00145656404861631	3.70081789938665e-30	1.18411369508775e-28	3.78257895522284e-31	2.27866202121858e-30
gene2425	DB	1	1	2	0.000114837639819121	0.000139154971001661	0.00675959990641583	0.0136265220895716	1.16972406101845e-05	1.49162351227421e-05
gene2426	NS	1	1	1	1.24928019040738e-08	2.85713022391624e-08	0.779450883385099	0.830313972059849	1.89368372921508e-07	2.99396637030052e-07
gene2427	DB	1	1	2	1.67594987865449e-06	2.67830583884058e-06	0.226364701261876	0.305292740750927	5.98834920544172e-06	7.90410718421609e-06
