geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.62	0.358	0.649	0.573	0.565	0.318	0.611	0.546	0.729574861344052	0.155737866763777	0.584279729972596	0.130847471623362
meanDE	0.219	0.156	0.146	0.266	0.227	0.165	0.123	0.322	0.5755349919969	0.408844883574022	0.551192876933283	0.238810283114096
EE	0.628	0.592	0.672	0.475	0.628	0.577	0.684	0.491	0.62225466426573	0.598029659002286	0.684205066850377	0.804540410147861
EE	0.344	0.365	0.401	0.826	0.369	0.372	0.418	0.827	0.484774130727662	0.341760478753925	0.716273617338809	0.412206626490128
meanDE	0.912	0.935	0.475	0.87	0.886	0.908	0.486	0.853	0.0388998690716197	0.00363479254193119	0.0144951766741369	0.000647103745293616
EE	0.784	0.857	0.846	0.805	0.781	0.844	0.852	0.823	0.732335706768582	0.273902401162131	0.612121158409987	0.183180709149552
EE	0.436	0.522	0.682	0.808	0.47	0.56	0.664	0.816	0.853183766828876	0.29628280909351	0.480917526075054	0.561117277445872
EE	0.069	0.062	0.046	0.723	0.074	0.058	0.054	0.719	0.00488782445259786	8.67039499783089e-08	0.00757978720948227	1.81651136715509e-07
meanDE	0.838	0.832	0.824	0.589	0.853	0.856	0.836	0.6	0.713809544939126	0.672793996878115	0.869617643484075	0.34492460638109
EE	0.266	0.411	0.633	0.84	0.232	0.397	0.618	0.827	0.461595391565367	0.219940225233466	0.303376466042443	0.239840117682588
EE	0.419	0.311	0.299	0.592	0.461	0.309	0.343	0.624	0.0387088573951134	1.36960657600533e-13	0.160270010495225	2.45394698652166e-10
EE	0.576	0.812	0.615	0.09	0.549	0.804	0.563	0.108	0.394722458548486	0.13976856309952	0.304637763606057	0.114520181074511
EE	0.987	0.843	0.468	0.955	0.99	0.834	0.5	0.957	0.2861701390539	0.132492668736916	0.286167571671197	0.103441211319144
EE	0.441	0.327	0.36	0.727	0.397	0.326	0.329	0.743	0.341248847271521	0.224168011005165	0.389181725628763	0.134435901135736
varDE	0.061	0.001	0.034	0.001	0.045	0.001	0.031	0.001	0.813038045409965	2.62409598840686e-11	0.00945292181083947	0.000657102890405356
EE	0.179	0.176	0.312	0.323	0.193	0.223	0.354	0.359	0.339203852945917	0.11574292514552	0.715427406569131	0.0473947740535883
EE	0.947	0.881	0.808	0.477	0.962	0.879	0.788	0.497	0.552871334417055	0.177483851585289	0.891051091147319	0.0912755811308351
meanDE	0.604	0.49	0.804	0.284	0.516	0.414	0.779	0.279	0.670129311169794	0.0269847161362603	0.16432220302891	0.103314364875604
EE	0.852	0.701	0.862	0.997	0.84	0.688	0.889	0.994	0.810981991674373	0.454707838434114	0.378553998091016	0.90064263641415
EE	0.641	0.957	0.819	0.783	0.651	0.934	0.85	0.717	0.865602743549966	0.58252034186125	0.699986513857541	0.552977682434633
EE	0.363	0.295	0.348	0.483	0.32	0.281	0.35	0.486	0.310054335360108	0.112017132689431	0.341641559806835	0.0480222402613697
EE	0.226	0.22	0.327	0.704	0.256	0.228	0.342	0.687	0.402511031786755	0.283437399623227	0.562735995639869	0.0552029499752849
EE	0.618	0.496	0.554	0.209	0.602	0.502	0.556	0.237	0.802604034649789	0.933159769526763	0.993643948952156	0.774708474602762
EE	0.381	0.249	0.186	0.19	0.382	0.232	0.199	0.174	0.468977363502275	0.0146418699954987	0.355620891843936	0.00241869874871524
EE	0.749	0.752	0.578	0.714	0.738	0.761	0.58	0.717	0.82321609828983	0.915767252977123	0.836730799240652	0.918122513327806
EE	0.28	0.164	0.307	0.173	0.254	0.147	0.272	0.175	0.183480110913192	0.0390419551003562	0.41215275756248	0.00863693462393934
varDE	0.096	0.002	0.06	0.001	0.085	0.001	0.062	0.001	0.606067798751122	5.09752803334892e-09	0.0213266593798388	0.0639012383709286
EE	0.814	0.841	0.915	0.889	0.804	0.873	0.903	0.891	0.924836248176947	0.853162163410877	0.898770831294886	0.528948452550643
EE	0.156	0.183	0.146	0.149	0.166	0.165	0.143	0.145	0.1333917849923	1.01133348030427e-06	0.0976153365061507	2.3702166945998e-07
EE	0.798	0.801	0.423	0.548	0.772	0.761	0.4	0.448	0.240968810123686	0.00903453074380721	0.464183241531357	0.00687095990815952
EE	0.669	0.718	0.929	0.29	0.656	0.715	0.953	0.303	0.565537561861145	0.621767535286546	0.860725258979397	0.271827475085134
EE	0.497	0.309	0.367	0.405	0.524	0.27	0.387	0.417	0.491574937619187	0.31208040792574	0.793240210441949	0.187510498745746
EE	0.811	0.813	0.679	0.229	0.831	0.828	0.675	0.231	0.618072053715318	0.259276555193285	0.588713884644193	0.10783876849462
meanDE	0.02	0.031	0.024	0.267	0.023	0.017	0.014	0.199	0.0171599357026436	1.33590707901863e-07	0.0902844859226752	2.97101837456511e-07
varDE	0.184	0.109	0.016	0.002	0.196	0.12	0.012	0.001	0.167340310950158	2.69746625016475e-14	0.00520802219459614	2.10100592393326e-07
EE	0.203	0.14	0.315	0.279	0.224	0.18	0.331	0.26	0.0742939709251416	4.43860333080505e-06	0.0672673841241227	1.65832927635583e-06
EE	0.991	0.881	0.844	0.748	0.994	0.9	0.826	0.734	0.674806624938545	0.311829775322687	0.767122723034134	0.21623968402267
meanDE	0.964	0.929	0.532	0.23	0.968	0.929	0.514	0.213	0.363675121135883	0.364653919627958	0.659547373231502	0.10868085601577
EE	0.606	0.615	0.23	0.584	0.617	0.628	0.225	0.572	0.586477325970023	0.0749910135545078	0.959541300863633	0.027619351760387
EE	0.534	0.902	0.512	0.818	0.52	0.896	0.532	0.839	0.521941917026345	0.382275021349594	0.859156538725825	0.364412276978323
EE	0.849	0.744	0.983	0.916	0.818	0.76	0.983	0.924	0.991341923318961	0.182585761453271	0.976253868024101	0.938445930688801
EE	0.373	0.327	0.922	0.112	0.38	0.351	0.922	0.128	0.613558943345172	0.30557206836532	0.189451226903022	0.589558877869232
varDE	0.233	0.182	0.066	0.542	0.254	0.187	0.087	0.559	0.339898684382884	7.85355074321813e-06	4.94177326250091e-05	0.325095149927994
EE	0.15	0.267	0.173	0.503	0.134	0.274	0.141	0.482	0.192299286228685	0.00473373191465092	0.367932781427353	0.0015391390040004
EE	0.933	0.817	0.929	0.86	0.929	0.821	0.928	0.858	0.944660739863414	0.918009387124156	0.816585998382857	0.658759226985324
EE	0.786	0.667	0.92	0.727	0.803	0.649	0.912	0.749	0.720065003286306	0.037564636338737	0.673742189277487	0.0339815513916277
EE	0.974	0.983	0.924	0.146	0.98	0.973	0.917	0.127	0.952642822696959	0.900938196744851	0.944660967203902	0.920234465886464
meanDE	0.575	0.627	0.268	0.292	0.58	0.632	0.268	0.333	0.00149110403211947	0.000406287532352025	0.156515977593542	0.000700734181532106
EE	0.443	0.247	0.185	0.954	0.411	0.23	0.194	0.957	0.0194230254887788	4.2425998402403e-05	0.0104056201082046	0.000230184335090266
EE	0.107	0.103	0.16	0.092	0.139	0.12	0.188	0.117	0.0843923769281456	2.53380254894197e-09	0.0690156948972595	2.83299090316745e-09
EE	0.162	0.19	0.294	0.877	0.181	0.222	0.29	0.873	0.170677982267721	8.0678214183409e-07	0.178238045624672	7.04371533219572e-07
EE	0.637	0.52	0.319	0.696	0.675	0.546	0.341	0.704	0.502845107572219	0.0259091951995356	0.65261393111357	0.0364832296939791
meanDE	0.178	0.536	0.243	0.293	0.194	0.523	0.218	0.317	0.103042944962978	0.000213994102509966	0.0084149253133943	0.000392039110527983
EE	0.798	0.843	0.985	0.98	0.779	0.837	0.986	0.973	0.795220170469541	0.636715225635081	0.801164053948767	0.34306476392746
EE	0.883	0.956	0.965	0.984	0.883	0.954	0.959	0.988	0.738791193170492	0.458939633198916	0.967629778930078	0.286049708941261
varDE	0.122	0.207	0.379	0.265	0.133	0.203	0.417	0.275	0.0637988310480612	1.24414489384223e-55	0.275184592826719	8.38041546705413e-11
EE	0.182	0.219	0.712	0.72	0.227	0.241	0.691	0.695	0.70879580546668	0.759887140216167	0.817794335404433	0.887198258657007
EE	0.01	0.014	0.022	0.025	0.012	0.015	0.019	0.026	0.0285852004564292	9.53162214869901e-11	0.0365587409121517	5.71720533041153e-10
varDE	0.047	0.001	0.004	0.012	0.053	0.002	0.005	0.017	0.594592777047398	1.28092870658926e-08	3.38105016412883e-05	0.0206854685437164
varDE	0.556	0.456	0.604	0.256	0.507	0.364	0.57	0.215	0.8623346905314	0.00312907640685211	0.0585142121606548	0.0198849701452103
EE	0.91	0.618	0.884	0.412	0.903	0.603	0.894	0.467	0.74878607485091	0.596420695172199	0.543632095420387	0.164327657706835
EE	0.877	0.864	0.568	0.628	0.877	0.868	0.537	0.667	0.433676302376499	0.260107290127475	0.574642024828356	0.167334244074756
meanDE	0.298	0.431	0.353	0.883	0.277	0.445	0.334	0.885	0.347308189014043	0.0184573965483097	0.182216614398078	0.0300129578572047
EE	0.025	0.029	0.031	0.257	0.022	0.022	0.034	0.239	0.0340053534767178	8.85106631385954e-05	0.019598671854605	0.000846006295546465
EE	0.648	0.459	0.475	0.161	0.672	0.508	0.46	0.176	0.351781455438172	0.072774405250254	0.447661363388673	0.0343665813172376
meanDE	0.036	0.035	0.047	0.122	0.037	0.038	0.044	0.135	0.00215977948643031	7.39435664368989e-06	0.0230940059152002	4.89737620597532e-05
EE	0.664	0.388	0.573	0.75	0.53	0.34	0.478	0.696	0.110408174733412	1.27045130582982e-14	0.488126762889001	2.59746847264946e-05
EE	0.973	0.924	0.741	0.888	0.972	0.93	0.743	0.91	0.80999656977166	0.157131040683763	0.905831071526368	0.222392359650038
EE	0.243	0.519	0.047	0.23	0.152	0.458	0.02	0.248	0.0329220680301799	0.00125861829534637	0.00891766757322501	0.000307421783781532
EE	0.891	0.774	0.82	0.676	0.887	0.758	0.841	0.687	0.883353743996178	0.964231376301753	0.980848952595641	0.9175636129862
EE	0.781	0.382	0.586	0.378	0.774	0.388	0.629	0.395	0.601737681559113	0.0425930345195207	0.442077685516931	0.61576102289738
varDE	0.16	0.116	0.106	0.158	0.19	0.154	0.13	0.155	0.450883608477803	5.57121628017654e-05	0.000836331128847313	0.416628082612655
EE	0.362	0.223	0.458	0.15	0.347	0.226	0.461	0.168	0.306914584585339	0.399654996968072	0.51811396299361	0.202629714810519
EE	0.812	0.75	0.929	0.925	0.775	0.728	0.939	0.923	0.676861438415002	0.411193585396137	0.803266378266599	0.393541868259078
EE	0.785	0.572	0.671	0.555	0.8	0.57	0.675	0.582	0.852308068425859	0.89806118723484	0.8963475658271	0.984964821492258
EE	0.679	0.855	0.396	0.004	0.612	0.847	0.401	0.003	0.0283262479113014	0.00161582072829602	0.0361103211263684	0.00983415785860592
EE	0.755	0.738	0.633	0.958	0.788	0.738	0.638	0.956	0.368471332659964	0.0310043168719125	0.674745893728595	0.0159115199520889
EE	0.157	0.172	0.294	0.676	0.157	0.174	0.336	0.658	0.366550839078048	0.15012545799143	0.479946961625533	0.141529126708607
EE	0.016	0.009	0.035	0.015	0.004	0.001	0.007	0.003	0.000342603006794148	1.12396870220404e-12	0.000127203333201674	4.97010462336696e-14
EE	0.963	0.853	0.674	0.396	0.979	0.89	0.715	0.44	0.622573247119434	0.0466859161122839	0.180907973893816	0.379438858530986
EE	0.932	0.869	0.382	0.354	0.924	0.887	0.354	0.342	0.355000483136417	0.198590967701199	0.530333225285098	0.184170234848968
EE	0.39	0.28	0.433	0.347	0.423	0.318	0.506	0.319	0.138751090205763	0.00107794061400231	0.118316626348552	0.00961690261124469
meanDE	0.512	0.514	0.514	0.823	0.483	0.52	0.501	0.832	0.390733608133306	9.01242958525061e-05	0.51154430907866	0.00731670771777114
varDE	0.571	0.535	0.511	0.296	0.541	0.511	0.494	0.339	0.790991048419922	0.00291247917374065	0.230653666561015	0.0148298105850869
EE	0.969	0.996	0.559	0.384	0.977	0.998	0.535	0.378	0.374703172558695	0.245768071797785	0.503494003001072	0.136385461153837
EE	0.828	0.938	0.674	0.859	0.8	0.929	0.633	0.853	0.686230056581739	0.270125108800858	0.756302967595681	0.284005377143934
EE	0.506	0.354	0.478	0.344	0.559	0.42	0.497	0.388	0.566115746912867	0.00608802218330833	0.683087862175333	0.00266670917455241
EE	0.285	0.244	0.247	0.509	0.291	0.249	0.26	0.479	0.147543318223509	0.000936115715776443	0.017026139379354	0.00197007027618173
varDE	0.041	0.041	0.005	0.07	0.043	0.044	0.006	0.088	0.244542064800561	1.32598777451768e-08	0.0447334883545383	1.90846498562509e-06
EE	0.054	0.011	0.006	0.015	0.062	0.01	0.004	0.017	8.6557512222645e-06	2.11191736409638e-142	0.000216986798260821	2.65809953984893e-130
EE	0.862	0.922	0.725	0.705	0.877	0.914	0.699	0.706	0.522703349963562	0.0772554203928487	0.448705737465087	0.0225555136638158
meanDE	0.833	0.793	0.922	0.544	0.786	0.72	0.916	0.492	0.608415429348305	1.03270769772833e-06	0.371938604158254	0.465075702540368
EE	0.108	0.113	0.17	0.128	0.116	0.107	0.151	0.115	0.0353382890206277	1.76521130166389e-25	0.034951069350081	2.38766681700218e-16
EE	0.492	0.589	0.332	0.464	0.487	0.593	0.344	0.499	0.449162225000475	0.0238303509711429	0.50045172456463	0.00174782702336833
EE	0.479	0.646	0.52	0.703	0.49	0.657	0.517	0.727	0.645855333845079	0.273577870091436	0.771985000158248	0.361916131691098
varDE	0.542	0.465	0.581	0.679	0.555	0.464	0.544	0.672	0.250716295170066	9.36868825460527e-07	0.066564535886434	0.0884948215958932
EE	0.46	0.635	0.81	0.981	0.491	0.659	0.82	0.971	0.71530780291085	0.582107875402244	0.649837275802033	0.313791623503883
varDE	0.111	0.175	0.123	0.021	0.125	0.188	0.133	0.035	0.323533099616398	5.94118310663521e-11	0.00807794216901366	5.5159490234667e-09
meanDE	0.105	0.114	0.054	0.303	0.122	0.141	0.066	0.307	0.00312629683000062	1.09343850819706e-05	0.0360144264289616	4.098700706654e-06
EE	0.82	0.785	0.898	0.523	0.813	0.78	0.904	0.543	0.737423494550759	0.570057658131967	0.848702646298895	0.292271451372707
EE	0.834	0.809	0.576	0.905	0.826	0.816	0.579	0.9	0.72869091482052	0.014150823606796	0.496014925051022	0.0582903937890373
EE	0.762	0.945	0.832	0.575	0.748	0.939	0.818	0.58	0.954471440918071	0.283852749332437	0.909227339700421	0.879656482444263
EE	0.168	0.365	0.191	0.863	0.181	0.364	0.186	0.818	0.224775292026645	0.0194886995834052	0.451926261645853	0.0134903865097903
EE	0.213	0.194	0.217	0.146	0.221	0.227	0.243	0.158	0.35317340508196	0.0385008309556559	0.979381874955989	0.0196673325218403
EE	0.886	0.689	0.686	0.268	0.906	0.701	0.695	0.312	0.763027109190686	0.0468323945918925	0.793333983206215	0.0721701248720191
EE	0.563	0.476	0.371	0.163	0.57	0.516	0.427	0.18	0.870291795828889	0.421975691887893	0.785952616363199	0.473112591016679
varDE	0.086	0.004	0.088	0.746	0.085	0.005	0.096	0.745	0.646004411648893	7.11219478623889e-11	6.76691658287321e-05	0.0462067752277159
EE	0.722	0.65	0.417	0.336	0.62	0.559	0.343	0.273	0.143310441637638	0.00094088150224235	0.114995472652745	0.000109220962558078
EE	0.302	0.285	0.217	0.233	0.28	0.232	0.187	0.181	0.176338506821691	5.96471118545061e-06	0.0898117771766025	1.61368936818154e-06
EE	0.478	0.389	0.468	0.923	0.454	0.357	0.425	0.905	0.44254660978141	0.00498101896825196	0.405225405383177	0.000112519054937386
EE	0.224	0.255	0.382	0.341	0.129	0.163	0.243	0.265	0.183168413188917	4.2343420631352e-10	0.230282366300597	7.33863283680904e-10
EE	0.769	0.68	0.823	0.488	0.749	0.66	0.831	0.403	0.762786090968971	0.238187277512717	0.362586762864303	0.535112354983425
EE	0.046	0.131	0.075	0.772	0.046	0.119	0.054	0.745	0.239149956314691	0.0848943954126809	0.840449840383828	0.0212890690911496
varDE	0.547	0.46	0.674	0.252	0.588	0.474	0.691	0.294	0.73586005675523	1.94918248726001e-05	0.000981257125609257	0.102620888882927
varDE	0.533	0.486	0.542	0.482	0.53	0.459	0.576	0.516	0.769871070060168	0.00346727239851926	0.00442981116141374	0.243029519971896
varDE	0.004	0.003	0.005	0.009	0.003	0.002	0.004	0.012	0.0720146212017198	1.99661877565434e-07	0.00353229507761152	7.38441869334243e-08
EE	0.998	0.937	0.958	0.694	0.997	0.93	0.959	0.717	0.820898330266233	0.16760912067924	0.542714872028326	0.518896262534535
EE	0.209	0.197	0.424	0.25	0.228	0.24	0.441	0.273	0.157408699957959	1.72655200144244e-05	0.317046946283214	0.000111795991989139
EE	0.786	0.439	0.236	0.412	0.802	0.447	0.208	0.388	0.133004578223821	0.0124875021861165	0.919313684431935	0.00453092346344511
varDE	0.111	0.029	0.064	0.417	0.12	0.035	0.073	0.404	0.165859658853875	3.35082145972315e-13	1.63262907569219e-06	0.265676857266205
EE	0.414	0.297	0.333	0.368	0.447	0.345	0.341	0.355	0.660382145301411	0.195851127443607	0.800120015405918	0.0866037575100889
EE	0.284	0.258	0.16	0.286	0.309	0.308	0.18	0.296	0.316379006535819	9.34447198217904e-12	0.0557524454809635	1.21084009854471e-11
EE	0.68	0.656	0.101	0.992	0.682	0.672	0.11	0.984	0.0906195942595816	0.0374797842268673	0.696548911986075	0.00994624125830336
EE	0.688	0.433	0.45	0.494	0.706	0.492	0.449	0.458	0.526652897464078	0.375638574504866	0.59448030045152	0.767686072670993
EE	0.604	0.788	0.859	0.823	0.619	0.785	0.86	0.811	0.82582394597138	0.732794370181617	0.890480303961088	0.713922597830526
EE	0.174	0.205	0.422	0.707	0.184	0.22	0.432	0.721	0.070943286932036	0.000104637114679809	0.0548263794763143	0.00026653136870672
EE	0.332	0.467	0.526	0.4	0.341	0.447	0.509	0.367	0.755607260857803	0.153479606421391	0.574894742886372	0.722672132727234
EE	0.009	0.01	0.018	0.01	0.015	0.016	0.017	0.007	0.0435267541681783	7.43798314495281e-06	0.0461640421668014	5.99995687480865e-06
EE	0.538	0.406	0.197	0.091	0.566	0.448	0.25	0.086	0.502435808039106	0.543446048228711	0.687169790254371	0.652389555012387
varDE	0.533	0.444	0.397	0.303	0.534	0.455	0.397	0.288	0.999446115576511	0.00524148172663558	0.0780293215440486	0.45179732980555
EE	0.573	0.681	0.79	0.672	0.561	0.716	0.787	0.668	0.406421470474441	0.00387293324681774	0.260323472930577	0.000592326655347833
EE	0.869	0.474	0.648	0.78	0.866	0.514	0.655	0.798	0.448261265652802	0.349480540324327	0.574466581822757	0.159050506177345
varDE	0.39	0.236	0.21	0.668	0.369	0.209	0.186	0.668	0.493981125500689	4.27804431602033e-06	0.000397163318827509	0.00411191682664976
EE	0.445	0.26	0.431	0.361	0.444	0.242	0.398	0.369	0.34087865537274	0.238881586894868	0.436318513421197	0.112976440722677
EE	0.54	0.941	0.563	0.727	0.545	0.923	0.586	0.72	0.730847499132183	0.796411300324748	0.981570369041322	0.494539305835583
EE	0.117	0.025	0.125	0.566	0.103	0.041	0.098	0.522	0.145098576829544	0.000707322314293638	0.0948864544095259	0.00153247851806169
EE	0.706	0.849	0.733	0.907	0.751	0.853	0.773	0.901	0.72941189816602	0.532391040056556	0.691135073321435	0.489990646665807
EE	0.701	0.975	0.905	0.905	0.605	0.961	0.817	0.89	0.919371022788783	0.65450381788157	0.763788695175871	0.32333657315966
EE	0.12	0.129	0.103	0.093	0.156	0.142	0.125	0.112	0.0752539747016167	8.58656554860587e-05	0.447298059105599	7.92567837551716e-05
EE	0.815	0.81	0.603	0.555	0.802	0.791	0.626	0.578	0.923126333068501	0.805525380171957	0.784321099898778	0.876129107164167
EE	0.066	0.102	0.064	0.051	0.065	0.118	0.071	0.035	0.0177751056965312	3.30655050912856e-08	0.00808501146525286	1.17689965604284e-06
EE	0.535	0.94	0.569	0.262	0.514	0.939	0.546	0.289	0.660220466292051	0.695422127202147	0.851929403994118	0.38684421329802
EE	0.473	0.326	0.335	0.745	0.424	0.305	0.353	0.768	0.806166120179677	0.548024210820251	0.545505758399815	0.699096566959113
EE	0.745	0.874	0.486	0.309	0.741	0.883	0.455	0.259	0.470577547117339	0.029449811863447	0.703794700384958	0.0134646556965806
EE	0.472	0.354	0.534	0.665	0.466	0.362	0.533	0.669	0.211813030770563	0.000318635287095438	0.303972378429712	6.98882512767333e-05
varDE	0.04	0.005	0.008	0.106	0.026	0.003	0.005	0.121	0.0950950831730916	1.1404861549703e-09	0.146416961810542	1.14564744458929e-07
varDE	0.342	0.191	0.368	0.47	0.369	0.223	0.387	0.442	0.0885350152581963	2.93521526178231e-06	3.37446573628041e-05	0.434181397049478
EE	0.039	0.046	0.032	0.304	0.05	0.058	0.053	0.299	0.0267259001621593	7.8518343060498e-06	0.0431075171728357	1.18762195079985e-05
EE	0.08	0.077	0.045	0.024	0.109	0.111	0.056	0.039	0.0387168315686376	2.06736168744987e-06	0.0482629333874035	5.0015798233443e-07
EE	0.223	0.233	0.226	0.202	0.229	0.248	0.218	0.216	0.0612756975110279	1.90854356117354e-15	0.0840621479679993	6.9878300188802e-08
EE	0.485	0.3	0.386	0.604	0.443	0.291	0.364	0.662	0.54136853378566	2.05873096638109e-06	0.449332192426758	2.49108031214642e-06
meanDE	0.028	0.039	0.062	0.344	0.029	0.028	0.052	0.341	0.0369102445387218	6.71234037199847e-35	0.0058717312429636	3.996939069497e-26
EE	0.221	0.178	0.298	0.395	0.228	0.19	0.292	0.399	0.660330833740104	0.653403771906476	0.938563027797735	0.334289242410672
EE	0.977	0.965	0.742	0.678	0.978	0.96	0.693	0.713	0.565842449192515	0.471982376744459	0.382250802747977	0.535576366708866
EE	0.392	0.355	0.441	0.554	0.397	0.399	0.449	0.519	0.325498185029114	0.0857143021528911	0.254367217560971	0.0544732264914236
EE	0.148	0.099	0.086	0.096	0.143	0.09	0.066	0.096	0.050936162152515	2.99141193919298e-08	0.0267434074932641	2.04169960270759e-09
EE	0.127	0.277	0.277	0.463	0.133	0.278	0.247	0.438	0.150877310196215	0.0189067810957263	0.201671898697038	0.0150643345813106
varDE	0.061	0.103	0.142	0.896	0.085	0.111	0.149	0.916	0.498126581710607	0.000134788505315236	0.0591175698131597	0.00149679826901286
EE	0.599	0.69	0.525	0.295	0.599	0.705	0.562	0.317	0.574877815057067	0.0441913013742266	0.545761216816128	0.00785806665925794
varDE	0.112	0.008	0.075	0.01	0.128	0.01	0.082	0.013	0.646489306370218	1.5093137438983e-05	0.000312377009522304	0.0144988432917439
EE	0.075	0.091	0.068	0.237	0.054	0.067	0.044	0.205	0.0273525882786428	3.8142553083314e-20	0.0567168800184876	1.17417886027523e-13
EE	0.663	0.96	0.622	0.81	0.661	0.962	0.595	0.857	0.534748605690826	0.614511574373926	0.62401722073928	0.274982219300845
EE	0.094	0.123	0.144	0.079	0.124	0.133	0.164	0.101	0.296617741759759	0.245172511525318	0.425323549552455	0.176149082123582
EE	0.318	0.266	0.184	0.556	0.299	0.23	0.207	0.564	0.167281335909799	0.00144286733000394	0.0238062529414779	0.000473984625409267
EE	0.272	0.536	0.61	0.727	0.265	0.525	0.593	0.76	0.0615477807062672	2.60817548025409e-06	0.0145947681785324	1.9993590717343e-06
EE	0.596	0.487	0.448	0.865	0.581	0.447	0.435	0.882	0.941247908687028	0.17431954899294	0.263473761568562	0.899226717330952
EE	0.236	0.212	0.728	0.821	0.263	0.219	0.714	0.804	0.320320016714661	0.207931589786467	0.935245239858597	0.0633711615926078
varDE	0.338	0.111	0.244	0.266	0.347	0.128	0.272	0.244	0.31151253940242	6.9817902595205e-05	0.0628015763062353	0.000106509725128463
EE	0.298	0.297	0.304	0.308	0.297	0.299	0.328	0.307	0.100205727457986	8.00022035042832e-12	0.125390978121891	7.96613713290678e-12
