geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.6	0.881	0.474	0.187	0.622	0.867	0.475	0.194	0.597177752283901	0.661619217655227	0.953387303773349	0.456771760702674
meanDE	0.313	0.44	0.312	0.475	0.301	0.469	0.276	0.473	0.766196586316746	0.638278841809856	0.790755329824807	0.350774125216595
EE	0.849	0.721	0.614	0.678	0.839	0.731	0.604	0.655	0.77486241857282	0.684927619463178	0.914727999520261	0.510727731623555
EE	0.393	0.425	0.39	0.068	0.376	0.431	0.399	0.075	0.187548395982439	2.60377000002886e-07	0.412066694588294	5.94925308082677e-07
EE	0.019	0.013	0.029	0.024	0.02	0.003	0.018	0.011	0.0018585699061949	9.81763322091245e-34	0.00110300625594567	4.30374451424477e-27
EE	0.408	0.459	0.113	0.022	0.413	0.468	0.134	0.025	0.360583769759345	0.586420219742509	0.562474678452433	0.383550420002863
EE	0.433	0.303	0.344	0.501	0.431	0.264	0.346	0.466	0.615501161958982	0.0446655334451902	0.741549998610617	0.0710413104429066
varDE	0.541	0.291	0.686	0.279	0.527	0.329	0.688	0.293	0.551678858071284	4.56319711183643e-06	0.26702816951707	0.513214608771087
EE	0.516	0.462	0.619	0.871	0.507	0.461	0.594	0.872	0.34049928506798	0.0218023355685514	0.323109638993016	0.0113774979578792
EE	0.66	0.613	0.826	0.378	0.637	0.566	0.808	0.384	0.83481180542946	0.00469927239363412	0.0667433938989125	0.444513245144975
meanDE	0.109	0.094	0.073	0.694	0.13	0.094	0.061	0.678	0.0176572141579287	1.0684856676698e-07	0.0166887265956559	3.75987769820261e-08
EE	0.018	0.022	0.032	0.023	0.028	0.034	0.04	0.029	0.000598684758189055	1.1931794269557e-69	0.00099385695933368	7.09290083078582e-59
EE	0.654	0.603	0.693	0.717	0.64	0.603	0.68	0.679	0.538401184175973	0.163084325869226	0.322980375640628	0.0932390057298434
EE	0.831	0.603	0.584	0.237	0.83	0.609	0.581	0.265	0.638193767835726	0.33395524268302	0.271082158978408	0.397262569611525
EE	0.25	0.858	0.175	0.326	0.246	0.808	0.166	0.319	0.181150661332133	0.00679991057240437	0.0841590633265946	0.0142924893025016
varDE	0.026	0.068	0.039	0.018	0.042	0.089	0.038	0.014	0.106268358312017	3.43476605060384e-09	0.0183105314371663	7.50216443780014e-09
EE	0.08	0.081	0.152	0.513	0.076	0.084	0.16	0.456	0.852590527411495	0.96726175124267	0.97716499985755	0.926105648433539
EE	0.414	0.557	0.395	0.53	0.4	0.512	0.381	0.55	0.24441078297125	2.14977691107036e-12	0.600331961971348	1.67615189690366e-07
meanDE	0.415	0.434	0.123	0.075	0.447	0.42	0.131	0.091	0.0227528337635431	4.3550186698164e-05	0.00125351073180119	0.00106286263078663
EE	0.73	0.557	0.918	0.228	0.751	0.562	0.908	0.244	0.748514236171076	0.186146299108076	0.121124845667718	0.763524286232993
EE	0.904	0.98	0.858	0.24	0.914	0.973	0.827	0.292	0.963199388986767	0.926613986013043	0.780357970386233	0.791665105746104
meanDE	0.011	0.018	0.005	0.271	0.018	0.025	0.006	0.238	0.00437651407223838	0.000855102006383592	0.00614085064591016	0.000261533864713057
meanDE	0.678	0.859	0.719	0.944	0.652	0.856	0.716	0.931	0.963235960474613	0.996972180898735	0.969249153857251	0.989529788290293
EE	0.547	0.844	0.818	1	0.533	0.85	0.824	1	0.600339010311561	0.481139391980101	0.405919004052208	0.563998998634987
EE	0.289	0.25	0.344	0.403	0.301	0.276	0.366	0.412	0.328952184947259	0.018395473805427	0.342757696758753	0.0334048502033817
EE	0.355	0.313	0.849	0.444	0.377	0.315	0.852	0.454	0.593579440931603	0.190403547316387	0.3116306474694	0.516160962560716
EE	0.856	0.392	0.718	0.343	0.856	0.409	0.718	0.332	0.487320467247649	0.100580250450011	0.745541216571434	0.025036508639523
EE	0.072	0.029	0.063	0.02	0.046	0.012	0.038	0.025	0.0178592541998978	2.79594865995437e-08	0.0928692466019757	2.78886667881456e-07
varDE	0.269	0.025	0.257	0.184	0.254	0.024	0.268	0.226	0.867616318006652	9.35450006459659e-07	0.00107935631611969	0.0224372266391467
EE	0.296	0.133	0.212	0.181	0.29	0.123	0.214	0.154	0.561460851155615	0.630811972992306	0.885535794287007	0.355799610853343
EE	0.575	0.738	0.36	0.368	0.591	0.74	0.395	0.382	0.13247051497367	0.000548691283900077	0.179282239692254	0.000441471823475586
EE	0.671	0.762	0.601	0.575	0.66	0.755	0.589	0.552	0.976231863997188	0.209699624992602	0.758976163371942	0.798632922046218
meanDE	0.133	0.316	0.284	0.04	0.146	0.31	0.249	0.053	0.0561819971698164	0.00986094850025643	0.714614455761804	0.00289452457206795
EE	0.173	0.311	0.45	0.454	0.164	0.313	0.432	0.458	0.342856039585873	0.229269608828246	0.375099301914491	0.0715461657385376
EE	0.999	0.933	0.742	0.306	1	0.936	0.736	0.292	0.990530625745236	0.930878365184074	0.944343506005482	0.584261761630221
EE	0.442	0.75	0.628	0.299	0.48	0.763	0.664	0.343	0.153866980094723	0.0686181183183717	0.167065587626551	0.0337992766248805
EE	0.819	0.752	0.797	0.832	0.844	0.744	0.793	0.834	0.404307450467719	0.139434049773222	0.0527214769575797	0.424028653452359
varDE	0.124	0.016	0.107	0.398	0.113	0.017	0.146	0.403	0.861812461548702	1.36538260071312e-05	0.000690324008111549	0.0593838887217238
meanDE	0.942	0.886	0.937	0.856	0.941	0.881	0.94	0.849	0.886589230356179	0.84611293964674	0.852917975406914	0.62015924984499
EE	0.63	0.745	0.786	0.927	0.627	0.777	0.819	0.927	0.847056635366185	0.544350795292358	0.930744042985719	0.289042749879215
EE	0.674	0.69	0.668	0.452	0.706	0.665	0.657	0.452	0.881877309340893	0.170982634019226	0.888507734048989	0.50204338794794
EE	0.663	0.604	0.614	0.934	0.647	0.582	0.608	0.947	0.676596156297759	0.788552801695577	0.878941469325846	0.621017538548283
EE	0.984	0.945	0.775	0.487	0.984	0.936	0.721	0.536	0.852587615147977	0.747343120735263	0.777332467123549	0.633552153517427
EE	0.041	0.015	0.056	0.05	0.044	0.022	0.062	0.057	0.0910388885460498	4.18149464866819e-05	0.786198408998316	1.65885624668186e-05
EE	0.799	0.807	0.702	0.495	0.792	0.795	0.745	0.506	0.837200799519209	0.308020540860369	0.94643986874252	0.123494448635633
EE	0.921	0.706	0.446	0.421	0.929	0.698	0.435	0.443	0.477512710049742	0.0865990739949806	0.217951800599848	0.0407867462534654
EE	0.035	0.014	0.141	0.026	0.028	0.012	0.129	0.015	0.0688029972684284	0.00011012070140432	0.0991117385210453	0.00933130151139563
EE	0.647	0.862	0.362	0.471	0.606	0.84	0.372	0.442	0.561921165754823	0.260384444867108	0.725587113961844	0.203684218503699
EE	0.967	0.974	0.58	0.69	0.96	0.974	0.502	0.692	0.177064670549207	0.0913344828551647	0.572564408542102	0.0327273106779178
varDE	0.261	0.235	0.599	0.731	0.323	0.242	0.604	0.683	0.229074151157175	1.76319694329248e-07	6.82245794923127e-05	0.770308597039372
EE	0.675	0.547	0.596	0.314	0.679	0.548	0.617	0.312	0.630348681553254	0.619344232335527	0.940766402194458	0.38236421735078
EE	0.773	0.585	0.737	0.842	0.776	0.596	0.763	0.849	0.757142974535832	0.337677810130264	0.355694560621344	0.749533699821577
meanDE	0.049	0.039	0.069	0.036	0.044	0.039	0.063	0.038	0.0360097841805479	7.3932061416582e-20	0.0165154361690275	1.41179442590839e-19
EE	0.083	0.102	0.049	0.142	0.075	0.088	0.06	0.138	0.231099494329835	0.00302855160481113	0.0237667892959053	0.00452071425989005
meanDE	0.087	0.052	0.023	0.115	0.064	0.05	0.033	0.118	0.0517632695309669	0.00093854136570843	0.0687161096984007	0.000321209597580765
meanDE	0.169	0.271	0.195	0.214	0.167	0.263	0.195	0.212	0.129969134851213	9.52244325538934e-13	0.157437422634846	8.02917288280883e-13
EE	0.968	0.655	0.786	0.101	0.967	0.642	0.78	0.075	0.742585648547414	0.55593888086255	0.785546969517979	0.235855415805754
EE	0.799	0.628	0.922	0.828	0.793	0.642	0.927	0.829	0.598342662153814	0.0570681490994436	0.0843922441225388	0.669842374325571
EE	0.768	0.623	0.688	0.587	0.748	0.574	0.681	0.603	0.758897228874334	0.60175212490338	0.734183714229788	0.61991381666489
EE	0.415	0.489	0.506	0.464	0.404	0.5	0.472	0.493	0.629450850488602	0.740122825763423	0.775104480880754	0.487916935950974
EE	0.672	0.554	0.544	0.744	0.676	0.581	0.585	0.761	0.846418602498273	0.459916144135548	0.849178136697618	0.606962327106791
EE	0.37	0.215	0.385	0.732	0.385	0.213	0.395	0.774	0.202691136381324	4.17282365175724e-05	0.281449022627423	3.49212505753021e-05
varDE	0.282	0.094	0.067	0.045	0.239	0.102	0.077	0.051	0.631576892751071	2.84350900708096e-09	0.000153636322891061	0.00110648504695213
EE	0.297	0.194	0.27	0.24	0.289	0.196	0.259	0.219	0.307089446187592	0.00609052545340154	0.422183019962671	0.0455337405091372
EE	0.687	0.814	0.929	0.933	0.56	0.739	0.903	0.907	0.536316243696271	0.00164027886190803	0.906116126921164	0.634707580673981
EE	0.796	0.735	0.47	0.617	0.786	0.723	0.484	0.575	0.65276443208024	0.22515496831978	0.797780825420917	0.198414061933925
EE	0.107	0.142	0.091	0.346	0.1	0.156	0.086	0.293	0.0942546145998447	0.00142723456797208	0.0371536767434943	0.000965502355586015
EE	0.103	0.175	0.157	0.357	0.121	0.19	0.166	0.343	0.170446256647348	0.00012859402098398	0.23054562235378	2.48762016121289e-05
EE	0.837	0.667	0.915	0.549	0.827	0.683	0.923	0.543	0.570476345805841	0.676898523907001	0.844259023207539	0.547455976092266
EE	0.454	0.375	0.484	0.511	0.427	0.354	0.476	0.494	0.400545651887768	0.179481854289907	0.281076817869718	0.146657476276107
varDE	0.078	0.078	0.034	0.822	0.081	0.083	0.038	0.536	0.91161422358246	2.29881315884981e-07	0.000530275486586049	0.012515757656049
EE	0.836	0.686	0.514	0.716	0.839	0.673	0.485	0.675	0.328502720629129	0.0527223149173133	0.194365263663656	0.0309316205312417
EE	0.179	0.245	0.192	0.294	0.168	0.259	0.193	0.262	0.121733128766063	6.59623042280424e-07	0.164462585773721	7.94567057518715e-06
EE	0.684	0.694	0.772	0.689	0.661	0.656	0.737	0.653	0.905273041018531	0.737653975878842	0.915397201479037	0.765102672209014
EE	0.666	0.959	0.993	0.979	0.679	0.961	0.996	0.987	0.690236584359649	0.352547195049368	0.685334670476173	0.32355147697347
varDE	0.271	0.261	0.178	0.092	0.264	0.227	0.173	0.086	0.162078568308813	2.53237023872432e-20	0.0691378495947258	8.64958586758624e-23
EE	0.295	0.33	0.227	0.069	0.278	0.288	0.2	0.057	0.840258778752462	0.967046988074472	0.89634191876184	0.796701105920859
varDE	0.481	0.413	0.635	0.692	0.466	0.378	0.612	0.657	0.555384291039915	8.37533867992658e-07	0.12889066258687	0.744085140354697
EE	0.345	0.259	0.397	0.259	0.323	0.259	0.39	0.275	0.439791903293671	0.0442306582910287	0.462579245954992	0.0644850720046494
EE	0.896	0.819	0.953	0.95	0.892	0.8	0.955	0.96	0.592049451802766	0.526732694875485	0.369124275076833	0.515596684897154
varDE	0.196	0.066	0.244	0.728	0.212	0.049	0.287	0.726	0.195009778631105	1.09563636220771e-06	0.000233345401248911	0.42243776419317
EE	0.518	0.772	0.63	0.076	0.534	0.776	0.632	0.091	0.246856124552303	3.54891142248456e-06	0.406782801574858	0.000321139370072424
meanDE	0.107	0.287	0.149	0.786	0.114	0.328	0.144	0.784	0.0396814674608989	0.00039645106993041	0.00360812566236696	0.0093720676476408
EE	0.788	0.607	0.438	0.903	0.811	0.64	0.44	0.888	0.0335983315437599	5.23751466125129e-08	0.0689404588126269	5.99360203976747e-05
meanDE	0.112	0.079	0.174	0.146	0.105	0.086	0.157	0.124	0.0668783750939308	5.73628313113957e-07	0.0242915270669159	8.08849646933239e-07
EE	0.538	0.448	0.263	0.378	0.522	0.441	0.26	0.37	0.527907431581344	0.0346422354285484	0.447640339673909	0.0744549839555251
EE	0.137	0.826	0.59	0.595	0.171	0.831	0.58	0.643	0.631340543147559	0.0910355021545136	0.33552081505836	0.271924155494918
EE	0.822	0.61	0.827	0.806	0.85	0.647	0.845	0.835	0.625980875407158	0.363965528276465	0.595881044668022	0.200015740893897
EE	0.606	0.724	0.595	0.743	0.606	0.68	0.559	0.729	0.209053480279571	4.82220143315749e-05	0.267314222011163	0.00173265989266569
EE	0.648	0.415	0.615	0.588	0.667	0.453	0.677	0.586	0.658068782616182	0.232789635878234	0.916710132106296	0.118696555240684
EE	0.788	0.937	0.305	0.202	0.768	0.95	0.297	0.225	0.265616690110653	0.00482933329303012	0.509948625724985	0.000839578775844441
varDE	0.545	0.507	0.356	0.465	0.506	0.494	0.313	0.444	0.612132527568168	0.000948190510910773	0.0468015586598161	0.00936711852767913
EE	0.259	0.212	0.336	0.375	0.265	0.252	0.342	0.369	0.314400284912749	0.197209822650909	0.237626789771017	0.220863765466235
EE	0.714	0.837	0.844	0.265	0.73	0.839	0.831	0.239	0.424755799847925	0.358020585661341	0.279473298399656	0.139244316945864
EE	0.173	0.124	0.213	0.21	0.066	0.05	0.105	0.11	0.0713817663083764	5.2324107478995e-11	0.069762771704162	5.08718103611556e-10
varDE	0.19	0.11	0.199	0.017	0.186	0.105	0.182	0.008	0.0189163372228299	2.3362058906993e-09	2.00272027802969e-05	0.226599366597571
EE	0.352	0.2	0.549	0.3	0.357	0.247	0.581	0.32	0.797246519573206	0.896852277084149	0.983344122026979	0.591964725895771
meanDE	0.001	0.001	0.001	0.001	0.002	0.002	0.001	0.001	1.35999014324108e-08	7.16627205937172e-14	1.2176393789668e-07	1.84929847405062e-13
varDE	0.041	0.049	0.066	0.041	0.023	0.027	0.037	0.03	0.027329614136885	2.49117743746766e-22	0.00118856412607355	1.58853848264332e-17
EE	0.877	0.909	0.996	0.79	0.893	0.897	0.988	0.784	0.843542627812395	0.47890092444306	0.824469883463123	0.138871332512701
EE	0.02	0.022	0.014	0.385	0.03	0.041	0.021	0.395	0.148982900138618	0.0776048831601727	0.0818859391239492	0.0754414667284864
varDE	0.073	0.097	0.089	0.126	0.081	0.11	0.091	0.158	0.276379824217964	5.52689479988257e-06	0.0372079288536531	2.04830915243721e-05
EE	0.035	0.075	0.031	0.07	0.054	0.088	0.036	0.082	0.0201558707753694	8.5712107325727e-08	0.0197161635611375	1.65442499598221e-08
EE	0.515	0.632	0.367	0.468	0.511	0.635	0.347	0.466	0.254180573047626	3.96613588638824e-05	0.201051164255155	8.62625177777847e-06
meanDE	0.423	0.565	0.21	0.108	0.434	0.584	0.234	0.126	0.193989310378567	0.00622296138856477	0.198613887886989	0.00211289662451543
meanDE	0.535	0.408	0.853	0.61	0.525	0.373	0.862	0.609	0.245939496480628	0.00481769900130436	0.163077684819155	0.161118469246161
EE	0.536	0.847	0.725	0.521	0.552	0.842	0.758	0.546	0.677344842021463	0.801603201583453	0.992959697590469	0.621489485043683
EE	0.199	0.164	0.257	0.327	0.141	0.169	0.24	0.337	0.455241047181648	0.456186682995234	0.538872172027137	0.267167245468164
EE	0.486	0.656	0.614	0.477	0.468	0.655	0.601	0.527	0.906758848922257	0.972028676139838	0.957657590204185	0.895652942350771
EE	0.427	0.42	0.555	0.609	0.418	0.437	0.546	0.598	0.492758260036053	0.00535826247468839	0.67725838702777	0.0479074069130661
EE	0.642	0.974	0.849	0.537	0.682	0.958	0.864	0.583	0.387484796789361	0.171585289177001	0.574213806771433	0.292083180780889
EE	0.424	0.465	0.697	0.616	0.411	0.507	0.671	0.564	0.880470099448435	0.997294439575639	1	0.849843658594697
EE	0.678	0.575	0.602	0.856	0.682	0.557	0.639	0.874	0.271393775657403	1.52322086260419e-07	0.628237316618781	0.00854969228019708
EE	0.721	0.621	0.673	0.56	0.729	0.631	0.684	0.549	0.633856123661629	0.000241106253495422	0.660631659200753	0.000720319601865796
EE	0.249	0.359	0.264	0.112	0.285	0.421	0.279	0.118	0.26098928928976	0.0476448141340883	0.18481689423394	0.216462028044318
EE	0.65	0.671	0.533	0.906	0.651	0.71	0.532	0.883	0.104882149065828	0.00452896239290262	0.0822989607739725	0.0101453815494582
EE	0.439	0.425	0.063	0.141	0.406	0.382	0.065	0.156	0.742209442899086	0.0178739955528892	0.253713722145278	0.761908305389077
EE	0.471	0.545	0.659	0.914	0.458	0.507	0.606	0.9	0.519922745587292	0.365937089254046	0.826169555053941	0.104651542467461
EE	0.41	0.761	0.606	0.138	0.44	0.763	0.586	0.167	0.787104447579758	0.711636076414946	0.990149150136476	0.401577184657654
EE	0.112	0.082	0.047	0.048	0.108	0.078	0.048	0.061	0.128115129263897	3.18848087106279e-12	0.0388617491302768	1.1168709434194e-10
meanDE	0.178	0.425	0.317	0.225	0.191	0.441	0.306	0.238	0.233108613402177	0.215178502356779	0.460647178169597	0.0849259164328861
varDE	0.247	0.217	0.319	0.499	0.247	0.21	0.306	0.482	0.510730574748677	0.000266811917718118	0.211497507466413	9.32917597473807e-05
EE	0.434	0.353	0.459	0.384	0.398	0.282	0.398	0.307	0.38515001105641	0.00734979856490709	0.586201699837644	0.0447509085660879
varDE	0.088	0.03	0.066	0.006	0.076	0.022	0.064	0.008	0.335532444896274	5.92470592381964e-09	0.0313792064357341	4.62674532356319e-06
EE	0.841	0.934	0.839	0.911	0.842	0.934	0.816	0.903	0.748209174286979	0.650885407959277	0.861937076976439	0.534275423821012
EE	0.881	0.942	0.432	0.71	0.904	0.955	0.461	0.712	0.412769973744822	0.473176704477948	0.48771316923918	0.400380078983213
EE	0.722	0.854	0.922	0.915	0.772	0.875	0.907	0.906	0.967566656529904	0.955227008864967	0.869334972982996	0.923697343996265
EE	0.146	0.114	0.163	0.39	0.149	0.1	0.159	0.411	0.259579257320924	0.0085801795467019	0.125437693320238	0.0583765455212922
EE	0.413	0.4	0.552	0.617	0.384	0.383	0.525	0.616	0.134824186186329	0.0206056750465909	0.0824924254751992	0.00341417510864504
EE	0.851	0.927	0.999	0.29	0.867	0.91	0.999	0.35	0.94599032976653	0.914091886122568	0.982802620259446	0.786399890130002
meanDE	0.427	0.436	0.586	0.454	0.445	0.474	0.607	0.49	0.793222017751828	0.811745209005456	0.88263356770811	0.521425953956813
EE	0.251	0.277	0.299	0.52	0.249	0.273	0.316	0.514	0.324217548388653	0.0127491275218189	0.256640200364411	0.0729546602142478
EE	0.718	0.742	0.681	0.717	0.69	0.747	0.67	0.707	0.8710373650837	0.51893892007396	0.907831296716799	0.347575388018395
EE	0.904	0.821	0.825	0.649	0.883	0.777	0.828	0.679	0.966246945795134	0.139035788262797	0.427677805308395	0.481734139197168
EE	0.283	0.381	0.235	0.514	0.335	0.427	0.308	0.541	0.162857320188257	0.00742757085524256	0.297254004332815	0.0068779424037181
varDE	0.419	0.2	0.886	0.454	0.433	0.213	0.881	0.473	0.32311477075475	0.0014537481247317	0.00345841966253666	0.935662369343023
EE	0.875	0.924	0.738	0.499	0.874	0.891	0.661	0.505	0.974302272344052	0.0228640586952879	0.584397501182878	0.550052668506354
meanDE	0.76	0.872	0.723	0.65	0.719	0.875	0.725	0.629	0.428382449314637	0.348057806804585	0.740461418654583	0.122092835971754
EE	0.293	0.494	0.348	0.333	0.301	0.505	0.333	0.336	0.23579893011472	0.000261986733444621	0.128433757917519	0.00136644563898042
varDE	0.037	0.004	0.01	0.006	0.038	0.005	0.006	0.004	0.0835596096623059	6.82049185498324e-10	0.913040300598515	4.85606945108859e-09
EE	0.428	0.61	0.647	0.744	0.449	0.61	0.675	0.708	0.592437743245021	0.0524913533054156	0.642460163425651	0.00944997449856625
EE	0.626	0.507	0.318	0.387	0.642	0.517	0.356	0.436	0.128298483316992	0.000621980792199279	0.377804683789259	0.000330072287598277
meanDE	0.53	0.651	0.442	0.567	0.563	0.693	0.485	0.579	0.28814046373742	0.102511495949951	0.470036299090215	0.0531378556887175
meanDE	0.311	0.22	0.391	0.583	0.328	0.235	0.426	0.628	0.97110214526455	0.569859858894582	0.617943316315222	0.797726017368102
EE	0.616	0.79	0.37	0.159	0.604	0.772	0.355	0.173	0.938908126448922	0.999478342247784	0.9945496798879	0.596542631489524
EE	0.395	0.674	0.307	0.315	0.419	0.667	0.323	0.267	0.345497250675876	0.00840952621588487	0.322177121697824	0.0163708166623962
EE	0.736	0.379	0.805	0.068	0.724	0.377	0.793	0.076	0.903266141039237	0.119390109030954	0.518538463167961	0.833364476336429
varDE	0.291	0.343	0.424	0.244	0.299	0.328	0.442	0.212	0.0351960733569908	6.37701704606715e-12	0.0517759029452425	1.44919613420333e-05
meanDE	0.349	0.179	0.467	0.453	0.353	0.198	0.457	0.421	0.208963592176473	0.000136181656029076	0.109503522756339	0.000261609955337674
EE	0.49	0.314	0.346	0.192	0.457	0.3	0.332	0.171	0.848756671918238	0.883660806619391	0.696768383306497	0.725722715397341
EE	0.461	0.357	0.729	0.51	0.47	0.366	0.686	0.487	0.676653552058046	0.555686991288218	0.7588316814502	0.540052260365338
EE	0.871	0.698	0.992	0.954	0.871	0.685	0.99	0.955	0.685550372299214	0.413562342449745	0.806472349838984	0.0702537920349908
meanDE	0.102	0.067	0.086	0.071	0.082	0.048	0.059	0.049	0.00384015949284798	8.85327667593961e-05	0.0529328266519775	0.000173305811796087
varDE	0.346	0.306	0.351	0.173	0.338	0.303	0.336	0.166	0.175788474084132	4.25730266943856e-06	0.00337332829577983	0.0769039243767591
EE	0.636	0.837	0.906	0.602	0.674	0.832	0.929	0.613	0.700103047489752	0.379750408916949	0.656797723740424	0.378617733403113
meanDE	0.011	0.011	0.007	0.016	0.012	0.016	0.008	0.022	0.0453916265230105	2.21758614582991e-07	0.111969218779931	1.83675690496831e-05
meanDE	0.234	0.135	0.071	0.004	0.133	0.082	0.039	0.005	0.1076852950199	0.0105385984412685	0.497698611721526	0.00187987763830134
EE	0.186	0.323	0.074	0.104	0.18	0.297	0.078	0.089	0.0438374505485903	0.00170550096138973	0.0474425898083276	0.000942099947781667
meanDE	0.776	0.942	0.799	0.322	0.739	0.949	0.78	0.323	0.956849400316871	0.668143458331736	0.968472742070902	0.871335306550591
varDE	0.625	0.387	0.413	0.143	0.623	0.335	0.384	0.136	0.691164468426439	0.00429093240886992	0.223515955143563	0.261148813933257
EE	0.253	0.209	0.146	0.076	0.238	0.222	0.134	0.075	0.292555344024583	0.426008476076665	0.511346120938083	0.330552295261856
meanDE	0.749	0.712	0.565	0.869	0.734	0.695	0.521	0.875	0.241203605526167	0.0222941047617435	0.358723432882965	0.00682310455338245
EE	0.667	0.582	0.56	0.079	0.695	0.611	0.596	0.072	0.295076332174225	0.0537530881607333	0.0985457033673525	0.0866222507423081
EE	0.584	0.467	0.498	0.451	0.601	0.48	0.521	0.479	0.435229145418658	0.413320382401366	0.408574190152856	0.158467262737953
EE	0.539	0.677	0.439	0.919	0.55	0.678	0.449	0.903	0.202431416989773	0.0632356535392538	0.134185820779015	0.0172190423902666
EE	0.911	0.829	0.557	0.235	0.943	0.802	0.524	0.263	0.805513862322091	0.393419163513264	0.790715234401937	0.193225996202682
varDE	0.017	0.01	0.008	0.148	0.021	0.008	0.012	0.154	0.425924804976947	5.10798226609935e-11	6.03989352574218e-05	3.87785788181922e-05
meanDE	0.912	0.972	0.657	0.669	0.907	0.976	0.648	0.655	0.316435331321473	0.00359467868715075	0.584727906699766	0.0139070168417729
meanDE	0.01	0.033	0.041	0.075	0.008	0.032	0.052	0.077	0.0216315298284592	0.00235657747758442	0.0143529422080679	0.0294284213688325
EE	0.593	0.502	0.723	0.888	0.609	0.537	0.73	0.898	0.525317931350911	0.268503018868032	0.498742888349258	0.409636954594058
meanDE	0.06	0.222	0.098	0.197	0.045	0.165	0.07	0.135	0.0290117465204742	2.92246403932784e-12	0.0148498838739089	1.82126613562038e-13
EE	0.564	0.557	0.816	0.853	0.538	0.544	0.783	0.865	0.381746460263956	0.322270651328773	0.254122129986753	0.3129336216137
EE	0.797	0.655	0.706	0.06	0.797	0.666	0.73	0.05	0.690080494067311	0.502482880550331	0.561432148576286	0.448479843975523
EE	0.313	0.377	0.217	0.512	0.322	0.357	0.238	0.511	0.486922392695877	0.491244104678758	0.692078395184742	0.314169654336002
EE	0.127	0.147	0.18	0.369	0.101	0.128	0.133	0.371	0.0915423044670097	0.000512037984670574	0.215453288694858	0.000216387437591242
EE	0.371	0.579	0.29	0.459	0.304	0.565	0.233	0.396	0.0502468775933718	0.0139457448709931	0.0927315977405095	0.0125437295184044
EE	0.951	0.812	0.985	0.696	0.948	0.815	0.991	0.709	0.810140334331294	0.59845429468613	0.748269666972802	0.238050794852526
meanDE	0.661	0.835	0.795	0.133	0.665	0.841	0.768	0.14	0.56129735396424	0.339771281051946	0.481391465956048	0.586564065516755
varDE	0.278	0.109	0.242	0.829	0.274	0.134	0.245	0.837	0.335516802876349	6.75373430888763e-07	0.0240471822438568	3.15617136667165e-05
EE	0.402	0.592	0.592	0.514	0.43	0.636	0.567	0.483	0.443525870356077	0.413086903490022	0.692898825003701	0.355707251351478
meanDE	0.512	0.873	0.291	0.285	0.485	0.875	0.289	0.293	0.0648351366909314	0.00132897300710386	0.250225847364207	0.00112682445751125
varDE	0.167	0.11	0.586	0.595	0.158	0.127	0.592	0.624	0.693366846750803	1.10864604401593e-06	0.000104015977178621	0.00664187617164406
varDE	0.202	0.117	0.191	0.541	0.194	0.109	0.221	0.548	0.451777157763935	1.44624764996786e-08	4.15610142393518e-07	0.060177970637006
varDE	0.127	0.157	0.09	0.893	0.097	0.143	0.082	0.507	0.417108634007788	6.89583445786734e-08	2.82804554229806e-05	0.398355150884789
varDE	0.074	0.015	0.006	0.066	0.094	0.021	0.008	0.081	0.619658221609555	3.23974137371668e-07	0.0014037986153113	0.000128337078032465
meanDE	0.208	0.333	0.112	0.126	0.215	0.312	0.116	0.136	0.0331513428907147	0.000363526189475735	0.252131296329324	5.50647049893617e-05
EE	0.87	0.9	0.938	0.769	0.836	0.882	0.953	0.781	0.844609587526836	0.739201283047216	0.809262976683683	0.557784782179505
EE	0.123	0.082	0.165	0.229	0.116	0.088	0.177	0.216	0.413345141997949	0.126462461650217	0.477656110343124	0.0922474909492663
EE	0.842	1	0.678	0.809	0.862	1	0.668	0.782	0.488919267050614	0.266861923728618	0.445500913138699	0.0648503805479332
EE	0.015	0.03	0.017	0.026	0.027	0.02	0.018	0.029	0.0149563320394241	2.31031255434133e-107	0.000460792296757122	6.06197760647167e-92
EE	0.269	0.205	0.531	0.634	0.274	0.187	0.51	0.635	0.768211261510354	0.651350545374684	0.679689221370855	0.535705125725964
EE	0.328	0.307	0.865	0.636	0.297	0.306	0.862	0.648	0.884686472659178	0.988398484408037	0.935062176832557	0.959232029686991
EE	0.225	0.294	0.389	0.446	0.202	0.288	0.396	0.478	0.165184827721752	0.0448695115788645	0.137456602496937	0.0417071269004139
EE	0.376	0.58	0.441	0.883	0.366	0.595	0.431	0.899	0.487415242871689	0.00202644939366908	0.788150916203474	0.0144467509077956
EE	NA	NA	0.265	0.148	NA	NA	0.261	0.204	0.115051489240593	0.00129019940430654	0.052658321022127	0.000753419552935661
EE	0.667	0.635	0.609	0.806	0.697	0.631	0.624	0.759	0.784001630496081	0.212952349196936	0.705761642566493	0.145360207947628
EE	0.782	0.691	0.836	0.832	0.8	0.731	0.816	0.86	0.482054498762043	0.0158106870754744	0.62097361700195	0.0054937590776398
EE	0.555	0.507	0.369	0.34	0.614	0.518	0.466	0.322	0.745219880254944	0.0586624386847953	0.154328688298474	0.198692983328553
