geneType	pval_M_zinb	pval_M_kde	pval_S0_zinb	pval_S0_kde	pval_S1_zinb	pval_S1_kde	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.609	0.245	0.625	0.235	0.622	0.229	0.599430547385743	0.191703992402923	0.398044365154427
EE	0.783	0.689	0.816	0.715	0.756	0.667	0.367797341567055	0.0814787240606887	0.390573433523748
EE	0.028	0.045	0.008	0.013	0.017	0.014	0.00236322107795379	3.93159524499245e-13	0.00744122075395053
varDE	0.097	0.083	0.125	0.103	0.087	0.097	0.946994521587106	1.41806549799108e-11	0.016914753087591
EE	0.458	0.39	0.363	0.303	0.427	0.346	0.59241484106427	0.195088017446506	0.806004382994078
varDE	0.298	0.006	0.315	0.007	0.23	0.013	0.176661628774405	9.06092862249566e-12	0.00124927952268719
meanDE	0.007	0.006	0.005	0.006	0.004	0.004	0.00107934784436394	6.60203632445006e-27	0.000450994916362422
varDE	0.692	0.138	0.716	0.143	0.673	0.178	0.730425768025663	1.36573634438265e-07	0.43211075188379
varDE	0.754	0.192	0.791	0.212	0.8	0.243	0.396345298134515	2.03842670370462e-06	0.0121011326909065
EE	0.15	0.606	0.193	0.595	0.172	0.512	0.176200720920527	0.000406626695187327	0.180941080134461
EE	0.451	0.589	0.472	0.545	0.422	0.578	0.33470720940714	6.2550912850417e-25	0.447330681759142
EE	0.932	0.544	0.941	0.539	0.93	0.56	0.928324269534935	0.821293768641041	0.664181770500416
varDE	0.183	0.267	0.191	0.263	0.184	0.255	0.320020373017128	1.76164056693902e-08	0.000112257705105587
varDE	0.243	0.312	0.17	0.242	0.202	0.273	0.460210248677463	1.38014735548554e-09	0.184402599856778
EE	0.368	0.281	0.364	0.28	0.369	0.279	0.0323471766361429	4.20619887742445e-14	0.0142764444888357
EE	0.499	0.378	0.492	0.353	0.521	0.361	0.805622651582302	0.800505478173066	0.934174353655353
EE	0.322	0.456	0.345	0.467	0.348	0.466	0.524609005911525	0.027479456186201	0.805511073548647
varDE	0.347	0.502	0.294	0.487	0.286	0.476	0.992449401616443	2.96414981815708e-09	0.162281043743243
EE	0.89	0.298	0.909	0.323	0.893	0.295	0.275924748963198	3.35961524048674e-06	0.254410144066487
meanDE	0.032	0.045	0.019	0.031	0.03	0.052	0.0091577193464642	2.20893166779347e-11	0.00485748638496439
EE	0.696	0.377	0.77	0.426	0.761	0.312	0.810607913717685	0.492845473178886	0.927046678653696
meanDE	0.559	0.195	0.578	0.248	0.542	0.236	0.839863160586377	6.35065427107423e-07	0.758644202842306
EE	0.977	0.869	0.945	0.887	0.974	0.801	0.797897380117843	0.00398462628891114	0.853623264701789
meanDE	0.549	0.556	0.554	0.54	0.554	0.552	0.917388862666733	1.85366004356802e-06	0.667562576749146
EE	0.788	0.627	0.707	0.638	0.778	0.625	0.405361149445625	0.127112389449297	0.359346087543973
meanDE	0.143	0.21	0.178	0.238	0.146	0.211	0.00501139657566403	1.36674608466019e-08	0.000411224062995987
EE	0.454	0.594	0.413	0.582	0.449	0.624	0.630643174269989	0.101006370787692	0.686766135587858
EE	0.29	0.904	0.314	0.906	0.303	0.906	0.175854105292921	0.000646628695648696	0.167252571877897
EE	0.362	0.431	0.357	0.407	0.401	0.458	0.211367178447157	0.000148182202006796	0.330026019013667
EE	0.073	0.257	0.059	0.26	0.08	0.296	0.407820333123459	0.00753009072002388	0.374533106870301
EE	0.115	0.166	0.086	0.14	0.062	0.104	0.0416258689300674	1.46017677745646e-65	0.0802693648110035
EE	0.429	0.261	0.399	0.21	0.426	0.208	0.64770376328602	0.211343481898621	0.99930158600494
EE	0.644	0.251	0.597	0.159	0.628	0.144	0.327941941022283	4.24611118004444e-07	0.673073311705437
EE	0.663	0.252	0.623	0.217	0.682	0.205	0.541852454134297	0.557088686442701	0.553985242627132
EE	0.625	0.305	0.633	0.404	0.639	0.373	0.475300947998671	0.0478478920286638	0.35243497229716
EE	0.426	0.475	0.391	0.517	0.43	0.487	0.21340070544571	0.0102381212407962	0.224536985846652
meanDE	0.004	0.005	0.003	0.006	0.003	0.013	0.00046488624302673	1.09747846972409e-15	9.31607785975022e-05
meanDE	0.014	0.017	0.012	0.015	0.008	0.009	0.016220870693345	1.78344676305352e-16	0.00346674015449278
varDE	0.023	0.151	0.018	0.173	0.015	0.176	0.326259206315633	5.90680030821835e-10	0.207833737772551
EE	0.863	0.538	0.908	0.545	0.852	0.523	0.119676377893115	0.000339673696920208	0.0683891412928505
EE	0.161	0.115	0.158	0.141	0.133	0.125	0.659575468654571	0.139369981958156	0.894693964375263
EE	0.734	0.605	0.719	0.57	0.722	0.569	0.570020277350549	0.0513618786702127	0.698212883719909
varDE	0.439	0.505	0.44	0.491	0.411	0.476	0.8590665517412	6.21303051468065e-06	0.241723261738014
EE	0.791	0.625	0.713	0.613	0.762	0.64	0.367287708621478	0.155289287436973	0.412826120459455
EE	0.36	0.996	0.397	0.993	0.384	0.996	0.894013533693944	0.595942454026691	0.967017562727687
EE	0.202	0.187	0.173	0.157	0.166	0.15	0.0626053298479618	8.14758064491552e-29	0.183821854369519
varDE	0.159	0.193	0.173	0.237	0.189	0.192	0.396525109325929	4.21870233648414e-12	4.76002866731606e-05
EE	0.513	0.533	0.527	0.497	0.562	0.547	0.460209866395195	6.53578520885419e-19	0.344504268687882
EE	0.923	0.993	0.894	0.997	0.91	0.994	0.532169916807973	0.223410727150104	0.514145642280608
meanDE	0.696	0.955	0.738	0.964	0.69	0.966	0.396339185265811	0.105566849571973	0.39599778574077
EE	0.45	0.32	0.49	0.32	0.406	0.324	0.0593066084149387	9.64706405131476e-07	0.0412723854397761
EE	0.39	0.411	0.412	0.414	0.415	0.454	0.235074617481456	2.82403714965084e-06	0.0705280483134373
EE	0.618	0.394	0.587	0.328	0.489	0.356	0.995895611418936	0.884666495902323	0.909402109642152
EE	0.803	0.839	0.77	0.826	0.769	0.833	0.290474090646941	1.22969173379588e-08	0.469142906716507
varDE	0.509	0.012	0.521	0.012	0.479	0.007	0.835735063049732	4.10003233562114e-09	4.19493595847206e-05
EE	0.379	0.229	0.388	0.274	0.376	0.281	0.437548978574803	0.0019432462950363	0.601335872773968
varDE	0.277	0.418	0.217	0.369	0.228	0.353	0.593641895673445	3.42038070947454e-11	0.270996300081148
EE	0.926	0.912	0.894	0.943	0.915	0.912	0.659724149662984	0.474119279721606	0.740138012320879
EE	0.442	0.931	0.481	0.888	0.434	0.885	0.690121640409754	0.396717173096851	0.671285966976142
EE	0.953	0.612	0.958	0.597	0.978	0.622	0.776796505209395	0.35703938588958	0.754951600827438
EE	0.162	0.215	0.168	0.241	0.158	0.211	0.083316449879361	6.15566429262979e-14	0.0609465171380398
varDE	0.001	0.002	0.001	0.001	0.001	0.001	0.000140602604334774	1.04582493519626e-32	0.000246026392023077
EE	0.911	0.507	0.896	0.468	0.91	0.523	0.245127666127337	0.00668286360409085	0.279636198624586
EE	0.763	0.517	0.753	0.506	0.735	0.558	0.656829120057984	0.17969816046258	0.258374206474929
EE	0.728	0.896	0.768	0.946	0.695	0.898	0.989200117944405	0.0115339578448587	0.985977238611096
varDE	0.315	0.082	0.243	0.062	0.269	0.085	0.041410477134304	1.05565524923124e-23	0.012630423793774
EE	0.789	0.673	0.873	0.736	0.784	0.701	0.423910514789609	0.0508730063428821	0.612377756785575
EE	0.165	0.247	0.244	0.294	0.216	0.251	0.181800362106636	4.7627166416505e-06	0.345037117481924
EE	0.778	0.543	0.728	0.596	0.775	0.558	0.71698467661991	0.0355262693123766	0.891466162947073
meanDE	0.195	0.158	0.238	0.148	0.226	0.185	0.250071611745543	3.40699563028034e-05	0.21544512402949
EE	0.196	0.693	0.168	0.654	0.171	0.613	0.166815764169551	4.07796351086039e-13	0.208810729133212
EE	0.739	0.818	0.695	0.869	0.691	0.681	0.907184480592593	0.302400607562839	0.950888329432264
EE	0.11	0.314	0.131	0.424	0.128	0.257	0.802522594480463	0.187750646516931	0.41957021253686
EE	0.678	0.944	0.645	0.956	0.668	0.958	0.533542634403933	0.237323334070298	0.121645925356138
varDE	0.163	0.132	0.161	0.128	0.173	0.158	0.983049450922601	1.06140260548395e-08	0.0140990054341649
EE	0.063	0.15	0.049	0.114	0.057	0.143	0.17182629357991	5.93940012839015e-05	0.164326871607014
varDE	0.12	0.069	0.074	0.061	0.064	0.033	0.986430309701235	1.68195395424072e-10	0.0240657129447781
EE	0.336	0.505	0.269	0.45	0.296	0.49	0.418073186643253	0.00254025905330628	0.600316447552551
meanDE	0.117	0.393	0.11	0.359	0.145	0.404	1.2012682802303e-06	8.54563168369262e-10	0.000106291485799489
EE	0.993	0.794	0.988	0.815	0.986	0.788	0.526714644268034	0.54020355929485	0.537680117371005
EE	0.934	0.924	0.939	0.854	0.927	0.928	0.851475690890162	0.366124933855629	0.35733176764477
EE	0.361	0.591	0.378	0.602	0.412	0.642	0.583610807879408	0.202485857897387	0.693241367061074
meanDE	0.579	0.206	0.554	0.192	0.513	0.233	0.145750411992329	3.9278373326451e-32	0.43070188980158
EE	0.821	0.319	0.83	0.325	0.811	0.312	0.603063398094629	5.07335872125289e-05	0.90315700891511
EE	0.376	0.294	0.329	0.286	0.372	0.333	0.333995127853195	0.148550586929996	0.0592585072703857
EE	0.321	0.676	0.308	0.65	0.297	0.684	0.146440923195206	0.0481817703285715	0.258079763715031
EE	0.802	0.58	0.832	0.57	0.756	0.472	0.493492509552011	0.239113330737934	0.597704925030009
EE	0.523	0.942	0.559	0.932	0.498	0.938	0.592495547820809	0.461467468986829	0.683269515120274
EE	0.733	0.762	0.735	0.792	0.726	0.752	0.381919157409751	0.423378042766665	0.474978516885291
EE	0.574	0.681	0.559	0.641	0.598	0.683	0.56390517262974	0.131184333183382	0.573096110604252
EE	0.635	0.741	0.608	0.662	0.6	0.704	0.926247844857226	0.333364013687421	0.481188154453225
EE	0.004	0.005	0.003	0.004	0.006	0.007	0.00866218656642216	2.51656356817114e-26	0.00107094352192972
EE	0.356	0.529	0.365	0.527	0.371	0.531	0.485603539586841	0.00160465367736534	0.42421155495395
meanDE	0.528	0.718	0.546	0.738	0.495	0.472	0.320550794085664	1.847203787309e-05	0.307247729136558
EE	0.926	0.997	0.921	0.996	0.919	0.999	0.855772920598292	0.0860466675956344	0.984944696108792
varDE	0.1	0.117	0.103	0.124	0.093	0.118	0.571848169402998	1.04359124603671e-08	0.0017505444584735
EE	0.309	0.427	0.369	0.427	0.333	0.428	0.115794819028611	4.99323289199765e-06	0.0853527155799532
EE	0.987	0.539	0.99	0.551	0.991	0.542	0.455412758281905	0.0511705057297242	0.571094692420737
EE	0.712	0.512	0.752	0.536	0.777	0.53	0.841729573429302	0.985459009220736	0.989999818156164
EE	0.005	0.014	0.005	0.013	0.003	0.01	0.000639482892056951	6.40945225103686e-24	0.000206473131779603
EE	0.325	0.665	0.232	0.599	0.26	0.533	0.311725259326823	0.00272351362234128	0.583038925474347
EE	0.692	0.756	0.726	0.822	0.698	0.768	0.665362618251437	0.25237343773207	0.919476474266898
EE	0.081	0.057	0.074	0.054	0.069	0.055	0.0634748657918563	1.55672363098388e-28	0.0323222612686097
EE	0.212	0.436	0.225	0.447	0.247	0.475	0.879114189224511	0.534216364780985	0.801887626635385
varDE	0.073	0.003	0.042	0.004	0.056	0.003	0.517844631862782	2.01508477127337e-08	0.00662840902857553
EE	0.599	0.937	0.626	0.935	0.619	0.931	0.482654481714438	0.666727966351648	0.665771095561326
EE	0.677	0.871	0.571	0.868	0.624	0.906	0.981588608260953	0.0123881610596236	0.505450303131812
EE	0.873	0.654	0.868	0.643	0.882	0.642	0.630462605235557	7.24319585378306e-05	0.445108208897423
meanDE	0.375	0.172	0.355	0.191	0.415	0.22	0.00362838183171301	5.86153752935607e-05	0.00116370385318469
EE	0.111	0.132	0.104	0.081	0.092	0.122	0.000303323153064665	9.26350441358449e-19	0.00322364000220894
EE	0.462	0.305	0.389	0.274	0.433	0.273	0.242800799361587	7.01441805326022e-07	0.123834655658051
EE	0.331	0.36	0.321	0.448	0.307	0.421	0.173198378576988	1.25965277444695e-07	0.0991838485604364
varDE	0.167	0.042	0.174	0.028	0.217	0.041	0.128227439989328	4.96893020712226e-10	0.0268957774210542
EE	0.984	0.769	0.992	0.79	0.991	0.754	0.976203352589142	0.990398108036124	0.958043409853614
EE	0.26	0.111	0.279	0.149	0.273	0.123	0.799729003264734	0.373636037939174	0.595643587118768
EE	0.119	0.029	0.134	0.042	0.151	0.036	0.949692225763596	0.966080933299707	0.845003113629527
EE	0.988	0.884	0.996	0.884	0.987	0.896	0.567353852883586	0.0545760202703596	0.692753755443804
EE	0.883	0.925	0.896	0.906	0.882	0.91	0.670786981013763	0.713181751789838	0.7131549057001
EE	0.288	0.277	0.313	0.291	0.295	0.276	0.0996514588979874	9.50643372629861e-11	0.224144141576153
varDE	0.101	0.02	0.101	0.019	0.113	0.023	0.850418679403941	3.73108386857272e-08	0.249150610648879
EE	0.806	0.7	0.813	0.696	0.805	0.7	0.652673279269367	0.00354890630188455	0.603663608985857
varDE	0.053	0.005	0.063	0.002	0.084	0.004	0.379131116685893	5.69046032337355e-11	3.37685688293232e-06
EE	0.138	0.147	0.159	0.17	0.114	0.107	0.323546131849768	0.000687932194213473	0.152794147307455
EE	0.474	0.451	0.446	0.409	0.451	0.38	0.711894580631192	0.113443136051977	0.539319905153065
EE	0.068	0.074	0.051	0.049	0.062	0.059	0.0956079418074376	2.50185311619944e-36	0.0833035717761187
EE	0.774	0.387	0.773	0.413	0.786	0.413	0.692567038855784	0.625110500707933	0.808878696806916
EE	0.151	0.122	0.193	0.126	0.193	0.094	0.355171537905505	0.0213065774557233	0.488193014058058
EE	0.113	0.323	0.105	0.32	0.083	0.27	0.197304929337899	3.11454059238641e-07	0.380582997662239
EE	0.877	0.386	0.868	0.411	0.87	0.408	0.191072611263141	0.000213060928415873	0.122823017950939
varDE	0.563	0.548	0.584	0.606	0.573	0.584	0.7336837949455	6.13492648350433e-07	0.599089860922503
EE	0.538	0.4	0.512	0.351	0.464	0.302	0.353727233334657	0.146863603252153	0.583358016684605
EE	0.101	0.062	0.133	0.069	0.116	0.063	0.317942648752154	1.38128507367441e-05	0.382860229392899
EE	0.215	0.438	0.172	0.376	0.158	0.426	0.696103868987114	0.573481312382253	0.530018973016371
EE	0.672	0.945	0.743	0.953	0.672	0.951	0.931392145406661	0.194710124255614	0.851985993442911
EE	0.099	0.096	0.079	0.094	0.07	0.072	0.0795998185416773	1.24685495491542e-11	0.0835306690037994
meanDE	0.441	0.366	0.463	0.373	0.474	0.386	0.209091421624086	1.89097500885343e-09	0.549730002516036
EE	0.663	0.209	0.632	0.205	0.702	0.247	0.863909124473289	0.836898257436088	0.863995885915793
EE	0.86	0.95	0.807	0.931	0.863	0.837	0.914700466062141	0.205480055105556	0.929796647364924
EE	0.515	0.608	0.582	0.641	0.514	0.587	0.628582136574904	0.0912076648835914	0.759041714876465
EE	0.116	0.146	0.08	0.094	0.105	0.117	0.173040427633959	1.8397397133808e-15	0.040048511573042
meanDE	0.008	0.054	0.001	0.045	0.007	0.045	1.87106263725446e-08	2.07750470728235e-15	4.75337458990168e-09
EE	0.25	0.616	0.256	0.645	0.288	0.681	0.830747893455665	0.707525707365132	0.917748512727859
EE	0.085	0.228	0.109	0.207	0.09	0.234	0.98066423927542	0.99864971998669	0.959051384404888
varDE	0.002	0.187	0.003	0.174	0.008	0.187	0.998269683309744	2.34795667518315e-07	0.000182077330862994
EE	0.905	0.905	0.908	0.9	0.902	0.885	0.652971875195448	0.065084799458104	0.445799252826362
EE	0.004	0.008	0.008	0.004	0.012	0.007	0.00660024823621069	1.20232823392768e-26	0.000980101041068222
EE	0.493	0.692	0.476	0.693	0.45	0.667	0.352324051217039	1.4183447127158e-06	0.22104729772552
EE	0.948	0.942	0.954	0.949	0.947	0.946	0.859156502858256	0.0315268904798673	0.981000139723687
EE	0.6	0.796	0.613	0.791	0.58	0.783	0.748589484124571	0.81935393764376	0.983474017390527
EE	0.233	0.246	0.211	0.281	0.252	0.307	0.132147799482474	1.71953836453351e-09	0.209460033744132
EE	0.916	0.908	0.899	0.86	0.931	0.921	0.421264840924617	9.30228655969111e-07	0.621577498015862
EE	0.391	0.259	0.359	0.192	0.369	0.205	0.681617818278489	0.554363906803455	0.937122997819936
EE	0.498	0.464	0.584	0.551	0.447	0.416	0.275453158624341	4.67494672873278e-10	0.581230955259673
EE	0.65	0.635	0.625	0.614	0.641	0.664	0.998512972325513	0.970866761854788	0.994018986888723
EE	0.913	0.92	0.927	0.906	0.917	0.905	0.952925745392761	0.20330247609831	0.220416953844329
EE	0.351	0.174	0.333	0.173	0.326	0.181	0.322212205160382	1.38672335317334e-09	0.214663318989419
EE	0.696	0.408	0.721	0.383	0.708	0.413	0.693495913277888	0.29933659007199	0.601792655790444
EE	0.458	0.341	0.503	0.357	0.48	0.395	0.545405179404256	0.00037434006173826	0.337918981230045
varDE	0.183	0.129	0.147	0.121	0.155	0.115	0.662282791540835	1.76446566190538e-06	0.0868066307520319
EE	0.579	0.825	0.586	0.865	0.573	0.843	0.815439302543849	0.482935140402474	0.94149260313623
EE	0.525	0.173	0.533	0.182	0.555	0.2	0.10716024993383	0.00270802290351964	0.24532178961171
EE	0.026	0.135	0.024	0.169	0.034	0.174	0.0927861771937923	3.79685921423491e-11	0.0258832131183644
EE	0.342	0.454	0.369	0.479	0.348	0.443	0.788691161747958	0.16519675579382	0.881934823126041
EE	0.609	0.687	0.647	0.708	0.623	0.602	0.341813857212365	0.0301429752856008	0.521770503916732
meanDE	0.88	0.958	0.895	0.982	0.859	0.969	0.855870952952703	0.719368232008798	0.94704196193582
meanDE	0.039	0.205	0.037	0.229	0.045	0.205	0.00179475704669738	8.38471297390415e-09	0.00951831649868674
varDE	0.008	0.52	0.002	0.537	0.001	0.516	0.571552888219441	1.49791954248231e-12	6.21494430180735e-06
EE	0.924	0.952	0.911	0.947	0.918	0.966	0.805821587026407	0.735759963677601	0.716712344778588
EE	0.258	0.266	0.249	0.289	0.274	0.304	0.125973885805166	7.31650469958178e-13	0.151469004331703
varDE	0.097	0.169	0.105	0.168	0.1	0.171	0.814724762618756	1.56250464146663e-08	0.000302341228208577
EE	0.304	0.414	0.229	0.305	0.268	0.35	0.655610464521036	0.195733573550699	0.424168782290826
meanDE	0.147	0.112	0.153	0.113	0.127	0.092	0.0204953566426426	7.04803818719068e-45	0.0177226434558249
meanDE	0.013	0.095	0.007	0.062	0.009	0.096	0.000266599832454183	1.83609391140864e-23	0.00194353874603583
EE	1	0.346	0.997	0.306	0.998	0.282	0.605279382910067	0.154170245384417	0.90913875531177
varDE	0.179	0.086	0.166	0.085	0.137	0.068	0.984911070598229	1.3560581157665e-06	0.992642669090087
EE	0.454	0.448	0.433	0.422	0.448	0.424	0.674764638406566	6.86570850937054e-09	0.607286544613026
EE	0.39	0.404	0.433	0.419	0.455	0.471	0.625261520287283	0.607559873864115	0.817645286312576
EE	0.623	0.48	0.643	0.491	0.65	0.494	0.288903437481469	0.0656100643897271	0.365542439466731
meanDE	0.035	0.048	0.048	0.053	0.05	0.062	0.00949929042016717	1.39508918453835e-48	0.00264383335915216
EE	0.435	0.486	0.449	0.484	0.444	0.415	0.997221479720142	0.65944273329563	0.598359490295655
EE	0.064	0.338	0.062	0.372	0.079	0.33	0.0998979585721036	0.00055907560041811	0.211279696424616
EE	0.591	0.731	0.628	0.792	0.546	0.705	0.537185666924825	0.00341746022038016	0.548180640508423
EE	0.484	0.687	0.463	0.676	0.477	0.671	0.913416477326406	0.690118985453422	0.825592350022632
EE	0.161	0.396	0.202	0.407	0.123	0.299	0.439620962121762	2.55888778051517e-15	0.438991247090192
EE	0.664	0.343	0.611	0.304	0.651	0.345	0.351143635726406	5.03603500453987e-06	0.488360431146654
meanDE	0.857	0.944	0.856	0.949	0.87	0.949	0.851589696190781	0.566174605127053	0.586040920560817
EE	0.515	0.594	0.498	0.582	0.529	0.614	0.516452060908002	0.109765030459576	0.648714472617572
varDE	0.411	0.402	0.382	0.399	0.432	0.458	0.812364429753534	0.549419831082664	0.58964212716402
EE	0.78	0.608	0.781	0.62	0.774	0.621	0.290651418018654	0.0927036269726372	0.0901781230939298
EE	0.251	0.232	0.186	0.17	0.216	0.24	0.207556018448106	0.00610995957382086	0.248797962652938
EE	0.823	0.209	0.801	0.21	0.792	0.236	0.549351042073379	0.0323511894670326	0.540079242174699
EE	0.499	0.712	0.585	0.726	0.474	0.682	0.245517061064627	0.00154963533705219	0.500620979223204
varDE	0.014	0.004	0.016	0.008	0.016	0.007	0.936464075731745	0.0265981666523766	0.446480920028151
EE	0.997	0.66	0.996	0.638	0.998	0.618	0.541239150070574	0.184830148587507	0.624412714436656
EE	0.922	0.927	0.922	0.918	0.92	0.925	0.916518854872526	0.717571619003149	0.946459983677456
EE	0.696	0.37	0.684	0.324	0.728	0.359	0.955017208461059	0.418032690847925	0.85314333237466
EE	0.477	0.585	0.448	0.549	0.441	0.508	0.605265326944561	0.233149020190296	0.386249992697425
varDE	0.129	0.085	0.159	0.102	0.168	0.108	0.221012029254295	2.29825876230603e-13	0.000445958568039109
EE	0.352	0.326	0.285	0.311	0.256	0.302	0.0657824200501831	5.7600844789722e-06	0.0587072615240642
varDE	0.09	0.087	0.059	0.07	0.079	0.11	0.461878936353456	2.26116705231004e-13	9.60036528139749e-05
EE	0.765	0.808	0.787	0.793	0.761	0.823	0.619043225577629	0.0380091636856244	0.622403910105127
EE	0.041	0.028	0.03	0.033	0.038	0.042	0.0899334103671886	4.46444793080155e-12	0.0367679736058876
EE	0.571	0.623	0.518	0.593	0.549	0.622	0.550427486573235	0.493078326935628	0.967757290670853
EE	0.357	0.176	0.419	0.191	0.418	0.204	0.802232747046756	0.846838797131212	0.80520566395746
EE	0.987	0.337	0.946	0.338	0.988	0.346	0.837148277255936	0.867400971822029	0.791862866454699
EE	0.179	0.642	0.194	0.75	0.143	0.702	0.238383648904277	4.83996634642451e-09	0.25558513288189
EE	0.664	0.404	0.677	0.384	0.607	0.305	0.470053257202394	0.0758051796781453	0.803164429160803
EE	0.343	0.49	0.366	0.483	0.284	0.464	0.132175525204606	0.0226239837353906	0.111141096612619
EE	0.038	0.45	0.025	0.465	0.029	0.467	0.208436134539421	0.164292822857314	0.459120582346499
EE	0.652	0.728	0.71	0.789	0.666	0.732	0.934554895495222	0.40910026411005	0.586935402091201
EE	0.058	0.201	0.051	0.215	0.058	0.212	0.82688685010281	0.601422669380751	0.852175387952496
meanDE	0.167	0.338	0.053	0.282	0.077	0.285	0.999330718984069	0.875440726155424	0.771415863163759
EE	0.739	0.899	0.737	0.921	0.738	0.923	0.244276643613051	0.0843888577114163	0.360781976158577
EE	1	0.972	1	0.95	1	0.963	0.882686223626893	0.99631065817723	0.976281612878693
EE	0.658	0.819	0.639	0.787	0.647	0.818	0.141840618642008	0.00175248098381173	0.339739813094854
EE	0.383	0.165	0.411	0.167	0.401	0.167	0.026571425138878	5.67711569291436e-27	0.067790896438053
EE	0.401	0.823	0.442	0.863	0.419	0.792	0.224031510159944	0.00025205030999007	0.154106237881506
EE	0.25	0.285	0.288	0.333	0.284	0.326	0.20443034417565	0.0180726180190638	0.177858422382876
varDE	0.13	0.716	0.088	0.528	0.092	0.262	0.392398862900857	2.74847497108306e-15	0.000781321523325581
meanDE	0.302	0.393	0.287	0.373	0.295	0.406	0.105833422393068	1.05660010725049e-13	0.182165719577688
EE	0.585	0.318	0.647	0.332	0.611	0.308	0.0916631897968748	0.0372718810233723	0.15778043055372
EE	0.341	0.254	0.332	0.232	0.316	0.253	0.32695213538014	0.011965223939208	0.360057923980551
varDE	0.117	0.011	0.121	0.002	0.163	0.01	0.584770223157063	1.55504319995429e-15	0.00250052523392773
EE	0.314	0.263	0.296	0.235	0.299	0.25	0.52757928263988	0.0830445238254249	0.339994583117202
varDE	0.225	0.641	0.226	0.665	0.221	0.654	0.972323190117158	2.98814786287354e-09	4.82162393081855e-05
meanDE	0.973	0.367	0.977	0.327	0.981	0.307	0.143973504884983	0.00488004046001062	0.132981165502248
meanDE	0.86	0.823	0.842	0.831	0.841	0.848	0.739842947004369	0.0733882762548577	0.838023341120726
EE	0.341	0.549	0.372	0.538	0.399	0.577	0.233228027742044	3.69801713790277e-06	0.158080228953423
EE	0.041	0.413	0.064	0.417	0.049	0.412	0.228161264055416	0.00104642187818143	0.654334231617431
EE	0.597	0.882	0.553	0.848	0.593	0.859	0.58243595553686	0.538876200291204	0.520652853301061
EE	0.773	0.831	0.725	0.809	0.741	0.787	0.586516769910067	0.516166930591598	0.30541740584382
EE	0.804	0.653	0.872	0.704	0.838	0.655	0.560315845890958	0.169150692703501	0.664960740695033
EE	0.226	0.315	0.205	0.293	0.249	0.331	0.25341909005393	0.0142826091810834	0.159809091350086
EE	0.17	0.409	0.16	0.388	0.159	0.38	0.178555115787468	3.45201498322959e-06	0.142388211864987
varDE	0.143	0.472	0.149	0.46	0.174	0.496	0.927564309766217	6.76946210356228e-06	0.126115053203679
EE	0.771	0.933	0.768	0.95	0.739	0.892	0.333328655072615	0.000262751196470116	0.336793109456572
meanDE	0.109	0.081	0.108	0.104	0.094	0.105	0.00313076398665912	3.38714712582739e-13	0.000822250356886823
EE	0.909	0.534	0.923	0.536	0.878	0.549	0.467203404932923	0.0169485548894405	0.601659329384643
EE	0.9	0.871	0.744	0.84	0.51	0.792	0.511502312521684	1.22609119263222e-05	0.766798748116952
EE	0.77	0.723	0.758	0.731	0.78	0.735	0.709786803979205	0.572468032295341	0.899210396990786
EE	0.452	0.559	0.485	0.58	0.467	0.55	0.101529200448488	0.0202961035605544	0.219081155358901
varDE	0.423	0.105	0.385	0.122	0.45	0.152	0.876231746246727	1.67642084272099e-05	0.433361390137559
EE	0.835	0.918	0.847	0.918	0.825	0.921	0.560477679122909	0.19138769589745	0.750152810551649
EE	0.737	0.62	0.811	0.636	0.753	0.608	0.895072934957013	0.245048302444417	0.883400937705338
varDE	0.101	0.032	0.118	0.044	0.141	0.038	0.22513337653377	5.29008241404663e-05	0.000209189785110501
EE	0.306	0.289	0.267	0.258	0.312	0.312	0.218850344556211	0.00140616299523149	0.208772421295675
EE	0.505	0.817	0.494	0.822	0.508	0.832	0.681085281258519	0.0917767514808524	0.681820553582979
EE	0.1	0.405	0.084	0.383	0.089	0.355	0.0845002064259802	0.0276087778151066	0.0310664112718574
varDE	0.053	0.007	0.04	0.015	0.042	0.019	0.0094781638817121	1.09278871727569e-63	0.00662442603662201
EE	0.384	0.468	0.386	0.462	0.414	0.468	0.922804300652126	0.676064838148361	0.952732490079499
varDE	0.008	0.023	0.002	0.029	0.007	0.035	0.790650741747739	3.75556251472616e-09	2.06260640630902e-06
EE	0.629	0.264	0.601	0.317	0.6	0.294	0.110336398633636	7.27701708591982e-05	0.0706957142795603
EE	0.88	0.953	0.885	0.93	0.879	0.944	0.717600742222918	0.12905878827509	0.609094998698328
EE	0.006	0.018	0.006	0.01	0.01	0.016	0.00773281467553864	2.89749515977208e-22	0.0330653469816228
varDE	0.282	0.025	0.316	0.032	0.209	0.016	0.100205362478619	3.06571806751699e-18	0.000918528558966322
meanDE	0.113	0.04	0.12	0.049	0.09	0.048	0.172351325201336	0.000303009409053312	0.546919476683498
varDE	0.009	0.029	0.013	0.043	0.017	0.043	0.462228398510164	8.20849116240317e-12	0.0274837141792054
EE	0.435	0.486	0.337	0.473	0.389	0.491	0.206546212142064	0.00349750625351965	0.23912962306396
varDE	0.659	0.442	0.661	0.364	0.675	0.367	0.671574480303213	1.84759519467132e-06	0.012554660192865
EE	0.922	0.701	0.913	0.696	0.932	0.711	0.717515750318221	0.380689920022237	0.662453781074343
varDE	0.01	0.015	0.009	0.008	0.013	0.029	0.602788427957848	6.25785662331144e-07	0.173654457812322
