geneType	pval_M_zinb	pval_M_kde	pval_S0_zinb	pval_S0_kde	pval_S1_zinb	pval_S1_kde	deseq2_pval	mast_pval_glm	mast_pval_glmer
EE	0.253	0.342	0.373	0.394	0.239	0.338	0.826784231846383	0.17986442628483	0.0854777176111501
EE	0.548	0.719	0.537	0.698	0.565	0.75	0.648165755861215	0.244113504806499	0.438121606866764
EE	0.337	0.295	0.38	0.33	0.35	0.329	0.281995142162168	0.0401084965850374	0.354936232239538
EE	0.433	0.26	0.444	0.336	0.384	0.259	0.961185243301033	0.0479854871568148	0.414080932292117
EE	0.78	0.933	0.788	0.946	0.801	0.938	0.973775853250326	0.775276034747846	0.797298840909533
EE	0.059	0.021	0.069	0.016	0.091	0.058	0.139371303202193	3.41077801629118e-07	0.673855609964694
EE	0.805	0.455	0.797	0.473	0.784	0.482	0.241531408662574	0.0117579933219419	0.229810114389269
varDE	0.2	0.129	0.23	0.114	0.255	0.107	0.167312610211342	6.40613451898417e-06	0.000126512468380155
EE	0.628	0.742	0.501	0.669	0.518	0.62	0.457837563561537	0.0162004080966668	0.7973103928385
EE	0.32	0.651	0.298	0.608	0.359	0.606	0.303357317357806	2.26728706973011e-05	0.298795509571318
meanDE	0.38	0.646	0.359	0.619	0.369	0.604	0.833678060467419	0.17177971131286	0.906790994407068
EE	0.385	0.549	0.365	0.514	0.344	0.533	0.205114169018475	0.000203828832661577	0.293195548356097
EE	0.12	0.298	0.079	0.242	0.11	0.243	0.33156647246335	0.013809340384766	0.578267262505696
EE	0.692	0.721	0.67	0.71	0.694	0.759	0.238459870345834	0.00147996138484414	0.188320861783576
EE	0.816	0.68	0.811	0.698	0.849	0.682	0.893293824328585	0.535052056316059	0.34402361853202
varDE	0.1	0.65	0.098	0.69	0.116	0.731	0.50314128292569	3.25373596300387e-15	0.0476297852524199
EE	0.847	0.658	0.839	0.686	0.854	0.672	0.515869546402495	0.0372619448154588	0.383164207207862
EE	0.602	0.567	0.634	0.586	0.624	0.553	0.394737815991423	8.88623751682019e-09	0.687713609939025
EE	0.132	0.219	0.136	0.297	0.116	0.212	0.0440143676012263	1.28258811074671e-17	0.0426923161598262
EE	0.587	0.59	0.551	0.548	0.595	0.593	0.10293661624776	0.00990589151328092	0.2285719958873
EE	0.564	0.619	0.548	0.606	0.561	0.625	0.326021363339121	4.96257175149996e-09	0.756787352810263
EE	0.965	0.885	0.964	0.908	0.95	0.891	0.933714947430847	0.0626092345418681	0.211124173272634
EE	0.142	0.194	0.114	0.153	0.097	0.145	0.388446768310252	0.0130300651809146	0.65411009282209
EE	0.595	0.186	0.576	0.204	0.541	0.184	0.149628729638465	0.0134525723149253	0.0640701796864403
EE	0.503	0.605	0.545	0.563	0.503	0.577	0.514755003295896	0.174462651443979	0.384490911561426
EE	0.539	0.375	0.46	0.285	0.487	0.308	0.737897780826913	0.0154452613228752	0.554939486065222
meanDE	0.21	0.204	0.221	0.204	0.221	0.238	0.0622115570948671	5.3367673403768e-15	0.105594778792241
varDE	0.118	0.21	0.105	0.194	0.089	0.169	0.0732105460478467	5.71909783592743e-58	0.0186822150477801
EE	0.187	0.104	0.181	0.078	0.166	0.091	0.544983804724499	0.203356136872547	0.722508134677142
EE	0.834	0.912	0.796	0.937	0.751	0.854	0.783170843257284	0.137853910174987	0.500472317290217
EE	0.893	0.536	0.879	0.501	0.886	0.539	0.563419782480716	0.0400835072876943	0.711362042474868
EE	0.136	0.373	0.152	0.403	0.159	0.417	0.26580403279948	0.00314237739665901	0.375111060341808
EE	0.513	0.541	0.451	0.492	0.495	0.543	0.872129627684339	0.358013977678513	0.622262075096803
meanDE	0.254	0.554	0.24	0.559	0.245	0.543	0.0270979270349818	0.00757941729164544	0.043707719970622
EE	0.744	0.758	0.794	0.795	0.761	0.8	0.309207308153497	8.78518050146351e-06	0.549223723742348
EE	0.662	0.661	0.625	0.645	0.689	0.659	0.267242178758766	0.000269150934600087	0.278284496967611
EE	0.87	0.913	0.865	0.885	0.874	0.926	0.363526329323387	0.0490190812807938	0.717538691779001
varDE	0.095	0.133	0.084	0.125	0.093	0.112	0.648364554401196	0.000132748596608208	0.0363008516899581
EE	0.248	0.235	0.308	0.271	0.306	0.268	0.648433789669323	0.696671489219064	0.533017545986363
EE	0.912	0.532	0.93	0.538	0.924	0.512	0.202765505085698	0.027603077793473	0.11942209135663
meanDE	0.162	0.201	0.151	0.194	0.139	0.185	0.105872925219941	3.76508595112816e-18	0.242780765835185
EE	0.921	0.877	0.932	0.891	0.891	0.885	0.713289071878938	0.396240950239552	0.749487338773979
EE	0.014	0.016	0.013	0.012	0.031	0.024	0.0100646885298495	7.56362481929714e-49	0.0032829922802841
EE	0.439	0.365	0.42	0.328	0.425	0.37	0.696623113136963	0.280088917019241	0.727381346836748
meanDE	0.331	0.36	0.328	0.361	0.325	0.364	0.14799348046754	1.35363698306348e-12	0.44896467229936
EE	0.564	0.535	0.528	0.559	0.491	0.524	0.446238219812943	0.0085593894720418	0.504137536881756
EE	0.883	0.564	0.946	0.606	0.849	0.582	0.570626154926514	0.11510200066095	0.500271359678636
meanDE	0.586	0.73	0.59	0.702	0.607	0.717	0.949386813885287	0.316949404526537	0.968490847221466
EE	0.224	0.169	0.225	0.17	0.279	0.212	0.261326080411072	0.00598551355696012	0.294267816777265
EE	0.088	0.386	0.106	0.426	0.107	0.425	0.122670961130276	0.00238573830672393	0.150363243106613
EE	0.669	0.609	0.711	0.67	0.708	0.618	0.321977920548026	0.00105462076090224	0.426243395711903
meanDE	0.298	0.407	0.34	0.427	0.343	0.423	0.28362992446092	1.23459604412727e-05	0.320794546131522
varDE	0.386	0.107	0.414	0.091	0.409	0.1	0.990495109944065	3.75205873377107e-07	0.360060056839963
EE	0.521	0.67	0.481	0.671	0.519	0.709	0.295901530415028	0.00479268722503322	0.347473236964863
meanDE	0.016	0.034	0.009	0.025	0.012	0.03	0.0249218241385613	3.5892247944003e-07	0.00711031333191075
EE	0.251	0.319	0.193	0.248	0.197	0.239	0.165824803502189	1.91130365509304e-08	0.114079592233476
meanDE	0.523	0.49	0.581	0.495	0.529	0.473	0.0693762452366024	4.46155081936068e-33	0.0468091150757026
EE	0.1	0.522	0.116	0.54	0.134	0.503	0.706036288942601	0.784432809058873	0.783811509725724
meanDE	0.124	0.098	0.093	0.069	0.1	0.076	0.113689056101543	4.76836300887503e-16	0.123234428843479
EE	0.468	0.701	0.443	0.69	0.44	0.66	0.985924716814802	0.887659275608588	0.987136146565904
EE	0.593	0.275	0.618	0.294	0.595	0.266	0.984773581866635	0.889211665955985	0.98408722123374
EE	0.732	0.688	0.705	0.681	0.642	0.582	0.815937719726938	0.457869955755056	0.94642390853231
EE	0.75	0.05	0.747	0.021	0.723	0.051	0.32308384710409	0.0114362907895134	0.426738170096527
EE	0.101	0.08	0.092	0.075	0.131	0.094	0.0403687110937475	5.59677634263641e-12	0.0357566581638796
meanDE	0.047	0.29	0.043	0.26	0.041	0.246	0.121472838944548	1.48502697519091e-06	0.0475309872536657
meanDE	0.005	0.082	0.002	0.097	0.002	0.087	0.00111336414855475	6.55027667325105e-07	0.000804675588931531
meanDE	0.194	0.188	0.199	0.205	0.197	0.197	0.185089714284815	8.2896091257719e-08	0.238877408381682
EE	0.269	0.635	0.269	0.631	0.297	0.645	0.0095796921046411	0.000437571089079403	0.00209000636609187
varDE	0.01	0.002	0.016	0.003	0.007	0.001	0.499565922178367	1.57256581563553e-10	0.00178245428900358
EE	0.181	0.048	0.165	0.068	0.191	0.06	0.653429168495659	0.0691983069007118	0.906436217082024
EE	0.16	0.189	0.143	0.151	0.134	0.156	0.0814179209320327	3.15479007529389e-49	0.0645562915003041
EE	0.72	0.912	0.706	0.893	0.738	0.83	0.181660526011007	5.31253667859083e-10	0.269861177415324
EE	0.747	0.233	0.725	0.25	0.726	0.253	0.417838109934722	0.167326039096084	0.27857535248773
EE	0.982	0.8	0.985	0.789	0.97	0.78	0.799563196275344	0.328020079789411	0.677453586216111
varDE	0.01	0.126	0.005	0.14	0.004	0.151	0.873421403258433	6.732758227587e-13	1.79690711344362e-07
EE	0.574	0.525	0.552	0.576	0.54	0.552	0.369931847267273	0.0500799452659658	0.68395940249473
EE	0.233	0.188	0.261	0.208	0.244	0.201	0.709072580611736	0.196428743814453	0.593008443635545
EE	0.951	0.526	0.97	0.494	0.954	0.535	0.632827225931899	0.37129029676456	0.64023948611153
EE	0.049	0.251	0.091	0.29	0.058	0.294	0.195863858424588	0.00359474215845645	0.230605667423393
EE	0.868	0.936	0.918	0.919	0.88	0.931	0.833936153868257	0.00374704418641161	0.885671058989666
meanDE	0.13	0.192	0.133	0.184	0.122	0.201	0.45482899283557	0.00565283983844608	0.529197069538617
meanDE	0.514	0.929	0.463	0.794	0.52	0.769	0.733237015562166	0.00107804353192906	0.87091350969955
EE	0.497	0.294	0.49	0.297	0.461	0.29	0.178813629599527	0.138920386461212	0.262243088640779
EE	0.088	0.09	0.074	0.096	0.101	0.128	0.0717590214665824	1.51881266065404e-07	0.0728510538323095
varDE	0.024	0.044	0.02	0.033	0.02	0.026	0.411480480118462	1.15339122225364e-06	0.0233566242525012
EE	0.643	0.527	0.645	0.559	0.6	0.525	0.428576725646614	0.29340679663425	0.519385202059165
EE	0.142	0.135	0.154	0.128	0.12	0.148	0.0598045966733654	4.98919229039847e-19	0.122106809860151
meanDE	0.041	0.315	0.03	0.26	0.03	0.324	0.0154850955353563	5.11375641307604e-05	0.00545730806761051
EE	0.808	0.999	0.703	0.991	0.782	0.999	0.35162123488575	0.181531273256749	0.330747182374099
meanDE	0.103	0.147	0.102	0.137	0.119	0.14	0.0449024887200529	3.13431022587917e-11	0.0563956901566825
meanDE	0.036	0.127	0.038	0.117	0.069	0.136	0.0635474912985728	8.59322693636982e-18	0.0418218384768418
varDE	0.149	0.212	0.146	0.231	0.122	0.206	0.851009910244979	7.2258319378644e-07	0.0211543916904089
EE	0.791	0.788	0.731	0.725	0.774	0.776	0.754270599664438	0.105071537281829	0.97168999981427
EE	0.838	0.477	0.822	0.49	0.618	0.495	0.64834244797417	0.0314711564304447	0.702145923616966
EE	0.843	0.739	0.86	0.745	0.85	0.75	0.43005528430581	0.0746647496972329	0.63769798546509
EE	0.071	0.012	0.065	0.01	0.067	0.018	0.120483969468304	0.00438820152886065	0.00201733342634104
EE	0.45	0.75	0.443	0.715	0.447	0.704	0.407803007316472	0.00508407596641453	0.583393513142298
varDE	0.416	0.449	0.415	0.458	0.405	0.463	0.414251649298173	0.000123741454888174	0.295624518531463
EE	0.574	0.703	0.565	0.715	0.522	0.674	0.417542278809036	0.00216146620795547	0.557851441679803
varDE	0.141	0.239	0.138	0.249	0.147	0.258	0.648752936865721	2.07113037075552e-10	0.0188799617845283
EE	0.788	0.85	0.752	0.828	0.773	0.836	0.4502168670756	0.000114855633608791	0.336745731433291
EE	0.96	0.977	0.991	0.981	0.945	0.967	0.812147772815286	0.67062785264968	0.927217585927424
varDE	0.311	0.081	0.361	0.109	0.335	0.089	0.526474073556755	1.00027894750263e-07	0.113775212301168
EE	0.55	0.509	0.466	0.477	0.481	0.486	0.577843485565609	1.74289960110291e-06	0.917605023381416
EE	0.254	0.376	0.224	0.394	0.258	0.413	0.452255942118271	0.276477314867111	0.740929484908555
meanDE	0.001	0.001	0.001	0.001	0.003	0.003	6.75254374505109e-06	1.41165064469009e-53	5.09163342156552e-05
EE	0.121	0.699	0.131	0.702	0.123	0.726	0.454643157516858	0.0279249430551838	0.388750350189841
EE	0.771	0.566	0.789	0.594	0.815	0.576	0.0751348424904516	0.00300499596977195	0.028807286488207
EE	0.971	0.609	0.962	0.575	0.975	0.589	0.399256893038851	0.000371505259450162	0.281324470185886
meanDE	0.179	0.191	0.21	0.229	0.13	0.157	0.0762764623277466	2.60602202081533e-18	0.0881116382791953
meanDE	0.177	0.252	0.194	0.215	0.213	0.32	0.0187881914432391	6.36393345174081e-43	0.0403539015426592
EE	0.2	0.228	0.199	0.224	0.204	0.235	0.117214552399392	2.34209143843597e-17	0.215007443389153
EE	0.286	0.302	0.323	0.325	0.31	0.313	0.611320291466014	0.424081924489158	0.83297195096058
EE	0.097	0.089	0.114	0.095	0.083	0.073	0.0990981381443202	3.11033233718612e-30	0.0244939631810376
meanDE	0.531	0.142	0.552	0.183	0.537	0.188	0.103221139912714	0.00194354180485654	0.0671250333637263
EE	0.652	0.686	0.666	0.678	0.642	0.665	0.497736569684139	0.176447070864878	0.898626055208535
EE	0.51	0.169	0.463	0.163	0.447	0.103	0.770213177655983	0.411664381197358	0.635729045505352
EE	0.677	0.602	0.61	0.604	0.597	0.564	0.586733668260683	0.0274709799464202	0.28944691440823
EE	0.397	0.739	0.371	0.74	0.401	0.722	0.338382993700679	0.160228075531704	0.433126717735396
EE	0.331	0.468	0.312	0.498	0.322	0.358	0.247365792034218	0.159348684771365	0.270281839263713
EE	0.44	0.616	0.43	0.689	0.432	0.55	0.394115880441113	0.000865263946316484	0.6605042793952
varDE	0.111	0.043	0.131	0.051	0.103	0.036	0.160903114204208	4.7427312242572e-16	6.40852375953586e-05
EE	0.563	0.765	0.512	0.765	0.55	0.793	0.1558988839007	0.00630007404865319	0.104187129803675
EE	0.894	0.656	0.905	0.602	0.835	0.618	0.94651338949097	0.603058929591628	0.819285644515626
EE	0.221	0.354	0.17	0.406	0.183	0.391	0.251856108656625	4.25733818030943e-11	0.373156882706894
varDE	0.24	0.39	0.273	0.459	0.27	0.425	0.942498717029716	5.85036670509679e-06	0.0307404234323259
meanDE	0.021	0.013	0.018	0.017	0.033	0.014	0.0380496368144797	3.26247592239289e-09	0.0401864422228021
EE	0.599	0.688	0.693	0.677	0.628	0.65	0.189614187079233	2.61826543649482e-21	0.814953559089
EE	0.672	0.802	0.676	0.82	0.692	0.812	0.363865374172088	0.185593741697317	0.552899426801848
meanDE	0.462	0.432	0.417	0.377	0.512	0.47	0.287658767049875	5.73919094781378e-12	0.454449852312851
EE	0.738	0.966	0.753	0.966	0.758	0.96	0.866329136691829	0.515991308559319	0.918194441240406
EE	0.342	0.75	0.337	0.759	0.342	0.707	0.240757070586071	0.00584241357177058	0.938743024902431
EE	0.81	0.85	0.792	0.868	0.8	0.813	0.360108670333021	0.20610626954803	0.366631563321108
EE	0.994	0.992	0.964	0.989	0.992	0.988	0.608522228373744	0.647755698613153	0.588562908114739
EE	0.831	0.651	0.819	0.64	0.817	0.655	0.899058109230073	0.783670261672809	0.992466823463867
EE	0.33	0.579	0.363	0.62	0.362	0.595	0.843874936664291	0.350668139627236	0.797627665644182
EE	0.072	0.135	0.068	0.111	0.072	0.114	0.162382437198776	0.000671142994581418	0.121375769941314
varDE	0.185	0.253	0.188	0.255	0.227	0.301	0.219469861415198	1.36191495350682e-05	0.115905902384246
EE	0.957	0.548	0.965	0.613	0.957	0.557	0.403783032151199	0.330336053674228	0.269046078316846
EE	0.937	0.606	0.957	0.725	0.948	0.663	0.687463544990238	0.0606421050541693	0.884471728474759
varDE	0.001	0.007	0.001	0.009	0.002	0.008	0.891189613835919	2.42470691054228e-09	0.000270967334880807
EE	0.411	0.492	0.426	0.539	0.423	0.528	0.0694846369607639	1.49466763899263e-18	0.126328269390373
EE	0.613	0.938	0.53	0.937	0.574	0.919	0.585056218853228	3.14724702454291e-05	0.641111319986101
varDE	0.036	0.215	0.043	0.262	0.039	0.228	0.387279807389049	5.77943100684738e-10	0.00159486526184463
EE	0.011	0.015	0.008	0.011	0.013	0.015	0.00550036446705883	7.07402799779182e-22	0.00287442622395637
EE	0.286	0.452	0.262	0.425	0.244	0.416	0.233460644855889	0.0131597116788641	0.309002552479794
EE	0.646	0.555	0.625	0.545	0.61	0.522	0.594796597051129	8.75778501878726e-05	0.638919977184189
EE	0.91	0.753	0.929	0.75	0.91	0.741	0.782206095123134	0.45360576086592	0.453604429145983
EE	0.978	0.872	0.988	0.856	0.977	0.885	0.473646898378642	0.186209257433459	0.366415871912187
EE	0.233	0.214	0.247	0.243	0.222	0.216	0.230709266000715	6.04101626219199e-09	0.355486148754743
EE	0.786	0.505	0.757	0.549	0.757	0.528	0.436631078965766	9.66021465467957e-13	0.671279932766071
varDE	0.027	0.014	0.024	0.002	0.022	0.003	0.13826614253601	3.20544361161374e-11	0.551930980411459
EE	0.592	0.474	0.513	0.398	0.561	0.386	0.139386226446311	0.00120192585274117	0.127538082939652
EE	0.093	0.078	0.104	0.096	0.068	0.061	0.0922402257538286	3.03934082631234e-20	0.0900133358601912
EE	0.337	0.495	0.349	0.465	0.322	0.476	0.296748262289045	0.00017324841054422	0.0730044074310178
EE	0.458	0.118	0.437	0.154	0.397	0.118	0.225467797695241	2.94069357632816e-12	0.270784453898685
EE	0.774	0.758	0.762	0.75	0.761	0.787	0.464243383847114	0.142019183515549	0.313187205442318
EE	0.083	0.086	0.068	0.045	0.074	0.08	0.0181508909613935	3.4575516436e-17	0.00370044601826494
varDE	0.321	0.006	0.32	0.004	0.315	0.01	0.003575717548338	2.52883456658877e-17	0.0481371853684403
EE	0.402	0.953	0.299	0.889	0.292	0.566	0.438302913583573	0.000286774030683185	0.37675078347303
EE	0.525	0.354	0.495	0.404	0.536	0.383	0.947777506776181	0.555458900354675	0.888302307396206
EE	0.101	0.112	0.084	0.097	0.084	0.091	0.0212500582174589	7.82598328606453e-61	0.0292212980826249
meanDE	0.135	0.888	0.105	0.904	0.086	0.884	0.407399545208915	0.0572159341197061	0.641604068032963
EE	0.335	0.237	0.371	0.24	0.372	0.241	0.894113882436308	0.350913792588458	0.766991415478942
meanDE	0.01	0.028	0.002	0.03	0.006	0.026	0.00187429029598261	1.89910188361232e-15	0.00361065209755909
EE	0.11	0.708	0.143	0.77	0.125	0.717	0.0611830654945988	6.18012539244309e-06	0.239945770887456
EE	0.576	0.903	0.629	0.895	0.584	0.892	0.942143053321482	0.0194908261881955	0.754184401361765
EE	0.264	0.331	0.3	0.37	0.245	0.321	0.908114356971985	0.94878392268604	0.959683084471586
EE	0.651	0.996	0.734	0.999	0.597	0.999	0.94933998138097	0.988078073937528	0.999672819835017
EE	0.015	0.111	0.012	0.139	0.015	0.155	0.000590842109240523	3.42575071413546e-21	0.000103161420263832
EE	0.177	0.437	0.203	0.325	0.155	0.173	0.0161832254388796	8.96090355361068e-42	0.0658655419779795
EE	0.377	0.483	0.304	0.403	0.325	0.413	0.508819290282589	0.00473444061595718	0.366777942969038
EE	0.803	0.323	0.775	0.297	0.697	0.251	0.450214611607866	0.0251660482137171	0.270827517491549
meanDE	0.564	0.381	0.472	0.287	0.477	0.296	0.967314580191892	0.6270570958857	0.992328403205814
meanDE	0.003	0.002	0.001	0.001	0.004	0.001	0.000419278066858386	3.98209611188316e-16	0.000368660542386941
meanDE	0.826	0.968	0.839	0.971	0.799	0.962	0.656867973868179	0.0914837736091727	0.651848545511979
EE	0.58	0.901	0.625	0.899	0.719	0.864	0.530823849177207	0.0272079830214809	0.752709194551072
EE	0.443	0.602	0.403	0.546	0.421	0.636	0.406103065122435	0.169001998666196	0.284752141146665
varDE	0.308	0.002	0.293	0.003	0.292	0.006	0.217366868640946	5.55148135336629e-06	0.0485008347269461
EE	0.098	0.07	0.096	0.077	0.103	0.082	0.027893963044362	2.16246182478724e-38	0.0151847914133938
EE	0.721	0.941	0.701	0.93	0.723	0.945	0.220024302097447	6.04555632381141e-07	0.428799652713598
EE	0.069	0.143	0.061	0.132	0.074	0.169	0.150500894351026	0.0685203773570149	0.123560063092712
EE	0.47	0.637	0.513	0.599	0.506	0.59	0.770924829730381	0.240463377730226	0.326944147025225
EE	0.156	0.567	0.175	0.559	0.172	0.562	0.24542550766004	0.0759399275804788	0.346200468608492
EE	0.114	0.114	0.136	0.115	0.133	0.113	0.0483835999323626	8.01905230580419e-16	0.0801690199122959
meanDE	0.38	0.854	0.398	0.848	0.418	0.831	0.774015233384624	0.348443961268881	0.823457687052421
EE	0.938	0.322	0.932	0.292	0.941	0.317	0.947987230883389	0.503913718554462	0.819020162841819
EE	0.144	0.85	0.154	0.889	0.168	0.873	0.771885517617924	0.482942824548388	0.945277643590498
meanDE	0.008	0.398	0.005	0.386	0.014	0.374	0.0178319835634448	1.42953106621504e-05	0.00867931140651509
EE	0.459	0.537	0.489	0.534	0.477	0.496	0.360575859411918	4.09200094606489e-06	0.626347791748741
varDE	0.019	0.094	0.012	0.12	0.02	0.149	0.582193427603033	2.02362950576552e-06	0.759601159013018
meanDE	0.047	0.282	0.024	0.278	0.024	0.251	0.00469182188311653	1.77713417072634e-05	0.121143956520077
EE	0.698	0.732	0.718	0.725	0.729	0.726	0.353291869225525	0.0101539770871244	0.256099257388951
EE	0.838	0.977	0.834	0.975	0.83	0.96	0.715142255541758	0.312554890599938	0.267438365138579
EE	0.925	0.695	0.933	0.707	0.928	0.715	0.35824498524101	0.0242771153330869	0.532952629177339
EE	0.537	0.575	0.507	0.574	0.534	0.614	0.305806528923338	0.00762443502970923	0.379386971186992
EE	0.123	0.087	0.118	0.082	0.118	0.091	0.258479266602817	5.77708462512077e-05	0.363066367959603
EE	0.637	0.456	0.56	0.449	0.63	0.529	0.242933697988116	3.24249793175193e-08	0.241601030347121
meanDE	0.388	0.163	0.384	0.141	0.415	0.167	0.258983408063267	4.82705724676892e-14	0.249837386403463
EE	0.636	0.592	0.67	0.644	0.609	0.548	0.870722837770385	0.948998432858638	0.956610912952507
EE	0.082	0.101	0.046	0.054	0.072	0.057	0.695825688278	0.147786502335512	0.909436576500694
EE	0.464	0.625	0.483	0.696	0.464	0.585	0.639362038616332	0.285126516513189	0.927117201129559
EE	0.012	0.042	0.01	0.038	0.017	0.033	0.0121860406587121	2.95961605293897e-10	0.0170462954430784
EE	0.647	0.902	0.58	0.839	0.652	0.885	0.801796261911264	0.568464092134621	0.986628972106235
meanDE	0.071	0.067	0.082	0.074	0.037	0.026	0.0418094407108706	6.11068237566545e-36	0.040182861460915
EE	0.851	0.661	0.861	0.7	0.869	0.684	0.805633781209782	0.813772970692658	0.919328747918257
varDE	0.301	0.247	0.328	0.222	0.269	0.209	0.700791505643109	1.37720647308009e-12	0.0430294603080375
EE	0.242	0.422	0.193	0.363	0.186	0.364	0.119430963978507	4.91868908373174e-25	0.11105731620858
meanDE	0.081	0.066	0.106	0.091	0.1	0.087	0.0985452799806814	4.04339177686323e-20	0.0613994374299553
EE	0.268	0.524	0.302	0.559	0.289	0.52	0.878598005021159	0.642301168330899	0.948601776470829
EE	0.799	0.806	0.811	0.829	0.806	0.83	0.799926853622246	0.485388906155664	0.377524502019135
meanDE	0.69	0.603	0.688	0.649	0.72	0.646	0.623179961735833	0.0466616952370291	0.934778399761683
EE	0.403	0.579	0.391	0.615	0.247	0.565	0.141179824119498	3.66289352080245e-09	0.272481725870838
EE	0.398	0.279	0.406	0.295	0.423	0.312	0.335674421264213	0.000411989756655861	0.655438243932957
EE	0.882	0.32	0.907	0.386	0.888	0.338	0.143945417639497	3.19310904053211e-06	0.189395516773743
EE	0.661	0.262	0.667	0.276	0.674	0.294	0.278375962683585	0.0283082519061981	0.136143809002933
varDE	0.204	0.02	0.21	0.023	0.177	0.018	0.217092433423802	1.06401555792996e-08	0.0128128039623505
EE	0.847	0.568	0.828	0.552	0.854	0.551	0.524435872964096	0.549057038416518	0.694448878993382
varDE	0.45	0.329	0.405	0.244	0.367	0.194	0.661106996630908	6.2645082776622e-08	0.171393767814822
EE	0.149	0.143	0.17	0.165	0.159	0.167	0.0375961531684999	2.8407751088298e-22	0.0753955722620804
EE	0.051	0.068	0.025	0.061	0.033	0.066	0.049117315779481	1.60361629621557e-06	0.0247876185550753
meanDE	0.076	0.16	0.059	0.139	0.073	0.139	0.0411393984023029	4.51585116387303e-07	0.0669538437545085
varDE	0.138	0.008	0.152	0.006	0.164	0.011	0.505384456691352	5.81047423980212e-13	0.86977270787136
EE	0.126	0.594	0.152	0.578	0.139	0.618	0.30830794597304	0.0440059195350586	0.386776181954845
EE	0.331	0.822	0.354	0.844	0.3	0.83	0.916220064604748	0.710576824150123	0.964042487679644
EE	0.263	0.292	0.286	0.319	0.281	0.317	0.0853875826028164	6.88487157536717e-10	0.106611119944923
EE	0.597	0.725	0.558	0.676	0.558	0.71	0.962779020251843	0.944326717320927	0.992329148120511
varDE	0.393	0.376	0.346	0.388	0.377	0.422	0.577461709548163	5.35538014743777e-05	0.400494638257093
EE	0.768	0.676	0.792	0.716	0.837	0.747	0.703539920872381	0.000246464214442668	0.887969740009608
EE	0.643	0.767	0.653	0.725	0.579	0.739	0.302392391675599	0.00899420055514471	0.0644275626733794
EE	0.971	0.971	0.968	0.96	0.975	0.976	0.769890134224212	0.610464775927068	0.926022053141395
EE	0.727	0.748	0.686	0.742	0.687	0.751	0.319300483483036	0.0124543048085724	0.589477834564985
EE	0.074	0.076	0.064	0.064	0.073	0.069	0.0220723727719524	2.91902578970708e-47	0.0209891142811
EE	0.461	0.48	0.46	0.494	0.434	0.466	0.183445953908867	1.3581818440647e-15	0.222533309048088
EE	0.437	0.895	0.426	0.883	0.401	0.863	0.609375118846824	0.710957235967603	0.657254003429846
varDE	0.457	0.069	0.531	0.08	0.399	0.078	0.257315065567019	2.0061522534173e-09	0.199444909612401
EE	0.448	0.972	0.454	0.974	0.485	0.973	0.533046689604277	0.385854597098581	0.916212688569834
EE	0.569	0.772	0.634	0.769	0.627	0.795	0.495713452518721	0.0309040579868601	0.57854369896812
EE	0.168	0.523	0.227	0.588	0.177	0.528	0.161924732159931	2.71849186049419e-13	0.169672627816025
EE	0.363	0.363	0.323	0.369	0.304	0.31	0.171537118927515	6.67528668220217e-05	0.126581189397421
EE	0.94	0.987	0.961	0.989	0.943	0.99	0.899414657796119	0.0401312847308823	0.467943054423175
EE	0.6	0.219	0.575	0.222	0.566	0.199	0.204246837404038	1.59953400313595e-07	0.638260901883907
EE	0.793	0.61	0.808	0.625	0.805	0.576	0.378042636255253	0.0347985472615911	0.418506633315033
varDE	0.493	0.606	0.476	0.614	0.5	0.624	0.377674850642851	2.60668680116243e-14	0.364414657217107
EE	0.92	0.808	0.896	0.814	0.936	0.817	0.433745801740735	0.0336589318265238	0.434724613659728
EE	0.851	0.897	0.822	0.877	0.866	0.903	0.957798226338913	0.577409402276383	0.894545398957187
EE	0.053	0.039	0.049	0.029	0.054	0.031	0.00762437362389395	1.24070681446857e-28	0.0401938994826291
EE	0.754	0.881	0.785	0.853	0.739	0.828	0.363281744510282	0.0873425483813162	0.294499035938384
EE	0.48	0.006	0.481	0.003	0.506	0.006	0.077273667752468	2.47373043316019e-06	0.481450954052331
EE	0.075	0.345	0.042	0.254	0.026	0.209	0.212994421062679	0.0910372809811056	0.150498500460467
EE	0.754	0.928	0.728	0.88	0.759	0.924	0.791225353819754	0.362806312311587	0.813038882809576
EE	0.921	0.926	0.918	0.914	0.931	0.921	0.811683894376234	0.25674619785916	0.808038568503539
varDE	0.005	0.001	0.008	0.001	0.003	0.002	0.0328670922363872	3.42129938677935e-22	0.000346307312936917
EE	0.291	0.251	0.294	0.24	0.33	0.245	0.763952657282341	0.696923202567089	0.949762331865959
EE	0.288	0.849	0.242	0.811	0.296	0.864	0.671837350048218	0.367886769175377	0.329402109547636
EE	0.793	0.934	0.808	0.958	0.779	0.927	0.544492084647256	0.0662474382255773	0.781916652173384
EE	0.481	0.477	0.416	0.408	0.461	0.456	0.348666487767918	0.000371782214296346	0.694048512873486
EE	0.619	0.274	0.65	0.292	0.664	0.251	0.432268613272924	0.17950016314148	0.65896854530971
EE	0.781	0.384	0.687	0.328	0.71	0.346	0.155289673237299	2.16506200403894e-05	0.194200952354052
EE	0.463	0.924	0.549	0.961	0.484	0.914	0.967337959515494	0.706320181823774	0.719769820212821
